step,epoch,train_loss,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0,1.0840927362442017,,,,,,
19,0,1.1852412223815918,,,,,,
29,0,0.4109245240688324,,,,,,
39,0,0.43216121196746826,,,,,,
49,0,1.1115705966949463,,,,,,
59,0,0.43029624223709106,,,,,,
69,0,0.7214143872261047,,,,,,
79,0,0.6614788770675659,,,,,,
89,0,0.4237368404865265,,,,,,
99,0,0.5501310229301453,,,,,,
104,0,,0.5460620522499084,0.38461539149284363,0.14361923933029175,0.8418368101119995,0.5124292373657227,
109,1,0.6423759460449219,,,,,,
119,1,0.5102748870849609,,,,,,
129,1,0.1706252545118332,,,,,,
139,1,0.36692744493484497,,,,,,
149,1,0.20191366970539093,,,,,,
159,1,0.5389899015426636,,,,,,
169,1,0.45121416449546814,,,,,,
179,1,0.3970988094806671,,,,,,
189,1,0.24465960264205933,,,,,,
199,1,0.22085769474506378,,,,,,
209,1,0.19943220913410187,,,,,,
209,1,,0.6001263856887817,0.4871794879436493,0.13453026115894318,0.8697499632835388,0.5808222889900208,
219,2,0.27995482087135315,,,,,,
229,2,0.2640267312526703,,,,,,
239,2,0.2287496030330658,,,,,,
249,2,0.3860657513141632,,,,,,
259,2,0.21055646240711212,,,,,,
269,2,0.38893115520477295,,,,,,
279,2,0.09082667529582977,,,,,,
289,2,0.30620068311691284,,,,,,
299,2,0.15144681930541992,,,,,,
309,2,0.15658575296401978,,,,,,
314,2,,0.6393657326698303,0.5448718070983887,0.1285388022661209,0.8835650086402893,0.6285690069198608,
319,3,0.3426024317741394,,,,,,
329,3,0.3078596293926239,,,,,,
339,3,0.07452169805765152,,,,,,
349,3,0.1351330280303955,,,,,,
359,3,0.12790735065937042,,,,,,
369,3,0.2533356845378876,,,,,,
379,3,0.22939954698085785,,,,,,
389,3,0.15339288115501404,,,,,,
399,3,0.11144641786813736,,,,,,
409,3,0.16098377108573914,,,,,,
419,3,0.012925082817673683,,,,,,
419,3,,0.659384548664093,0.5641025900840759,0.1330249309539795,0.8894724249839783,0.649092972278595,
429,4,0.11762083321809769,,,,,,
439,4,0.12100350111722946,,,,,,
449,4,0.06521128118038177,,,,,,
459,4,0.1461326628923416,,,,,,
469,4,0.06152762100100517,,,,,,
479,4,0.20621661841869354,,,,,,
489,4,0.0433674156665802,,,,,,
499,4,0.1309601217508316,,,,,,
509,4,0.02876812219619751,,,,,,
519,4,0.047046832740306854,,,,,,
524,4,,0.6629570722579956,0.557692289352417,0.13997861742973328,0.8903167247772217,0.649337112903595,
525,5,,,,,,,0.13997861742973328
