train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,test_loss
0.8099103569984436,9,0,,,,,,
0.8139302134513855,19,0,,,,,,
0.8274691700935364,29,0,,,,,,
0.4407043159008026,39,0,,,,,,
0.44032904505729675,49,0,,,,,,
0.300915390253067,59,0,,,,,,
0.35585927963256836,69,0,,,,,,
0.5652943253517151,79,0,,,,,,
0.3528501093387604,89,0,,,,,,
0.30075404047966003,99,0,,,,,,
0.334134042263031,109,0,,,,,,
0.21999990940093994,119,0,,,,,,
,124,0,0.2829218804836273,0.2650209665298462,0.7943879961967468,0.19736842811107635,0.092798613011837,
0.23189017176628113,129,1,,,,,,
0.2301107794046402,139,1,,,,,,
0.18243950605392456,149,1,,,,,,
0.25690150260925293,159,1,,,,,,
0.2312970757484436,169,1,,,,,,
0.18981370329856873,179,1,,,,,,
0.1856849044561386,189,1,,,,,,
0.25212743878364563,199,1,,,,,,
0.3929402530193329,209,1,,,,,,
0.18917788565158844,219,1,,,,,,
0.21013788878917694,229,1,,,,,,
0.1711227148771286,239,1,,,,,,
0.06583548337221146,249,1,,,,,,
,249,1,0.31875935196876526,0.29915377497673035,0.8035461902618408,0.24122807383537292,0.07947573810815811,
0.27165600657463074,259,2,,,,,,
0.2453666627407074,269,2,,,,,,
0.16775184869766235,279,2,,,,,,
0.15779396891593933,289,2,,,,,,
0.20813216269016266,299,2,,,,,,
0.17380660772323608,309,2,,,,,,
0.23568935692310333,319,2,,,,,,
0.14300067722797394,329,2,,,,,,
0.16929011046886444,339,2,,,,,,
0.16955746710300446,349,2,,,,,,
0.16299204528331757,359,2,,,,,,
0.20287755131721497,369,2,,,,,,
,374,2,0.33521977066993713,0.31608855724334717,0.8096976280212402,0.2587719261646271,0.0793934315443039,
0.11481867730617523,379,3,,,,,,
0.08304905146360397,389,3,,,,,,
0.11600407212972641,399,3,,,,,,
0.10957067459821701,409,3,,,,,,
0.09664145857095718,419,3,,,,,,
0.12190992385149002,429,3,,,,,,
0.08021345734596252,439,3,,,,,,
0.059079449623823166,449,3,,,,,,
0.14232026040554047,459,3,,,,,,
0.0747469961643219,469,3,,,,,,
0.11512661725282669,479,3,,,,,,
0.09348484128713608,489,3,,,,,,
0.014609877951443195,499,3,,,,,,
,499,3,0.3415238857269287,0.32121023535728455,0.8107638955116272,0.2763157784938812,0.08389125019311905,
0.12543027102947235,509,4,,,,,,
0.09666752070188522,519,4,,,,,,
0.08497211337089539,529,4,,,,,,
0.08858256042003632,539,4,,,,,,
0.09551376104354858,549,4,,,,,,
0.08255071938037872,559,4,,,,,,
0.1130233108997345,569,4,,,,,,
0.08400429785251617,579,4,,,,,,
0.0602855421602726,589,4,,,,,,
0.06781801581382751,599,4,,,,,,
0.051823895424604416,609,4,,,,,,
0.11676840484142303,619,4,,,,,,
,624,4,0.36006292700767517,0.3364042341709137,0.8163076639175415,0.29385966062545776,0.0912758857011795,
,625,5,,,,,,0.0912758857011795
