step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,test_loss
9,0.3784777820110321,0,,,,,,
19,0.19978725910186768,0,,,,,,
29,0.398074209690094,0,,,,,,
39,0.18592749536037445,0,,,,,,
49,0.22309961915016174,0,,,,,,
59,0.18638500571250916,0,,,,,,
69,0.37166932225227356,0,,,,,,
79,0.2642931342124939,0,,,,,,
89,0.18811048567295074,0,,,,,,
99,0.2647480070590973,0,,,,,,
109,0.1053481474518776,0,,,,,,
119,0.21274052560329437,0,,,,,,
129,0.1951785832643509,0,,,,,,
139,0.21053145825862885,0,,,,,,
149,0.2130340337753296,0,,,,,,
159,0.13508327305316925,0,,,,,,
169,0.19524884223937988,0,,,,,,
179,0.1370970606803894,0,,,,,,
189,0.10963256657123566,0,,,,,,
199,0.14135591685771942,0,,,,,,
209,0.23080815374851227,0,,,,,,
219,0.12491296976804733,0,,,,,,
229,0.19037677347660065,0,,,,,,
239,0.1729518175125122,0,,,,,,
249,0.19907687604427338,0,,,,,,
259,0.2273695170879364,0,,,,,,
269,0.20094898343086243,0,,,,,,
279,0.2545878291130066,0,,,,,,
289,0.1461711972951889,0,,,,,,
299,0.22687827050685883,0,,,,,,
309,0.17144447565078735,0,,,,,,
319,0.22202397882938385,0,,,,,,
329,0.11653584241867065,0,,,,,,
339,0.17170323431491852,0,,,,,,
349,0.19206207990646362,0,,,,,,
359,0.2039887011051178,0,,,,,,
369,0.11437459290027618,0,,,,,,
379,0.21222351491451263,0,,,,,,
389,0.09056034684181213,0,,,,,,
399,0.13050569593906403,0,,,,,,
409,0.11483534425497055,0,,,,,,
419,0.15026311576366425,0,,,,,,
429,0.1445334106683731,0,,,,,,
439,0.11357244104146957,0,,,,,,
449,0.15454398095607758,0,,,,,,
459,0.13157933950424194,0,,,,,,
469,0.35859861969947815,0,,,,,,
479,0.14093272387981415,0,,,,,,
489,0.0902414470911026,0,,,,,,
499,0.17907653748989105,0,,,,,,
509,0.13244187831878662,0,,,,,,
519,0.13467270135879517,0,,,,,,
529,0.16561271250247955,0,,,,,,
539,0.1438305824995041,0,,,,,,
549,0.09687099605798721,0,,,,,,
559,0.13696607947349548,0,,,,,,
569,0.11056721955537796,0,,,,,,
579,0.15189732611179352,0,,,,,,
589,0.2109147161245346,0,,,,,,
599,0.1571294665336609,0,,,,,,
609,0.3162001371383667,0,,,,,,
619,0.13105358183383942,0,,,,,,
629,0.14602680504322052,0,,,,,,
639,0.11729780584573746,0,,,,,,
649,0.10947102308273315,0,,,,,,
659,0.16433356702327728,0,,,,,,
669,0.09034516662359238,0,,,,,,
679,0.16448430716991425,0,,,,,,
689,0.2043011337518692,0,,,,,,
699,0.15986000001430511,0,,,,,,
709,0.13212382793426514,0,,,,,,
719,0.1182650774717331,0,,,,,,
729,0.06920526921749115,0,,,,,,
739,0.1535891890525818,0,,,,,,
749,0.10510546714067459,0,,,,,,
759,0.14605073630809784,0,,,,,,
769,0.11465149372816086,0,,,,,,
779,0.12513837218284607,0,,,,,,
789,0.17903313040733337,0,,,,,,
