train_loss,step,epoch,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,test_loss
1.3615810871124268,9,0,,,,,,
0.4442789852619171,19,0,,,,,,
0.44724035263061523,29,0,,,,,,
0.2661373019218445,39,0,,,,,,
0.6779090762138367,49,0,,,,,,
0.23020383715629578,59,0,,,,,,
0.4383552074432373,69,0,,,,,,
0.372639000415802,79,0,,,,,,
0.2213972508907318,89,0,,,,,,
0.16183960437774658,99,0,,,,,,
0.2330995351076126,109,0,,,,,,
0.25718897581100464,119,0,,,,,,
,123,0,0.30563801527023315,0.30996987223625183,0.2288135588169098,0.8098832368850708,0.07373300939798355,
0.16982315480709076,129,1,,,,,,
0.1818317025899887,139,1,,,,,,
0.1972610503435135,149,1,,,,,,
0.32907283306121826,159,1,,,,,,
0.28141218423843384,169,1,,,,,,
0.16406157612800598,179,1,,,,,,
0.36469709873199463,189,1,,,,,,
0.23328034579753876,199,1,,,,,,
0.20092371106147766,209,1,,,,,,
0.13100296258926392,219,1,,,,,,
0.296229749917984,229,1,,,,,,
0.19865557551383972,239,1,,,,,,
,247,1,0.37508314847946167,0.37351149320602417,0.3093220293521881,0.8269219994544983,0.0594550259411335,
0.10369788110256195,249,2,,,,,,
0.17958420515060425,259,2,,,,,,
0.1628590226173401,269,2,,,,,,
0.16139061748981476,279,2,,,,,,
0.12392234802246094,289,2,,,,,,
0.10164109617471695,299,2,,,,,,
0.10679790377616882,309,2,,,,,,
0.09565957635641098,319,2,,,,,,
0.1721859574317932,329,2,,,,,,
0.07334377616643906,339,2,,,,,,
0.12767885625362396,349,2,,,,,,
0.15687978267669678,359,2,,,,,,
0.07155411690473557,369,2,,,,,,
,371,2,0.4021552801132202,0.404898464679718,0.33898305892944336,0.8327784538269043,0.0574786551296711,
0.09880149364471436,379,3,,,,,,
0.12842682003974915,389,3,,,,,,
0.13790787756443024,399,3,,,,,,
0.08006937801837921,409,3,,,,,,
0.0876041054725647,419,3,,,,,,
0.08659715950489044,429,3,,,,,,
0.13625642657279968,439,3,,,,,,
0.053597915917634964,449,3,,,,,,
0.050068486481904984,459,3,,,,,,
0.08454393595457077,469,3,,,,,,
0.06865908205509186,479,3,,,,,,
0.03506843373179436,489,3,,,,,,
,495,3,0.4327283203601837,0.44100692868232727,0.37711864709854126,0.8441082835197449,0.06009342521429062,
0.04239669814705849,499,4,,,,,,
0.031206544488668442,509,4,,,,,,
0.05848962441086769,519,4,,,,,,
0.06793126463890076,529,4,,,,,,
0.04558010771870613,539,4,,,,,,
0.04287249594926834,549,4,,,,,,
0.04151172935962677,559,4,,,,,,
0.04534795135259628,569,4,,,,,,
0.059984240680933,579,4,,,,,,
0.032894257456064224,589,4,,,,,,
0.027267493307590485,599,4,,,,,,
0.03458704799413681,609,4,,,,,,
0.0009132398408837616,619,4,,,,,,
,619,4,0.4327133893966675,0.44801250100135803,0.37711864709854126,0.8472481369972229,0.06427496671676636,
,620,5,,,,,,0.06427496671676636
