epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,9,0.9163967370986938,,,,,,
0,19,0.28554055094718933,,,,,,
0,29,0.3957218825817108,,,,,,
0,39,0.3351530432701111,,,,,,
0,49,0.3364922106266022,,,,,,
0,59,0.31887781620025635,,,,,,
0,69,0.33441513776779175,,,,,,
0,79,0.22931738197803497,,,,,,
0,89,0.3515949845314026,,,,,,
0,99,0.24406379461288452,,,,,,
0,109,0.2296508252620697,,,,,,
0,119,0.27797818183898926,,,,,,
0,120,,0.3158366084098816,0.3234531581401825,0.08598519116640091,0.8166611194610596,0.23552124202251434,
1,129,0.2840060293674469,,,,,,
1,139,0.29725074768066406,,,,,,
1,149,0.28262242674827576,,,,,,
1,159,0.11487413942813873,,,,,,
1,169,0.2141544222831726,,,,,,
1,179,0.1928878277540207,,,,,,
1,189,0.24639691412448883,,,,,,
1,199,0.2349896878004074,,,,,,
1,209,0.22919721901416779,,,,,,
1,219,0.20451001822948456,,,,,,
1,229,0.2750129699707031,,,,,,
1,239,0.23406383395195007,,,,,,
1,241,,0.37047484517097473,0.38609573245048523,0.07515020668506622,0.8338038921356201,0.31660231947898865,
2,249,0.1340102106332779,,,,,,
2,259,0.11619159579277039,,,,,,
2,269,0.19008350372314453,,,,,,
2,279,0.08016183972358704,,,,,,
2,289,0.13967810571193695,,,,,,
2,299,0.14402131736278534,,,,,,
2,309,0.1288573443889618,,,,,,
2,319,0.17807720601558685,,,,,,
2,329,0.14860714972019196,,,,,,
2,339,0.11425155401229858,,,,,,
2,349,0.08116776496171951,,,,,,
2,359,0.09631337970495224,,,,,,
2,362,,0.3863970637321472,0.40354058146476746,0.07186195999383926,0.8397417068481445,0.33590734004974365,
3,369,0.13086934387683868,,,,,,
3,379,0.0924084335565567,,,,,,
3,389,0.17220167815685272,,,,,,
3,399,0.14851386845111847,,,,,,
3,409,0.12624499201774597,,,,,,
3,419,0.07470615953207016,,,,,,
3,429,0.1963140219449997,,,,,,
3,439,0.09065122157335281,,,,,,
3,449,0.10296057164669037,,,,,,
3,459,0.04103465378284454,,,,,,
3,469,0.16313786804676056,,,,,,
3,479,0.08365153521299362,,,,,,
3,483,,0.38017651438713074,0.39825567603111267,0.0728069320321083,0.8383871912956238,0.33590734004974365,
4,489,0.07070735841989517,,,,,,
4,499,0.08455295115709305,,,,,,
4,509,0.08352601528167725,,,,,,
4,519,0.036779239773750305,,,,,,
4,529,0.06558774411678314,,,,,,
4,539,0.04205526039004326,,,,,,
4,549,0.059541087597608566,,,,,,
4,559,0.0652366429567337,,,,,,
4,569,0.14341489970684052,,,,,,
4,579,0.0471053272485733,,,,,,
4,589,0.05491678789258003,,,,,,
4,599,0.07366815954446793,,,,,,
4,604,,0.38728657364845276,0.40577349066734314,0.07640625536441803,0.8378901481628418,0.3436293303966522,
5,605,,,,,,,0.07640625536441803
