step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,test_loss
9,0.1207975298166275,0,,,,,,
19,0.0498519130051136,0,,,,,,
29,0.06326743960380554,0,,,,,,
39,0.08360061049461365,0,,,,,,
49,0.04127427190542221,0,,,,,,
59,0.031498413532972336,0,,,,,,
69,0.032058168202638626,0,,,,,,
79,0.03756369650363922,0,,,,,,
89,0.036111246794462204,0,,,,,,
99,0.029539790004491806,0,,,,,,
109,0.05156879872083664,0,,,,,,
119,0.037808045744895935,0,,,,,,
129,0.029468590393662453,0,,,,,,
139,0.04000907391309738,0,,,,,,
149,0.03370516374707222,0,,,,,,
159,0.04921939969062805,0,,,,,,
169,0.03225643187761307,0,,,,,,
179,0.06093868613243103,0,,,,,,
189,0.04061277583241463,0,,,,,,
199,0.03573566675186157,0,,,,,,
209,0.03898350149393082,0,,,,,,
219,0.04053375869989395,0,,,,,,
229,0.041508011519908905,0,,,,,,
239,0.050445642322301865,0,,,,,,
249,0.03303060680627823,0,,,,,,
259,0.03007596544921398,0,,,,,,
269,0.03284910321235657,0,,,,,,
279,0.042984817177057266,0,,,,,,
289,0.019087566062808037,0,,,,,,
299,0.02948172017931938,0,,,,,,
309,0.03084799274802208,0,,,,,,
319,0.047402992844581604,0,,,,,,
329,0.04788600280880928,0,,,,,,
339,0.04376307874917984,0,,,,,,
349,0.041128791868686676,0,,,,,,
359,0.026318831369280815,0,,,,,,
369,0.028832148760557175,0,,,,,,
379,0.03433777019381523,0,,,,,,
389,0.03816324099898338,0,,,,,,
399,0.036118365824222565,0,,,,,,
409,0.03294728323817253,0,,,,,,
419,0.0318535678088665,0,,,,,,
429,0.03437066823244095,0,,,,,,
439,0.038790829479694366,0,,,,,,
449,0.03478873148560524,0,,,,,,
459,0.023676099255681038,0,,,,,,
469,0.03480822592973709,0,,,,,,
479,0.0234250258654356,0,,,,,,
489,0.04904959723353386,0,,,,,,
499,0.036017630249261856,0,,,,,,
509,0.02717321738600731,0,,,,,,
519,0.03356409817934036,0,,,,,,
529,0.03951719403266907,0,,,,,,
539,0.028546031564474106,0,,,,,,
549,0.04220268502831459,0,,,,,,
559,0.05168330296874046,0,,,,,,
569,0.0690072625875473,0,,,,,,
579,0.027793103829026222,0,,,,,,
589,0.03214401379227638,0,,,,,,
599,0.04582589492201805,0,,,,,,
609,0.03605994954705238,0,,,,,,
619,0.030793508514761925,0,,,,,,
629,0.028307750821113586,0,,,,,,
639,0.028678033500909805,0,,,,,,
649,0.02506861463189125,0,,,,,,
649,,0,0.44154971837997437,0.35891520977020264,0.2874692976474762,0.08836758881807327,0.8534740805625916,
659,0.035830527544021606,1,,,,,,
669,0.041741080582141876,1,,,,,,
679,0.036881547421216965,1,,,,,,
689,0.02857458032667637,1,,,,,,
699,0.03664471209049225,1,,,,,,
709,0.04897240549325943,1,,,,,,
719,0.03460805490612984,1,,,,,,
729,0.022217174991965294,1,,,,,,
739,0.03115144558250904,1,,,,,,
749,0.032239560037851334,1,,,,,,
759,0.025764241814613342,1,,,,,,
769,0.032325755804777145,1,,,,,,
779,0.04759618639945984,1,,,,,,
789,0.015893884003162384,1,,,,,,
799,0.019230060279369354,1,,,,,,
809,0.039345402270555496,1,,,,,,
819,0.03539179265499115,1,,,,,,
829,0.025577545166015625,1,,,,,,
839,0.05668752267956734,1,,,,,,
849,0.04039688780903816,1,,,,,,
859,0.024223312735557556,1,,,,,,
869,0.020848622545599937,1,,,,,,
879,0.04278141260147095,1,,,,,,
889,0.04216286540031433,1,,,,,,
899,0.03848090022802353,1,,,,,,
909,0.04425026476383209,1,,,,,,
919,0.02732713147997856,1,,,,,,
929,0.023466583341360092,1,,,,,,
939,0.03747805580496788,1,,,,,,
949,0.03195030987262726,1,,,,,,
959,0.027609767392277718,1,,,,,,
969,0.028470583260059357,1,,,,,,
979,0.034683506935834885,1,,,,,,
989,0.03155265748500824,1,,,,,,
999,0.039066582918167114,1,,,,,,
1009,0.024384332820773125,1,,,,,,
1019,0.02273360639810562,1,,,,,,
1029,0.03785748407244682,1,,,,,,
1039,0.04522474482655525,1,,,,,,
1049,0.03132694959640503,1,,,,,,
1059,0.03372856229543686,1,,,,,,
1069,0.03278183564543724,1,,,,,,
1079,0.022028081119060516,1,,,,,,
1089,0.027515986934304237,1,,,,,,
1099,0.02669096551835537,1,,,,,,
1109,0.016007650643587112,1,,,,,,
1119,0.045428648591041565,1,,,,,,
1129,0.03125481307506561,1,,,,,,
1139,0.046180035918951035,1,,,,,,
1149,0.04254323989152908,1,,,,,,
1159,0.024820376187562943,1,,,,,,
1169,0.022692503407597542,1,,,,,,
1179,0.03907308727502823,1,,,,,,
1189,0.042862504720687866,1,,,,,,
1199,0.03623884916305542,1,,,,,,
1209,0.01571395993232727,1,,,,,,
1219,0.043776735663414,1,,,,,,
1229,0.046033088117837906,1,,,,,,
1239,0.02173553965985775,1,,,,,,
1249,0.02734619937837124,1,,,,,,
1259,0.040416885167360306,1,,,,,,
1269,0.03667379543185234,1,,,,,,
1279,0.041986867785453796,1,,,,,,
1289,0.024572838097810745,1,,,,,,
1299,0.030589187517762184,1,,,,,,
1299,,1,0.4638267755508423,0.3841828405857086,0.31449630856513977,0.09389392286539078,0.8592655062675476,
1309,0.03455140441656113,2,,,,,,
1319,0.038061752915382385,2,,,,,,
1329,0.03647180646657944,2,,,,,,
1339,0.02391839399933815,2,,,,,,
1349,0.030610529705882072,2,,,,,,
1359,0.0407906211912632,2,,,,,,
1369,0.02940707840025425,2,,,,,,
1379,0.01882997713983059,2,,,,,,
1389,0.028541838750243187,2,,,,,,
1399,0.02654188685119152,2,,,,,,
1409,0.022465502843260765,2,,,,,,
1419,0.03035642020404339,2,,,,,,
