step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1
9,2.4288103580474854,0,,,,,,,,,,
19,1.016358494758606,0,,,,,,,,,,
29,1.8442950248718262,0,,,,,,,,,,
39,1.6384515762329102,0,,,,,,,,,,
49,0.5705319046974182,0,,,,,,,,,,
59,1.3479316234588623,0,,,,,,,,,,
69,1.797140121459961,0,,,,,,,,,,
79,0.7145324349403381,0,,,,,,,,,,
89,0.7414533495903015,0,,,,,,,,,,
99,0.7975813150405884,0,,,,,,,,,,
107,,0,1.182813048362732,0.8313660621643066,0.2548476457595825,0.49581378698349,0.42555350065231323,,,,,
109,2.1745240688323975,1,,,,,,,,,,
119,2.170220136642456,1,,,,,,,,,,
129,0.7189521193504333,1,,,,,,,,,,
139,0.6264792680740356,1,,,,,,,,,,
149,0.7057399153709412,1,,,,,,,,,,
159,0.4160365164279938,1,,,,,,,,,,
169,1.222381353378296,1,,,,,,,,,,
179,1.4908486604690552,1,,,,,,,,,,
189,1.2400257587432861,1,,,,,,,,,,
199,1.078892707824707,1,,,,,,,,,,
209,1.1528668403625488,1,,,,,,,,,,
215,,1,1.1287860870361328,0.8367114067077637,0.2686980664730072,0.4930857717990875,0.4295337200164795,,,,,
219,1.1747210025787354,2,,,,,,,,,,
229,1.0775622129440308,2,,,,,,,,,,
239,0.7512196898460388,2,,,,,,,,,,
249,0.5950915813446045,2,,,,,,,,,,
259,0.6684557795524597,2,,,,,,,,,,
269,1.183882236480713,2,,,,,,,,,,
279,1.5919413566589355,2,,,,,,,,,,
289,1.3073372840881348,2,,,,,,,,,,
299,1.4067186117172241,2,,,,,,,,,,
309,0.6818000674247742,2,,,,,,,,,,
319,1.5927728414535522,2,,,,,,,,,,
323,,2,1.0978983640670776,0.8400277495384216,0.2659279704093933,0.49767401814460754,0.43204182386398315,,,,,
329,0.38904353976249695,3,,,,,,,,,,
339,1.5463591814041138,3,,,,,,,,,,
349,1.2870900630950928,3,,,,,,,,,,
359,0.7144330143928528,3,,,,,,,,,,
369,1.6408452987670898,3,,,,,,,,,,
379,1.0623763799667358,3,,,,,,,,,,
389,0.5803255438804626,3,,,,,,,,,,
399,1.2684842348098755,3,,,,,,,,,,
409,0.9866734147071838,3,,,,,,,,,,
419,1.3325965404510498,3,,,,,,,,,,
429,1.682184100151062,3,,,,,,,,,,
431,,3,1.0828371047973633,0.8397423028945923,0.2686980664730072,0.513626754283905,0.43602851033210754,,,,,
439,1.313541293144226,4,,,,,,,,,,
449,0.8815634846687317,4,,,,,,,,,,
459,0.9083334803581238,4,,,,,,,,,,
469,1.056581735610962,4,,,,,,,,,,
479,1.511225938796997,4,,,,,,,,,,
489,0.3446338176727295,4,,,,,,,,,,
499,1.1730457544326782,4,,,,,,,,,,
509,1.4371516704559326,4,,,,,,,,,,
519,1.244658350944519,4,,,,,,,,,,
529,2.513676166534424,4,,,,,,,,,,
539,0.9267452359199524,4,,,,,,,,,,
539,,4,1.066597819328308,0.8439788222312927,0.2825484871864319,0.5186595320701599,0.45640039443969727,,,,,
540,,5,,,,,,1.066597819328308,0.8439788222312927,0.5186595320701599,0.2825484871864319,0.45640039443969727
