train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1,test_loss
0.31659913063049316,9,0,,,,,,,,,,
0.23902012407779694,19,0,,,,,,,,,,
0.17911556363105774,29,0,,,,,,,,,,
0.14719395339488983,39,0,,,,,,,,,,
0.09931155294179916,49,0,,,,,,,,,,
0.13068842887878418,59,0,,,,,,,,,,
0.132863849401474,69,0,,,,,,,,,,
0.09224918484687805,79,0,,,,,,,,,,
0.09232354909181595,89,0,,,,,,,,,,
0.17256876826286316,99,0,,,,,,,,,,
0.10482311248779297,109,0,,,,,,,,,,
,117,0,0.6601928472518921,0.08835789561271667,0.9239460229873657,0.6923998594284058,0.6247618794441223,,,,,
0.07468922436237335,119,1,,,,,,,,,,
0.06527198106050491,129,1,,,,,,,,,,
0.2306724339723587,139,1,,,,,,,,,,
0.06681960821151733,149,1,,,,,,,,,,
0.07789947092533112,159,1,,,,,,,,,,
0.2029769867658615,169,1,,,,,,,,,,
0.29964250326156616,179,1,,,,,,,,,,
0.3157111406326294,189,1,,,,,,,,,,
0.09568347781896591,199,1,,,,,,,,,,
0.07712653279304504,209,1,,,,,,,,,,
0.039156269282102585,219,1,,,,,,,,,,
0.06092280521988869,229,1,,,,,,,,,,
,235,1,0.6823561787605286,0.07849785685539246,0.9288830161094666,0.7116174697875977,0.6514285802841187,,,,,
0.22042489051818848,239,2,,,,,,,,,,
0.07786384969949722,249,2,,,,,,,,,,
0.15462113916873932,259,2,,,,,,,,,,
0.08880642801523209,269,2,,,,,,,,,,
0.045709457248449326,279,2,,,,,,,,,,
0.22081059217453003,289,2,,,,,,,,,,
0.04909966513514519,299,2,,,,,,,,,,
0.22365498542785645,309,2,,,,,,,,,,
0.05163446441292763,319,2,,,,,,,,,,
0.04118172824382782,329,2,,,,,,,,,,
0.25436919927597046,339,2,,,,,,,,,,
0.16346101462841034,349,2,,,,,,,,,,
,353,2,0.7030686140060425,0.0713103786110878,0.933940589427948,0.7311244010925293,0.6742857098579407,,,,,
0.04712943732738495,359,3,,,,,,,,,,
0.035074468702077866,369,3,,,,,,,,,,
0.05736042931675911,379,3,,,,,,,,,,
0.07079744338989258,389,3,,,,,,,,,,
0.02708011493086815,399,3,,,,,,,,,,
0.06667692214250565,409,3,,,,,,,,,,
0.06974700093269348,419,3,,,,,,,,,,
0.06544610112905502,429,3,,,,,,,,,,
0.06462118774652481,439,3,,,,,,,,,,
0.05593328922986984,449,3,,,,,,,,,,
0.04837089031934738,459,3,,,,,,,,,,
0.058404773473739624,469,3,,,,,,,,,,
,471,3,0.7083004117012024,0.0678166002035141,0.9352884292602539,0.7350473999977112,0.6800000071525574,,,,,
0.037849657237529755,479,4,,,,,,,,,,
0.22712965309619904,489,4,,,,,,,,,,
0.03959515318274498,499,4,,,,,,,,,,
0.02825205586850643,509,4,,,,,,,,,,
0.030522221699357033,519,4,,,,,,,,,,
0.032491285353899,529,4,,,,,,,,,,
0.28336212038993835,539,4,,,,,,,,,,
0.07533598691225052,549,4,,,,,,,,,,
0.04829949513077736,559,4,,,,,,,,,,
0.055485669523477554,569,4,,,,,,,,,,
0.026672258973121643,579,4,,,,,,,,,,
0.07907676696777344,589,4,,,,,,,,,,
,589,4,0.7190479636192322,0.06413181871175766,0.9378154873847961,0.7432123422622681,0.691428542137146,,,,,
,590,5,,,,,,0.7432123422622681,0.9378154873847961,0.691428542137146,0.7190479636192322,0.06413181871175766
