epoch,train_loss,step,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,test_loss
1,0.21808770298957825,519,,,,,,
1,0.16097994148731232,529,,,,,,
1,0.16487540304660797,539,,,,,,
1,0.11845560371875763,549,,,,,,
1,0.18128006160259247,559,,,,,,
1,0.18045704066753387,569,,,,,,
1,0.1753522902727127,579,,,,,,
1,0.14737580716609955,589,,,,,,
1,0.17602947354316711,599,,,,,,
1,0.17766693234443665,609,,,,,,
1,0.13920924067497253,619,,,,,,
1,0.16982099413871765,629,,,,,,
1,0.16161443293094635,639,,,,,,
1,0.1336335390806198,649,,,,,,
1,0.1368078738451004,659,,,,,,
1,0.12395051121711731,669,,,,,,
1,0.15498340129852295,679,,,,,,
1,0.1892092227935791,689,,,,,,
1,,689,0.3259587287902832,0.8015061020851135,0.1171124130487442,0.26657262444496155,0.3636593520641327,
2,0.10672269016504288,699,,,,,,
2,0.08106980472803116,709,,,,,,
2,0.09106200933456421,719,,,,,,
2,0.08092527836561203,729,,,,,,
2,0.11930347234010696,739,,,,,,
2,0.1745007336139679,749,,,,,,
2,0.09390538930892944,759,,,,,,
2,0.08496848493814468,769,,,,,,
2,0.14272497594356537,779,,,,,,
2,0.10316356271505356,789,,,,,,
2,0.10343538969755173,799,,,,,,
2,0.11679307371377945,809,,,,,,
2,0.10202235728502274,819,,,,,,
2,0.08477746695280075,829,,,,,,
2,0.07369762659072876,839,,,,,,
2,0.10499618947505951,849,,,,,,
2,0.10405892133712769,859,,,,,,
2,0.10485924780368805,869,,,,,,
2,0.1142892986536026,879,,,,,,
2,0.058881502598524094,889,,,,,,
2,0.0805240198969841,899,,,,,,
2,0.09786681830883026,909,,,,,,
2,0.12266131490468979,919,,,,,,
2,0.09770016372203827,929,,,,,,
2,0.10161256790161133,939,,,,,,
2,0.11202087998390198,949,,,,,,
2,0.13772925734519958,959,,,,,,
2,0.12187908589839935,969,,,,,,
2,0.14316044747829437,979,,,,,,
2,0.11762546002864838,989,,,,,,
2,0.10276946425437927,999,,,,,,
2,0.07842297106981277,1009,,,,,,
2,0.12902802228927612,1019,,,,,,
2,0.0678364485502243,1029,,,,,,
2,,1034,0.36188751459121704,0.8117147088050842,0.11769705265760422,0.30465444922447205,0.39742812514305115,
3,0.08311869204044342,1039,,,,,,
3,0.1132986918091774,1049,,,,,,
3,0.11111131310462952,1059,,,,,,
3,0.11110448092222214,1069,,,,,,
3,0.06378325074911118,1079,,,,,,
3,0.07070261240005493,1089,,,,,,
3,0.058310482650995255,1099,,,,,,
3,0.05564918741583824,1109,,,,,,
3,0.10536772757768631,1119,,,,,,
3,0.1103106215596199,1129,,,,,,
3,0.08129877597093582,1139,,,,,,
3,0.14343053102493286,1149,,,,,,
3,0.09661989659070969,1159,,,,,,
3,0.05762608349323273,1169,,,,,,
3,0.09359600394964218,1179,,,,,,
3,0.06573182344436646,1189,,,,,,
3,0.08265412598848343,1199,,,,,,
3,0.07309471815824509,1209,,,,,,
3,0.06352567672729492,1219,,,,,,
3,0.09593507647514343,1229,,,,,,
3,0.05559748783707619,1239,,,,,,
3,0.09261870384216309,1249,,,,,,
3,0.10776421427726746,1259,,,,,,
3,0.052424561232328415,1269,,,,,,
3,0.06266527622938156,1279,,,,,,
3,0.09308209270238876,1289,,,,,,
3,0.056625332683324814,1299,,,,,,
3,0.06603394448757172,1309,,,,,,
3,0.08069159835577011,1319,,,,,,
3,0.07087405771017075,1329,,,,,,
3,0.08356219530105591,1339,,,,,,
3,0.06766579300165176,1349,,,,,,
3,0.06063168868422508,1359,,,,,,
3,0.0669337585568428,1369,,,,,,
3,0.04327845945954323,1379,,,,,,
3,,1379,0.38764891028404236,0.821125864982605,0.12228557467460632,0.33568406105041504,0.4260455369949341,
4,0.06213916838169098,1389,,,,,,
4,0.04552144184708595,1399,,,,,,
4,0.04999316856265068,1409,,,,,,
4,0.06740976125001907,1419,,,,,,
4,0.05293389409780502,1429,,,,,,
4,0.061248183250427246,1439,,,,,,
4,0.061818838119506836,1449,,,,,,
4,0.04752654582262039,1459,,,,,,
4,0.09806688874959946,1469,,,,,,
4,0.06097986921668053,1479,,,,,,
4,0.04165807366371155,1489,,,,,,
4,0.05971028655767441,1499,,,,,,
4,0.06853661686182022,1509,,,,,,
4,0.04828374832868576,1519,,,,,,
4,0.046385206282138824,1529,,,,,,
4,0.046939343214035034,1539,,,,,,
4,0.03914128243923187,1549,,,,,,
4,0.060411304235458374,1559,,,,,,
4,0.0775231197476387,1569,,,,,,
4,0.03174148499965668,1579,,,,,,
4,0.03563625365495682,1589,,,,,,
4,0.036505233496427536,1599,,,,,,
4,0.04057471826672554,1609,,,,,,
4,0.06069113686680794,1619,,,,,,
4,0.05675719305872917,1629,,,,,,
4,0.05441141873598099,1639,,,,,,
4,0.02732081525027752,1649,,,,,,
4,0.07183478027582169,1659,,,,,,
4,0.0957518219947815,1669,,,,,,
4,0.07200045883655548,1679,,,,,,
4,0.052705615758895874,1689,,,,,,
4,0.030099323019385338,1699,,,,,,
4,0.05880288407206535,1709,,,,,,
4,0.048812221735715866,1719,,,,,,
4,,1724,0.38735654950141907,0.8212721347808838,0.13499772548675537,0.33568406105041504,0.4237421154975891,
5,,1725,,,,,,0.13499772548675537
