epoch,step,train_loss,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
0,9,0.0911637619137764,,,,,,
0,19,0.08787219971418381,,,,,,
0,29,0.08193735033273697,,,,,,
0,39,0.0459042489528656,,,,,,
0,49,0.04830164089798927,,,,,,
0,59,0.04542507976293564,,,,,,
0,69,0.03977667912840843,,,,,,
0,79,0.060199130326509476,,,,,,
0,89,0.06235416606068611,,,,,,
0,99,0.02435244433581829,,,,,,
0,109,0.04992448911070824,,,,,,
0,119,0.045324619859457016,,,,,,
0,129,0.03383338078856468,,,,,,
0,139,0.04969611391425133,,,,,,
0,149,0.043005600571632385,,,,,,
0,159,0.025071220472455025,,,,,,
0,169,0.037728238850831985,,,,,,
0,179,0.050234898924827576,,,,,,
0,189,0.05088577792048454,,,,,,
0,199,0.036569979041814804,,,,,,
0,209,0.04319414496421814,,,,,,
0,219,0.04137830063700676,,,,,,
0,229,0.03325767442584038,,,,,,
0,239,0.04656115174293518,,,,,,
0,249,0.05255400389432907,,,,,,
0,259,0.040260255336761475,,,,,,
0,269,0.0236614178866148,,,,,,
0,279,0.03104579821228981,,,,,,
0,289,0.03527522087097168,,,,,,
0,299,0.03469635173678398,,,,,,
0,309,0.07839085161685944,,,,,,
0,319,0.044139306992292404,,,,,,
0,329,0.03756992891430855,,,,,,
0,339,0.09467998147010803,,,,,,
0,349,0.026966175064444542,,,,,,
0,359,0.053919922560453415,,,,,,
0,369,0.0399237684905529,,,,,,
0,379,0.019976278766989708,,,,,,
0,389,0.033677052706480026,,,,,,
0,399,0.03497637063264847,,,,,,
0,409,0.04065611958503723,,,,,,
0,419,0.03364526107907295,,,,,,
0,429,0.031928978860378265,,,,,,
0,439,0.04892025142908096,,,,,,
0,449,0.03320002555847168,,,,,,
0,459,0.034762702882289886,,,,,,
0,469,0.026812996715307236,,,,,,
0,479,0.03366025909781456,,,,,,
0,489,0.03398759290575981,,,,,,
0,499,0.024923674762248993,,,,,,
0,509,0.03852536901831627,,,,,,
0,519,0.033430736511945724,,,,,,
0,529,0.048980455845594406,,,,,,
0,539,0.031239982694387436,,,,,,
0,549,0.03050706535577774,,,,,,
0,559,0.021125031635165215,,,,,,
0,569,0.035832393914461136,,,,,,
0,579,0.033824097365140915,,,,,,
0,589,0.030832897871732712,,,,,,
0,599,0.023876462131738663,,,,,,
0,609,0.05509677529335022,,,,,,
0,619,0.03111368790268898,,,,,,
0,628,,0.2571428716182709,0.41116297245025635,0.09277550876140594,0.8416281342506409,0.32710033655166626,
1,629,0.031649380922317505,,,,,,
1,639,0.03373122960329056,,,,,,
1,649,0.02626887708902359,,,,,,
1,659,0.021268263459205627,,,,,,
1,669,0.03326884284615517,,,,,,
1,679,0.03897913917899132,,,,,,
1,689,0.029002731665968895,,,,,,
1,699,0.03319435566663742,,,,,,
1,709,0.041152454912662506,,,,,,
1,719,0.05572482943534851,,,,,,
1,729,0.047446802258491516,,,,,,
1,739,0.03552590310573578,,,,,,
1,749,0.050457410514354706,,,,,,
1,759,0.02350197173655033,,,,,,
1,769,0.025599172338843346,,,,,,
1,779,0.026930121704936028,,,,,,
1,789,0.02157602272927761,,,,,,
1,799,0.03480828180909157,,,,,,
1,809,0.037509627640247345,,,,,,
1,819,0.04343102499842644,,,,,,
1,829,0.04201095178723335,,,,,,
1,839,0.02178719826042652,,,,,,
1,849,0.04299081861972809,,,,,,
