step,epoch,train_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
9,0,0.17253531515598297,,,,,,
19,0,0.06949302554130554,,,,,,
29,0,0.08052879571914673,,,,,,
39,0,0.05397496372461319,,,,,,
49,0,0.06314527988433838,,,,,,
59,0,0.0601666234433651,,,,,,
69,0,0.05001023784279823,,,,,,
79,0,0.04856109246611595,,,,,,
89,0,0.05160291865468025,,,,,,
99,0,0.05632682889699936,,,,,,
109,0,0.046019066125154495,,,,,,
119,0,0.0665719285607338,,,,,,
129,0,0.0692969560623169,,,,,,
139,0,0.04565829783678055,,,,,,
149,0,0.06910605728626251,,,,,,
159,0,0.05535491555929184,,,,,,
169,0,0.05193027853965759,,,,,,
179,0,0.05497521162033081,,,,,,
189,0,0.04231543838977814,,,,,,
199,0,0.04664454609155655,,,,,,
209,0,0.033012960106134415,,,,,,
219,0,0.06268004328012466,,,,,,
229,0,0.05876350775361061,,,,,,
239,0,0.06020578369498253,,,,,,
241,0,,0.3654767572879791,0.2186836451292038,0.8360036611557007,0.0939367264509201,0.28991326689720154,
249,1,0.04683529585599899,,,,,,
259,1,0.0549122579395771,,,,,,
269,1,0.06987673789262772,,,,,,
279,1,0.041094519197940826,,,,,,
289,1,0.06140756979584694,,,,,,
299,1,0.03029898926615715,,,,,,
309,1,0.0793772041797638,,,,,,
319,1,0.044043220579624176,,,,,,
329,1,0.057509440928697586,,,,,,
339,1,0.03423342481255531,,,,,,
349,1,0.06393122673034668,,,,,,
359,1,0.05098928511142731,,,,,,
369,1,0.06503447890281677,,,,,,
379,1,0.06581622362136841,,,,,,
389,1,0.050062019377946854,,,,,,
399,1,0.044064756482839584,,,,,,
409,1,0.043235670775175095,,,,,,
419,1,0.066230908036232,,,,,,
429,1,0.05879468843340874,,,,,,
439,1,0.04345398768782616,,,,,,
449,1,0.04240833967924118,,,,,,
459,1,0.055956657975912094,,,,,,
469,1,0.053605224937200546,,,,,,
479,1,0.06389979273080826,,,,,,
483,1,,0.3791038691997528,0.23566879332065582,0.840518057346344,0.10665765404701233,0.3052423894405365,
489,2,0.054098308086395264,,,,,,
499,2,0.045690830796957016,,,,,,
509,2,0.0533558651804924,,,,,,
519,2,0.0687035620212555,,,,,,
529,2,0.0590975247323513,,,,,,
539,2,0.052969977259635925,,,,,,
549,2,0.061537522822618484,,,,,,
559,2,0.06334702670574188,,,,,,
569,2,0.06055445224046707,,,,,,
579,2,0.05430952087044716,,,,,,
589,2,0.04586770758032799,,,,,,
599,2,0.07036082446575165,,,,,,
609,2,0.049438171088695526,,,,,,
619,2,0.046604882925748825,,,,,,
629,2,0.04714066535234451,,,,,,
639,2,0.03225451335310936,,,,,,
649,2,0.04287007078528404,,,,,,
659,2,0.042580701410770416,,,,,,
669,2,0.05645747855305672,,,,,,
679,2,0.05048731341958046,,,,,,
689,2,0.06826046854257584,,,,,,
699,2,0.06155799701809883,,,,,,
709,2,0.04582842066884041,,,,,,
719,2,0.0763126015663147,,,,,,
725,2,,0.36699438095092773,0.2208067923784256,0.8379899859428406,0.10900945961475372,0.29303836822509766,
729,3,0.03788696229457855,,,,,,
739,3,0.046003296971321106,,,,,,
749,3,0.0497274249792099,,,,,,
759,3,0.042245782911777496,,,,,,
769,3,0.03435373678803444,,,,,,
779,3,0.04103967919945717,,,,,,
789,3,0.04345858469605446,,,,,,
799,3,0.04203519970178604,,,,,,
809,3,0.04628848284482956,,,,,,
819,3,0.07052752375602722,,,,,,
829,3,0.05704440176486969,,,,,,
839,3,0.042279571294784546,,,,,,
849,3,0.056912463158369064,,,,,,
859,3,0.06642358750104904,,,,,,
869,3,0.03077787719666958,,,,,,
879,3,0.060326915234327316,,,,,,
889,3,0.03653612360358238,,,,,,
899,3,0.03885294869542122,,,,,,
909,3,0.03698794171214104,,,,,,
919,3,0.02788582630455494,,,,,,
929,3,0.061591655015945435,,,,,,
939,3,0.050307489931583405,,,,,,
949,3,0.03740117326378822,,,,,,
959,3,0.05700850859284401,,,,,,
967,3,,0.37671956419944763,0.23779192566871643,0.840385913848877,0.10634923726320267,0.30764105916023254,
969,4,0.031637318432331085,,,,,,
979,4,0.04088830202817917,,,,,,
989,4,0.04032906889915466,,,,,,
999,4,0.0404987558722496,,,,,,
1009,4,0.04010338336229324,,,,,,
1019,4,0.03928694128990173,,,,,,
1029,4,0.03371834754943848,,,,,,
1039,4,0.02320200577378273,,,,,,
1049,4,0.026500016450881958,,,,,,
1059,4,0.04092739522457123,,,,,,
1069,4,0.04917438328266144,,,,,,
1079,4,0.04299740120768547,,,,,,
1089,4,0.04122490435838699,,,,,,
1099,4,0.04064833000302315,,,,,,
1109,4,0.025684280321002007,,,,,,
1119,4,0.023758012801408768,,,,,,
1129,4,0.047529980540275574,,,,,,
1139,4,0.04418949410319328,,,,,,
1149,4,0.01698051020503044,,,,,,
1159,4,0.04230532795190811,,,,,,
1169,4,0.02725096046924591,,,,,,
1179,4,0.03417154774069786,,,,,,
1189,4,0.06814142316579819,,,,,,
1199,4,0.03950974717736244,,,,,,
1209,4,0.038763049989938736,,,,,,
1209,4,,0.39190876483917236,0.2632696330547333,0.8452867865562439,0.11008170992136002,0.3320326805114746,
1210,5,,,,,,,0.11008170992136002
