train_loss,step,epoch,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,test_loss
0.8464077115058899,9,0,,,,,,
0.7618776559829712,19,0,,,,,,
0.7031208276748657,29,0,,,,,,
0.44846609234809875,39,0,,,,,,
0.46094971895217896,49,0,,,,,,
0.2898811995983124,59,0,,,,,,
0.2539302408695221,69,0,,,,,,
0.49551165103912354,79,0,,,,,,
0.31697607040405273,89,0,,,,,,
0.26868295669555664,99,0,,,,,,
0.3375647962093353,109,0,,,,,,
0.30318355560302734,119,0,,,,,,
,124,0,0.7924991250038147,0.2808876037597656,0.09016524255275726,0.2017543911933899,0.2604614794254303,
0.2477232962846756,129,1,,,,,,
0.26785391569137573,139,1,,,,,,
0.18279887735843658,149,1,,,,,,
0.2514680027961731,159,1,,,,,,
0.14040140807628632,169,1,,,,,,
0.2454768717288971,179,1,,,,,,
0.16674286127090454,189,1,,,,,,
0.13694925606250763,199,1,,,,,,
0.416008859872818,209,1,,,,,,
0.20396538078784943,219,1,,,,,,
0.23887591063976288,229,1,,,,,,
0.18358545005321503,239,1,,,,,,
0.010231602005660534,249,1,,,,,,
,249,1,0.8050715923309326,0.32410916686058044,0.07858026772737503,0.24122807383537292,0.297666996717453,
0.17544297873973846,259,2,,,,,,
0.1599540412425995,269,2,,,,,,
0.13136295974254608,279,2,,,,,,
0.13734334707260132,289,2,,,,,,
0.217426598072052,299,2,,,,,,
0.1617363542318344,309,2,,,,,,
0.1860252320766449,319,2,,,,,,
0.12239943444728851,329,2,,,,,,
0.1297910213470459,339,2,,,,,,
0.21246671676635742,349,2,,,,,,
0.089694544672966,359,2,,,,,,
0.19713786244392395,369,2,,,,,,
,374,2,0.8108242750167847,0.3368413746356964,0.07739240676164627,0.25438597798347473,0.316900372505188,
0.12009556591510773,379,3,,,,,,
0.11850955337285995,389,3,,,,,,
0.08358952403068542,399,3,,,,,,
0.09371505677700043,409,3,,,,,,
0.060901280492544174,419,3,,,,,,
0.11279583722352982,429,3,,,,,,
0.08672236651182175,439,3,,,,,,
0.05697815865278244,449,3,,,,,,
0.20352287590503693,459,3,,,,,,
0.06546657532453537,469,3,,,,,,
0.10961347073316574,479,3,,,,,,
0.0844571590423584,489,3,,,,,,
0.002270021243020892,499,3,,,,,,
,499,3,0.8118312954902649,0.3437671661376953,0.08339035511016846,0.2719298303127289,0.32605719566345215,
0.06059149652719498,509,4,,,,,,
0.097701795399189,519,4,,,,,,
0.0602833554148674,529,4,,,,,,
0.06120149791240692,539,4,,,,,,
0.0890301987528801,549,4,,,,,,
0.05743164196610451,559,4,,,,,,
0.05592562258243561,569,4,,,,,,
0.056285299360752106,579,4,,,,,,
0.05367845669388771,589,4,,,,,,
0.07075799256563187,599,4,,,,,,
0.03356187418103218,609,4,,,,,,
0.043058719485998154,619,4,,,,,,
,624,4,0.8191604018211365,0.3630605638027191,0.09774132072925568,0.29385966062545776,0.3464738130569458,
,625,5,,,,,,0.09774132072925568
