step,epoch,train_loss,val_qa_em,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
9,0,0.8178539872169495,,,,,,
19,0,0.6010961532592773,,,,,,
29,0,0.7034903168678284,,,,,,
39,0,0.30295029282569885,,,,,,
49,0,0.35909387469291687,,,,,,
59,0,0.3074202239513397,,,,,,
69,0,0.3426688313484192,,,,,,
79,0,0.7670246958732605,,,,,,
89,0,0.5242749452590942,,,,,,
99,0,0.30922287702560425,,,,,,
109,0,0.40825167298316956,,,,,,
119,0,0.844767153263092,,,,,,
129,0,0.18386349081993103,,,,,,
139,0,0.342034250497818,,,,,,
149,0,0.3050508201122284,,,,,,
159,0,0.6699924468994141,,,,,,
169,0,0.31160086393356323,,,,,,
179,0,0.32213783264160156,,,,,,
189,0,0.5839475393295288,,,,,,
199,0,0.17295244336128235,,,,,,
209,0,0.10523255914449692,,,,,,
219,0,0.18608814477920532,,,,,,
229,0,0.11245395243167877,,,,,,
239,0,0.4446113705635071,,,,,,
249,0,1.2950257062911987,,,,,,
259,0,0.8920455574989319,,,,,,
269,0,0.20986437797546387,,,,,,
279,0,0.18612588942050934,,,,,,
289,0,0.1976778507232666,,,,,,
299,0,0.20632535219192505,,,,,,
309,0,0.3599763810634613,,,,,,
319,0,0.16922704875469208,,,,,,
329,0,0.10499212890863419,,,,,,
339,0,0.42501509189605713,,,,,,
349,0,1.0401307344436646,,,,,,
352,0,,0.5167464017868042,0.6483994722366333,0.890380322933197,0.07794032245874405,0.6194281578063965,
359,1,0.22376567125320435,,,,,,
369,1,0.14160564541816711,,,,,,
379,1,0.2681717276573181,,,,,,
389,1,0.20569071173667908,,,,,,
399,1,0.17549069225788116,,,,,,
409,1,0.32183516025543213,,,,,,
419,1,0.15675093233585358,,,,,,
429,1,0.15767599642276764,,,,,,
439,1,0.12428535521030426,,,,,,
449,1,0.15616653859615326,,,,,,
459,1,0.31216737627983093,,,,,,
469,1,0.40982502698898315,,,,,,
479,1,0.30732107162475586,,,,,,
489,1,0.07101599872112274,,,,,,
499,1,0.30687907338142395,,,,,,
509,1,0.15618391335010529,,,,,,
519,1,0.09388501197099686,,,,,,
529,1,0.1441626101732254,,,,,,
539,1,0.11468740552663803,,,,,,
549,1,0.17328210175037384,,,,,,
559,1,0.20413701236248016,,,,,,
569,1,0.44130077958106995,,,,,,
579,1,0.11680802702903748,,,,,,
589,1,0.33712199330329895,,,,,,
599,1,0.9002993106842041,,,,,,
609,1,0.10969553142786026,,,,,,
619,1,0.11972905695438385,,,,,,
629,1,0.11998221278190613,,,,,,
639,1,0.1389099657535553,,,,,,
649,1,0.09099103510379791,,,,,,
659,1,0.040390755981206894,,,,,,
669,1,0.6678746938705444,,,,,,
679,1,0.23931707441806793,,,,,,
689,1,0.07062374800443649,,,,,,
699,1,0.42611393332481384,,,,,,
705,1,,0.5358851552009583,0.6537039279937744,0.8976615071296692,0.07189758867025375,0.6352674961090088,
709,2,0.07344154268503189,,,,,,
719,2,0.03787560388445854,,,,,,
729,2,0.08848853409290314,,,,,,
739,2,0.07474850863218307,,,,,,
749,2,0.29355624318122864,,,,,,
759,2,0.045804787427186966,,,,,,
769,2,0.12059139460325241,,,,,,
779,2,0.16956426203250885,,,,,,
789,2,0.17268109321594238,,,,,,
799,2,0.03490561619400978,,,,,,
809,2,0.08352368324995041,,,,,,
819,2,0.043146923184394836,,,,,,
829,2,0.0810345932841301,,,,,,
839,2,0.02569757029414177,,,,,,
849,2,0.1718538999557495,,,,,,
859,2,0.09892196953296661,,,,,,
869,2,0.09213852137327194,,,,,,
879,2,0.29779741168022156,,,,,,
889,2,0.020537232980132103,,,,,,
899,2,0.09229601174592972,,,,,,
909,2,0.014658486470580101,,,,,,
919,2,0.23202362656593323,,,,,,
929,2,0.09883499890565872,,,,,,
939,2,0.008980588987469673,,,,,,
949,2,1.6275967359542847,,,,,,
959,2,0.030060045421123505,,,,,,
969,2,0.11637915670871735,,,,,,
979,2,0.03742524981498718,,,,,,
989,2,0.154286727309227,,,,,,
999,2,0.10145049542188644,,,,,,
1009,2,0.20300786197185516,,,,,,
1019,2,0.1045127883553505,,,,,,
1029,2,0.05207514017820358,,,,,,
1039,2,0.02858736366033554,,,,,,
1049,2,0.04667080566287041,,,,,,
1058,2,,0.5358851552009583,0.6663069725036621,0.8986150026321411,0.08114028722047806,0.6404396295547485,
1059,3,0.015323849394917488,,,,,,
1069,3,0.007759744301438332,,,,,,
1079,3,0.019606759771704674,,,,,,
1089,3,0.05114565044641495,,,,,,
1099,3,0.020303934812545776,,,,,,
1109,3,0.05415072664618492,,,,,,
1119,3,0.12845829129219055,,,,,,
1129,3,0.018483834341168404,,,,,,
1139,3,0.04066292196512222,,,,,,
1149,3,0.0831737071275711,,,,,,
1159,3,0.09102647751569748,,,,,,
1169,3,0.05565806105732918,,,,,,
1179,3,1.229480504989624,,,,,,
1189,3,0.07525701820850372,,,,,,
1199,3,0.015961414203047752,,,,,,
1209,3,0.07301031798124313,,,,,,
1219,3,0.09018328040838242,,,,,,
1229,3,0.011276082135736942,,,,,,
1239,3,0.009283284656703472,,,,,,
1249,3,0.07585190236568451,,,,,,
1259,3,0.07882646471261978,,,,,,
1269,3,0.006229625083506107,,,,,,
1279,3,0.07106651365756989,,,,,,
1289,3,0.010070856660604477,,,,,,
1299,3,0.011633104644715786,,,,,,
1309,3,0.026434894651174545,,,,,,
1319,3,0.0054727173410356045,,,,,,
1329,3,0.056440044194459915,,,,,,
1339,3,0.02918296679854393,,,,,,
1349,3,0.08177393674850464,,,,,,
1359,3,0.05244748294353485,,,,,,
1369,3,0.02743721380829811,,,,,,
1379,3,0.07115405797958374,,,,,,
1389,3,0.09456680715084076,,,,,,
1399,3,0.015122056007385254,,,,,,
1409,3,0.010291865095496178,,,,,,
1411,3,,0.540669858455658,0.6751878261566162,0.8998722434043884,0.09426192939281464,0.6420885324478149,
1419,4,0.021738814190030098,,,,,,
1429,4,0.004620980937033892,,,,,,
1439,4,0.0029884441755712032,,,,,,
1449,4,0.032056067138910294,,,,,,
1459,4,0.06483373045921326,,,,,,
1469,4,0.016053324565291405,,,,,,
1479,4,0.0011147094191983342,,,,,,
1489,4,0.009400377981364727,,,,,,
1499,4,0.025841137394309044,,,,,,
1509,4,0.038923610001802444,,,,,,
1519,4,0.06214411184191704,,,,,,
1529,4,0.04674919694662094,,,,,,
1539,4,0.013797992840409279,,,,,,
1549,4,0.017087852582335472,,,,,,
1559,4,0.0014434560434892774,,,,,,
1569,4,0.021749252453446388,,,,,,
1579,4,0.002787712262943387,,,,,,
1589,4,0.009683254174888134,,,,,,
1599,4,0.000752364459913224,,,,,,
1609,4,0.7296503782272339,,,,,,
1619,4,0.0046431818045675755,,,,,,
1629,4,0.017677856609225273,,,,,,
1639,4,0.00539782689884305,,,,,,
1649,4,0.0028791313525289297,,,,,,
1659,4,0.00595946004614234,,,,,,
1669,4,0.008837453089654446,,,,,,
1679,4,0.00718596251681447,,,,,,
1689,4,0.010400108993053436,,,,,,
1699,4,0.004755463916808367,,,,,,
1709,4,0.001824092585593462,,,,,,
1719,4,0.0027070478536188602,,,,,,
1729,4,0.002116360003128648,,,,,,
1739,4,0.018626555800437927,,,,,,
1749,4,0.07019505649805069,,,,,,
1759,4,0.019950050860643387,,,,,,
1764,4,,0.540669858455658,0.6746664047241211,0.8982963562011719,0.10292688012123108,0.6420687437057495,
1765,5,,,,,,,0.09426192939281464
