epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss
0,9,1.213581919670105,,,,,,
0,19,0.6352941393852234,,,,,,
0,29,0.32103055715560913,,,,,,
0,39,0.3775918781757355,,,,,,
0,49,0.6292387247085571,,,,,,
0,59,0.2797398567199707,,,,,,
0,69,0.5498741269111633,,,,,,
0,79,0.3870868682861328,,,,,,
0,89,0.30783718824386597,,,,,,
0,99,0.26701879501342773,,,,,,
0,109,0.21528905630111694,,,,,,
0,119,0.27248886227607727,,,,,,
0,123,,0.07026119530200958,0.3047768473625183,0.2330508530139923,0.8060158491134644,0.3156941831111908,
1,129,0.3100017309188843,,,,,,
1,139,0.1624179482460022,,,,,,
1,149,0.17461508512496948,,,,,,
1,159,0.2568141520023346,,,,,,
1,169,0.21209879219532013,,,,,,
1,179,0.19103579223155975,,,,,,
1,189,0.3854133188724518,,,,,,
1,199,0.26505517959594727,,,,,,
1,209,0.16508115828037262,,,,,,
1,219,0.08805673569440842,,,,,,
1,229,0.28224554657936096,,,,,,
1,239,0.21860595047473907,,,,,,
1,247,,0.04870927333831787,0.367330938577652,0.2881355881690979,0.8232761025428772,0.36912426352500916,
2,249,0.10255691409111023,,,,,,
2,259,0.17161774635314941,,,,,,
2,269,0.11911237984895706,,,,,,
2,279,0.2173132449388504,,,,,,
2,289,0.13898563385009766,,,,,,
2,299,0.09025794267654419,,,,,,
2,309,0.0650598332285881,,,,,,
2,319,0.07390077412128448,,,,,,
2,329,0.10569557547569275,,,,,,
2,339,0.09038921445608139,,,,,,
2,349,0.04818882793188095,,,,,,
2,359,0.1398724466562271,,,,,,
2,369,0.05937137082219124,,,,,,
2,371,,0.04955065995454788,0.44891220331192017,0.3686440587043762,0.8465126752853394,0.424911767244339,
3,379,0.05027983337640762,,,,,,
3,389,0.12440350651741028,,,,,,
3,399,0.06974361091852188,,,,,,
3,409,0.05465073511004448,,,,,,
3,419,0.11524765193462372,,,,,,
3,429,0.11667591333389282,,,,,,
3,439,0.08818419277667999,,,,,,
3,449,0.03810183331370354,,,,,,
3,459,0.04573988541960716,,,,,,
3,469,0.08895191550254822,,,,,,
3,479,0.06524696946144104,,,,,,
3,489,0.06103795766830444,,,,,,
3,495,,0.05369604378938675,0.46826446056365967,0.38983049988746643,0.8539329767227173,0.4337983727455139,
4,499,0.03243906423449516,,,,,,
4,509,0.09162483364343643,,,,,,
4,519,0.05527020990848541,,,,,,
4,529,0.03822493925690651,,,,,,
4,539,0.02101203054189682,,,,,,
4,549,0.04730052500963211,,,,,,
4,559,0.055877480655908585,,,,,,
4,569,0.029862383380532265,,,,,,
4,579,0.028174221515655518,,,,,,
4,589,0.047560445964336395,,,,,,
4,599,0.02008422277867794,,,,,,
4,609,0.05511540174484253,,,,,,
4,619,0.007884614169597626,,,,,,
4,619,,0.06116686016321182,0.5131161212921143,0.4406779706478119,0.8650811910629272,0.47907334566116333,
5,620,,,,,,,0.06116686016321182
