train_loss,step,epoch,val_qa_sas,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em
0.47088661789894104,9,0,,,,,,,,,,
0.24716489017009735,19,0,,,,,,,,,,
0.24060538411140442,29,0,,,,,,,,,,
0.14797139167785645,39,0,,,,,,,,,,
0.15789489448070526,49,0,,,,,,,,,,
0.11431584507226944,59,0,,,,,,,,,,
0.09610556066036224,69,0,,,,,,,,,,
0.09276965260505676,79,0,,,,,,,,,,
0.37939363718032837,89,0,,,,,,,,,,
0.12392523139715195,99,0,,,,,,,,,,
0.11070722341537476,109,0,,,,,,,,,,
0.19471275806427002,119,0,,,,,,,,,,
,124,0,0.6490792632102966,0.5700245499610901,0.6111278533935547,0.08524071425199509,0.9123849868774414,,,,,
0.10396859794855118,129,1,,,,,,,,,,
0.38711366057395935,139,1,,,,,,,,,,
0.11702323704957962,149,1,,,,,,,,,,
0.05231909081339836,159,1,,,,,,,,,,
0.09018579125404358,169,1,,,,,,,,,,
0.07890439033508301,179,1,,,,,,,,,,
0.10365629941225052,189,1,,,,,,,,,,
0.08347472548484802,199,1,,,,,,,,,,
0.32379236817359924,209,1,,,,,,,,,,
0.030468009412288666,219,1,,,,,,,,,,
0.3109656870365143,229,1,,,,,,,,,,
0.03925154358148575,239,1,,,,,,,,,,
0.30451926589012146,249,1,,,,,,,,,,
,249,1,0.6986472606658936,0.6314496397972107,0.6691892743110657,0.06527634710073471,0.9253790378570557,,,,,
0.29061800241470337,259,2,,,,,,,,,,
0.12176821380853653,269,2,,,,,,,,,,
0.18357469141483307,279,2,,,,,,,,,,
0.046485815197229385,289,2,,,,,,,,,,
0.03574049100279808,299,2,,,,,,,,,,
0.042556457221508026,309,2,,,,,,,,,,
0.05298476666212082,319,2,,,,,,,,,,
0.05134822800755501,329,2,,,,,,,,,,
0.09751369804143906,339,2,,,,,,,,,,
0.06263817101716995,349,2,,,,,,,,,,
0.2927817404270172,359,2,,,,,,,,,,
0.15613247454166412,369,2,,,,,,,,,,
,374,2,0.6988707780838013,0.6314496397972107,0.6685689687728882,0.06057019904255867,0.9253861308097839,,,,,
0.04381429776549339,379,3,,,,,,,,,,
0.046293955296278,389,3,,,,,,,,,,
0.0572245791554451,399,3,,,,,,,,,,
0.07920612394809723,409,3,,,,,,,,,,
0.051476240158081055,419,3,,,,,,,,,,
0.2822892963886261,429,3,,,,,,,,,,
0.02927776798605919,439,3,,,,,,,,,,
0.06957272440195084,449,3,,,,,,,,,,
0.07216635346412659,459,3,,,,,,,,,,
0.04129500687122345,469,3,,,,,,,,,,
0.2880170941352844,479,3,,,,,,,,,,
0.04238579049706459,489,3,,,,,,,,,,
0.1334286332130432,499,3,,,,,,,,,,
,499,3,0.7049988508224487,0.6388206481933594,0.6763550043106079,0.053327903151512146,0.9275144338607788,,,,,
0.2934933006763458,509,4,,,,,,,,,,
0.027140378952026367,519,4,,,,,,,,,,
0.023618556559085846,529,4,,,,,,,,,,
0.05372906103730202,539,4,,,,,,,,,,
0.05996621400117874,549,4,,,,,,,,,,
0.20813529193401337,559,4,,,,,,,,,,
0.08808957040309906,569,4,,,,,,,,,,
0.041191037744283676,579,4,,,,,,,,,,
0.041461918503046036,589,4,,,,,,,,,,
0.058297403156757355,599,4,,,,,,,,,,
0.05468998849391937,609,4,,,,,,,,,,
0.0419105626642704,619,4,,,,,,,,,,
,624,4,0.7075124382972717,0.6437346339225769,0.6801819205284119,0.05340161547064781,0.9283140897750854,,,,,
,625,5,,,,,,0.9283140897750854,0.05340161547064781,0.7075124382972717,0.6801819205284119,0.6437346339225769
