epoch,train_loss,step,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,val_qa_answer_f1,test_avg_qa_em,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_bert_score
0,0.36807504296302795,9,,,,,,,,,,
0,0.22524529695510864,19,,,,,,,,,,
0,0.22215119004249573,29,,,,,,,,,,
0,0.15193650126457214,39,,,,,,,,,,
0,0.1805628538131714,49,,,,,,,,,,
0,0.18013206124305725,59,,,,,,,,,,
0,0.11947562545537949,69,,,,,,,,,,
0,0.09013194590806961,79,,,,,,,,,,
0,0.1221999078989029,89,,,,,,,,,,
0,,94,0.08042074739933014,0.9053724408149719,0.62204909324646,0.5429362654685974,0.5885745882987976,,,,,
1,0.1189044639468193,99,,,,,,,,,,
1,0.1214725524187088,109,,,,,,,,,,
1,0.0820331797003746,119,,,,,,,,,,
1,0.12188170105218887,129,,,,,,,,,,
1,0.09990072250366211,139,,,,,,,,,,
1,0.08820721507072449,149,,,,,,,,,,
1,0.062188826501369476,159,,,,,,,,,,
1,0.12931448221206665,169,,,,,,,,,,
1,0.14546285569667816,179,,,,,,,,,,
1,0.10209555923938751,189,,,,,,,,,,
1,,189,0.07618986070156097,0.9165505170822144,0.6609523892402649,0.5900276899337769,0.6302711963653564,,,,,
2,0.12658695876598358,199,,,,,,,,,,
2,0.10470420867204666,209,,,,,,,,,,
2,0.1083945706486702,219,,,,,,,,,,
2,0.11722994595766068,229,,,,,,,,,,
2,0.12750929594039917,239,,,,,,,,,,
2,0.046438541263341904,249,,,,,,,,,,
2,0.12924979627132416,259,,,,,,,,,,
2,0.06563734263181686,269,,,,,,,,,,
2,0.15359796583652496,279,,,,,,,,,,
2,,284,0.07389296591281891,0.9211640357971191,0.679581344127655,0.6121883392333984,0.6505123376846313,,,,,
3,0.09126348793506622,289,,,,,,,,,,
3,0.07412969321012497,299,,,,,,,,,,
3,0.09312295913696289,309,,,,,,,,,,
3,0.10280453413724899,319,,,,,,,,,,
3,0.1195051521062851,329,,,,,,,,,,
3,0.07230255752801895,339,,,,,,,,,,
3,0.1108025461435318,349,,,,,,,,,,
3,0.09532126039266586,359,,,,,,,,,,
3,0.06446156650781631,369,,,,,,,,,,
3,0.09892161190509796,379,,,,,,,,,,
3,,379,0.0719129741191864,0.9187820553779602,0.66796875,0.6038781404495239,0.6441034078598022,,,,,
4,0.09642010182142258,389,,,,,,,,,,
4,0.05919268727302551,399,,,,,,,,,,
4,0.04844815656542778,409,,,,,,,,,,
4,0.08613407611846924,419,,,,,,,,,,
4,0.09386172890663147,429,,,,,,,,,,
4,0.06444945931434631,439,,,,,,,,,,
4,0.09077219665050507,449,,,,,,,,,,
4,0.0745055302977562,459,,,,,,,,,,
4,0.07074908167123795,469,,,,,,,,,,
4,,474,0.07119709998369217,0.9231827855110168,0.68726646900177,0.623268723487854,0.6651684641838074,,,,,
5,,475,,,,,,0.623268723487854,0.07119709998369217,0.68726646900177,0.6651684641838074,0.9231827855110168
