epoch,train_loss,step,val_loss,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
0,1.062107801437378,9,,,,,,
0,0.22186481952667236,19,,,,,,
0,0.25074511766433716,29,,,,,,
0,0.22379541397094727,39,,,,,,
0,0.173103466629982,49,,,,,,
0,0.25290170311927795,59,,,,,,
0,0.1301286220550537,69,,,,,,
0,0.11706234514713287,79,,,,,,
0,0.2148909866809845,89,,,,,,
0,0.13671723008155823,99,,,,,,
0,,104,0.1582207977771759,0.8715174198150635,0.2673267424106598,0.5322055816650391,0.6188390254974365,
1,0.11565552651882172,109,,,,,,
1,0.10695201903581619,119,,,,,,
1,0.5533438324928284,129,,,,,,
1,0.12898226082324982,139,,,,,,
1,0.109557144343853,149,,,,,,
1,0.13936607539653778,159,,,,,,
1,0.15998318791389465,169,,,,,,
1,0.16888058185577393,179,,,,,,
1,0.0961809977889061,189,,,,,,
1,0.09842349588871002,199,,,,,,
1,0.05272270366549492,209,,,,,,
1,,209,0.14086416363716125,0.8928675055503845,0.3663366436958313,0.6111054420471191,0.6816558241844177,
2,0.11503633856773376,219,,,,,,
2,0.09254106879234314,229,,,,,,
2,0.10696575045585632,239,,,,,,
2,0.05271221324801445,249,,,,,,
2,0.14405319094657898,259,,,,,,
2,0.05278082564473152,269,,,,,,
2,0.07047048956155777,279,,,,,,
2,0.041492704302072525,289,,,,,,
2,0.07118622958660126,299,,,,,,
2,0.1292266994714737,309,,,,,,
2,,314,0.12963104248046875,0.8961068391799927,0.37128713726997375,0.622032105922699,0.6916691064834595,
3,0.04008118063211441,319,,,,,,
3,0.03916361555457115,329,,,,,,
3,0.05557921528816223,339,,,,,,
3,0.04563826695084572,349,,,,,,
3,0.03184470534324646,359,,,,,,
3,0.05060477927327156,369,,,,,,
3,0.09783882647752762,379,,,,,,
3,0.10467176884412766,389,,,,,,
3,0.040173400193452835,399,,,,,,
3,0.024082977324724197,409,,,,,,
3,0.004150092601776123,419,,,,,,
3,,419,0.1301228404045105,0.896019697189331,0.37128713726997375,0.6237319111824036,0.691847562789917,
4,0.040025677531957626,429,,,,,,
4,0.038686927407979965,439,,,,,,
4,0.05294312164187431,449,,,,,,
4,0.01701826974749565,459,,,,,,
4,0.05865698680281639,469,,,,,,
4,0.02630290575325489,479,,,,,,
4,0.029111651703715324,489,,,,,,
4,0.012106860987842083,499,,,,,,
4,0.01627117395401001,509,,,,,,
4,0.055244747549295425,519,,,,,,
4,,524,0.13913026452064514,0.8935388326644897,0.3316831588745117,0.6157468557357788,0.6861230731010437,
5,,525,,,,,,0.13913026452064514
