step,train_loss,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,val_qa_sas,test_loss
9,0.871315598487854,0,,,,,,
19,0.45660459995269775,0,,,,,,
29,1.0968637466430664,0,,,,,,
39,1.0383572578430176,0,,,,,,
49,1.2450417280197144,0,,,,,,
59,2.3749027252197266,0,,,,,,
69,13.481797218322754,0,,,,,,
79,0.34670794010162354,0,,,,,,
89,0.621933102607727,0,,,,,,
96,,0,0.8309784531593323,0.21266968548297882,0.15930059552192688,0.4017748236656189,0.46884652972221375,
99,0.41870108246803284,1,,,,,,
109,0.3643415868282318,1,,,,,,
119,0.42216557264328003,1,,,,,,
129,0.3769690990447998,1,,,,,,
139,0.3258824944496155,1,,,,,,
149,0.19843046367168427,1,,,,,,
159,0.6054713726043701,1,,,,,,
169,0.22039617598056793,1,,,,,,
179,0.27600419521331787,1,,,,,,
189,0.9192835092544556,1,,,,,,
193,,1,0.8539865612983704,0.33936652541160583,0.13092273473739624,0.4923086166381836,0.5441753268241882,
199,0.6089683771133423,2,,,,,,
209,0.2157232016324997,2,,,,,,
219,0.5876147150993347,2,,,,,,
229,0.2650027275085449,2,,,,,,
239,0.5566235780715942,2,,,,,,
249,0.18933962285518646,2,,,,,,
259,0.2569882869720459,2,,,,,,
269,0.3864509165287018,2,,,,,,
279,0.24357888102531433,2,,,,,,
289,0.4686938226222992,2,,,,,,
290,,2,0.8604721426963806,0.38009050488471985,0.12067229300737381,0.5125845074653625,0.555442750453949,
299,0.3437294661998749,3,,,,,,
309,0.06163833290338516,3,,,,,,
319,0.059126466512680054,3,,,,,,
329,0.07368213683366776,3,,,,,,
339,0.08527880162000656,3,,,,,,
349,0.29532501101493835,3,,,,,,
359,0.38508161902427673,3,,,,,,
369,0.1758604645729065,3,,,,,,
379,0.088344044983387,3,,,,,,
387,,3,0.861456036567688,0.38461539149284363,0.12109057605266571,0.5143293738365173,0.5581596493721008,
389,0.1255388855934143,4,,,,,,
399,0.08605804294347763,4,,,,,,
409,0.05009499192237854,4,,,,,,
419,0.038335949182510376,4,,,,,,
429,0.05420897156000137,4,,,,,,
439,0.049724601209163666,4,,,,,,
449,0.09792957454919815,4,,,,,,
459,0.02104802243411541,4,,,,,,
469,0.11663621664047241,4,,,,,,
479,0.02950354292988777,4,,,,,,
484,,4,0.8618834614753723,0.38461539149284363,0.12960077822208405,0.5149733424186707,0.5580859184265137,
485,,5,,,,,,0.12960077822208405
