train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
0.3764782249927521,9,0,,,,,,,,,,
0.3305836617946625,19,0,,,,,,,,,,
0.15156272053718567,29,0,,,,,,,,,,
0.16652825474739075,39,0,,,,,,,,,,
0.18210794031620026,49,0,,,,,,,,,,
0.13651341199874878,59,0,,,,,,,,,,
0.08618487417697906,69,0,,,,,,,,,,
0.12736910581588745,79,0,,,,,,,,,,
0.13647952675819397,89,0,,,,,,,,,,
,93,0,0.5867503881454468,0.09033866226673126,0.9062283635139465,0.5392670035362244,0.625732421875,,,,,
0.2501392662525177,99,1,,,,,,,,,,
0.15148232877254486,109,1,,,,,,,,,,
0.1082269474864006,119,1,,,,,,,,,,
0.13176186382770538,129,1,,,,,,,,,,
0.11097397655248642,139,1,,,,,,,,,,
0.06850747764110565,149,1,,,,,,,,,,
0.06799411028623581,159,1,,,,,,,,,,
0.08570832759141922,169,1,,,,,,,,,,
0.10551561415195465,179,1,,,,,,,,,,
,187,1,0.6269758343696594,0.0778544545173645,0.9153354167938232,0.5863874554634094,0.6572265625,,,,,
0.11289730668067932,189,2,,,,,,,,,,
0.09478969126939774,199,2,,,,,,,,,,
0.0725991278886795,209,2,,,,,,,,,,
0.10376899689435959,219,2,,,,,,,,,,
0.11830856651067734,229,2,,,,,,,,,,
0.05263402312994003,239,2,,,,,,,,,,
0.15102404356002808,249,2,,,,,,,,,,
0.09395141899585724,259,2,,,,,,,,,,
0.06629613786935806,269,2,,,,,,,,,,
0.08665616065263748,279,2,,,,,,,,,,
,281,2,0.6507513523101807,0.07713151723146439,0.920771062374115,0.6151832342147827,0.6776123046875,,,,,
0.09919550269842148,289,3,,,,,,,,,,
0.09179320186376572,299,3,,,,,,,,,,
0.08521302789449692,309,3,,,,,,,,,,
0.055764954537153244,319,3,,,,,,,,,,
0.046281665563583374,329,3,,,,,,,,,,
0.07175078988075256,339,3,,,,,,,,,,
0.07795722782611847,349,3,,,,,,,,,,
0.12974311411380768,359,3,,,,,,,,,,
0.09363086521625519,369,3,,,,,,,,,,
,375,3,0.6580986976623535,0.07218757271766663,0.9218884110450745,0.6230366230010986,0.68267822265625,,,,,
0.030253751203417778,379,4,,,,,,,,,,
0.08361519128084183,389,4,,,,,,,,,,
0.06307078897953033,399,4,,,,,,,,,,
0.07795627415180206,409,4,,,,,,,,,,
0.0533907413482666,419,4,,,,,,,,,,
0.07159975916147232,429,4,,,,,,,,,,
0.07826212793588638,439,4,,,,,,,,,,
0.0698593333363533,449,4,,,,,,,,,,
0.17370155453681946,459,4,,,,,,,,,,
0.06613601744174957,469,4,,,,,,,,,,
,469,4,0.6689930558204651,0.0743895098567009,0.9250733256340027,0.6335078477859497,0.6904296875,,,,,
,470,5,,,,,,0.6689930558204651,0.0743895098567009,0.6335078477859497,0.9250733256340027,0.6904296875
