train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
1.991529941558838,9,0,,,,,,
0.7391235828399658,19,0,,,,,,
0.21889738738536835,29,0,,,,,,
0.7546021938323975,39,0,,,,,,
0.29414135217666626,49,0,,,,,,
0.21877947449684143,59,0,,,,,,
0.4684961140155792,69,0,,,,,,
0.29572466015815735,79,0,,,,,,
0.5592668652534485,89,0,,,,,,
0.3935965299606323,99,0,,,,,,
,102,0,0.5307087302207947,0.17143607139587402,0.856081485748291,0.5799212455749512,0.36781609058380127,
0.7742087244987488,109,1,,,,,,
0.28039810061454773,119,1,,,,,,
0.4282020628452301,129,1,,,,,,
0.6478338837623596,139,1,,,,,,
0.5051550269126892,149,1,,,,,,
0.3777461349964142,159,1,,,,,,
0.888433575630188,169,1,,,,,,
0.27892404794692993,179,1,,,,,,
0.3812936842441559,189,1,,,,,,
0.2537641227245331,199,1,,,,,,
,205,1,0.5489184856414795,0.15139681100845337,0.8661544919013977,0.5915567874908447,0.4080459773540497,
0.2877170741558075,209,2,,,,,,
0.2136957198381424,219,2,,,,,,
0.11002521216869354,229,2,,,,,,
0.44732755422592163,239,2,,,,,,
0.2640167474746704,249,2,,,,,,
0.15021425485610962,259,2,,,,,,
0.3316790759563446,269,2,,,,,,
0.12937328219413757,279,2,,,,,,
0.17951399087905884,289,2,,,,,,
0.3183424770832062,299,2,,,,,,
,308,2,0.5558150410652161,0.14778700470924377,0.8671534061431885,0.596405029296875,0.4195402264595032,
0.24434387683868408,309,3,,,,,,
0.26324042677879333,319,3,,,,,,
0.5663427710533142,329,3,,,,,,
0.06294974684715271,339,3,,,,,,
0.0978676900267601,349,3,,,,,,
0.14717185497283936,359,3,,,,,,
0.0616457536816597,369,3,,,,,,
0.08539579063653946,379,3,,,,,,
0.1976047158241272,389,3,,,,,,
0.1492212861776352,399,3,,,,,,
0.1377258449792862,409,3,,,,,,
,411,3,0.5458031296730042,0.1567760407924652,0.8632264733314514,0.5840848088264465,0.4137931168079376,
0.2642562687397003,419,4,,,,,,
0.06070605292916298,429,4,,,,,,
0.35736343264579773,439,4,,,,,,
0.10072261095046997,449,4,,,,,,
0.4356051981449127,459,4,,,,,,
0.30348607897758484,469,4,,,,,,
0.07352948188781738,479,4,,,,,,
0.16616716980934143,489,4,,,,,,
0.3474404811859131,499,4,,,,,,
0.12235037237405777,509,4,,,,,,
,514,4,0.6028183698654175,0.15178678929805756,0.883624792098999,0.6339583992958069,0.4655172526836395,
,515,5,,,,,,0.15178678929805756
