step,train_loss,epoch,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
9,0.6761589646339417,0,,,,,,
19,0.22274088859558105,0,,,,,,
29,0.1783088892698288,0,,,,,,
39,0.19698500633239746,0,,,,,,
49,0.11773884296417236,0,,,,,,
59,0.11471130698919296,0,,,,,,
69,0.1313772350549698,0,,,,,,
79,0.19204483926296234,0,,,,,,
89,0.20958596467971802,0,,,,,,
99,0.17455027997493744,0,,,,,,
109,0.16142521798610687,0,,,,,,
119,0.13002382218837738,0,,,,,,
129,0.10756510496139526,0,,,,,,
139,0.22159072756767273,0,,,,,,
149,0.06824517995119095,0,,,,,,
159,0.13448932766914368,0,,,,,,
169,0.2433309704065323,0,,,,,,
179,0.1488870531320572,0,,,,,,
189,0.15374454855918884,0,,,,,,
199,0.11697032302618027,0,,,,,,
209,0.12551037967205048,0,,,,,,
219,0.05724641680717468,0,,,,,,
229,0.0891326367855072,0,,,,,,
239,0.02668185532093048,0,,,,,,
249,0.10153696686029434,0,,,,,,
259,0.05635679513216019,0,,,,,,
269,0.09341569244861603,0,,,,,,
279,0.03885433077812195,0,,,,,,
289,0.0863284170627594,0,,,,,,
299,0.0981440395116806,0,,,,,,
309,0.06485532224178314,0,,,,,,
319,0.03498736023902893,0,,,,,,
329,0.10395621508359909,0,,,,,,
339,0.06192440912127495,0,,,,,,
349,0.10063529014587402,0,,,,,,
359,0.05957046151161194,0,,,,,,
369,0.11809608340263367,0,,,,,,
379,0.055649012327194214,0,,,,,,
389,0.09581698477268219,0,,,,,,
399,0.0428316667675972,0,,,,,,
409,0.1488347053527832,0,,,,,,
419,0.1073739156126976,0,,,,,,
429,0.07472282648086548,0,,,,,,
439,0.04553176462650299,0,,,,,,
449,0.11704588681459427,0,,,,,,
459,0.15232376754283905,0,,,,,,
469,0.05908900499343872,0,,,,,,
479,0.06699308753013611,0,,,,,,
489,0.05115371197462082,0,,,,,,
499,0.038617879152297974,0,,,,,,
509,0.12923221290111542,0,,,,,,
519,0.0856955423951149,0,,,,,,
529,0.05357056111097336,0,,,,,,
539,0.059902433305978775,0,,,,,,
549,0.02287854440510273,0,,,,,,
559,0.13722865283489227,0,,,,,,
569,0.023312466219067574,0,,,,,,
579,0.0544501394033432,0,,,,,,
589,0.022797979414463043,0,,,,,,
599,0.049916110932826996,0,,,,,,
600,,0,0.6642196774482727,0.32098764181137085,0.9078910946846008,0.11201708763837814,0.7167634963989258,
609,0.04825811833143234,1,,,,,,
619,0.028939060866832733,1,,,,,,
629,0.07501324266195297,1,,,,,,
639,0.05721631273627281,1,,,,,,
649,0.028042368590831757,1,,,,,,
659,0.04952259361743927,1,,,,,,
669,0.04010540246963501,1,,,,,,
679,0.08280806988477707,1,,,,,,
689,0.08687158674001694,1,,,,,,
699,0.040264908224344254,1,,,,,,
709,0.01505488995462656,1,,,,,,
719,0.10230288654565811,1,,,,,,
729,0.03695756569504738,1,,,,,,
739,0.032071199268102646,1,,,,,,
749,0.05757392197847366,1,,,,,,
759,0.041381943970918655,1,,,,,,
769,0.024542663246393204,1,,,,,,
779,0.05031595751643181,1,,,,,,
789,0.05098678544163704,1,,,,,,
799,0.0751788541674614,1,,,,,,
809,0.050567347556352615,1,,,,,,
819,0.0279501024633646,1,,,,,,
829,0.037268396466970444,1,,,,,,
839,0.03728172183036804,1,,,,,,
849,0.047747619450092316,1,,,,,,
859,0.006873202044516802,1,,,,,,
869,0.06293868273496628,1,,,,,,
879,0.08530063927173615,1,,,,,,
889,0.040923722088336945,1,,,,,,
899,0.03299322724342346,1,,,,,,
909,0.02475776895880699,1,,,,,,
919,0.023944176733493805,1,,,,,,
929,0.011147073470056057,1,,,,,,
939,0.05589330196380615,1,,,,,,
949,0.04540259763598442,1,,,,,,
959,0.06348510831594467,1,,,,,,
969,0.030602065846323967,1,,,,,,
979,0.06741512566804886,1,,,,,,
989,0.03322002664208412,1,,,,,,
999,0.030644001439213753,1,,,,,,
1009,0.03962612524628639,1,,,,,,
1019,0.06881731748580933,1,,,,,,
1029,0.005450937431305647,1,,,,,,
1039,0.029403747990727425,1,,,,,,
1049,0.03594600781798363,1,,,,,,
1059,0.018754873424768448,1,,,,,,
1069,0.021152323111891747,1,,,,,,
1079,0.040402188897132874,1,,,,,,
1089,0.017376311123371124,1,,,,,,
1099,0.02665531635284424,1,,,,,,
1109,0.012301821261644363,1,,,,,,
1119,0.03412501513957977,1,,,,,,
1129,0.15501227974891663,1,,,,,,
1139,0.019891494885087013,1,,,,,,
1149,0.02922137640416622,1,,,,,,
1159,0.030451877042651176,1,,,,,,
1169,0.13298991322517395,1,,,,,,
1179,0.04963099956512451,1,,,,,,
1189,0.05574649199843407,1,,,,,,
1199,0.0587928332388401,1,,,,,,
1201,,1,0.6612396836280823,0.327160507440567,0.9068895578384399,0.14173948764801025,0.7166424989700317,
1209,0.011429676786065102,2,,,,,,
1219,0.012578612193465233,2,,,,,,
1229,0.01852942444384098,2,,,,,,
1239,0.011341755278408527,2,,,,,,
1249,0.028746088966727257,2,,,,,,
1259,0.03716571256518364,2,,,,,,
1269,0.03863921016454697,2,,,,,,
1279,0.011087720282375813,2,,,,,,
1289,0.014727192930877209,2,,,,,,
1299,0.05268922448158264,2,,,,,,
1309,0.05003616586327553,2,,,,,,
1319,0.015593156218528748,2,,,,,,
1329,0.010655944235622883,2,,,,,,
1339,0.006828848272562027,2,,,,,,
1349,0.015028515830636024,2,,,,,,
1359,0.02892324887216091,2,,,,,,
1369,0.011144855991005898,2,,,,,,
1379,0.01803790032863617,2,,,,,,
1389,0.004278561566025019,2,,,,,,
1399,0.004826083313673735,2,,,,,,
1409,0.011606971733272076,2,,,,,,
1419,0.008651229552924633,2,,,,,,
1429,0.008944465778768063,2,,,,,,
1439,0.012936694547533989,2,,,,,,
1449,0.053332798182964325,2,,,,,,
1459,0.014157918281853199,2,,,,,,
1469,0.009506677277386189,2,,,,,,
1479,0.003295287024229765,2,,,,,,
1489,0.01097894087433815,2,,,,,,
1499,0.02495751716196537,2,,,,,,
1509,0.005151701625436544,2,,,,,,
1519,0.01906239055097103,2,,,,,,
1529,0.00725483288988471,2,,,,,,
1539,0.01929601840674877,2,,,,,,
1549,0.018567711114883423,2,,,,,,
1559,0.0033318358473479748,2,,,,,,
1569,0.014743201434612274,2,,,,,,
1579,0.009971586056053638,2,,,,,,
1589,0.019265536218881607,2,,,,,,
1599,0.003030504798516631,2,,,,,,
1609,0.007862105965614319,2,,,,,,
1619,0.03936712443828583,2,,,,,,
1629,0.005915379151701927,2,,,,,,
1639,0.0037302421405911446,2,,,,,,
1649,0.007742349058389664,2,,,,,,
1659,0.007237167097628117,2,,,,,,
1669,0.006957001518458128,2,,,,,,
1679,0.019997522234916687,2,,,,,,
1689,0.00771133741363883,2,,,,,,
1699,0.009390663355588913,2,,,,,,
1709,0.00875781662762165,2,,,,,,
1719,0.007988291792571545,2,,,,,,
1729,0.004144103266298771,2,,,,,,
1739,0.005412214435636997,2,,,,,,
1749,0.03537885472178459,2,,,,,,
1759,0.0015474510146304965,2,,,,,,
1769,0.012719718739390373,2,,,,,,
1779,0.016604242846369743,2,,,,,,
1789,0.004698069766163826,2,,,,,,
1799,0.0025410789530724287,2,,,,,,
1802,,2,0.6604823470115662,0.32098764181137085,0.9082962870597839,0.18946799635887146,0.7083145380020142,
1809,0.005298450589179993,3,,,,,,
1819,0.0016956314211711287,3,,,,,,
1829,0.007373474538326263,3,,,,,,
1839,0.006564789917320013,3,,,,,,
1849,0.004145756363868713,3,,,,,,
1859,0.0036887943278998137,3,,,,,,
1869,0.0011138167465105653,3,,,,,,
1879,0.0022217591758817434,3,,,,,,
1889,0.008564763702452183,3,,,,,,
1899,0.0026849480345845222,3,,,,,,
1909,0.002933223033323884,3,,,,,,
1919,0.002811931539326906,3,,,,,,
1929,0.007087132893502712,3,,,,,,
1939,0.0009543877094984055,3,,,,,,
1949,0.0006932024843990803,3,,,,,,
1959,0.006568117067217827,3,,,,,,
1969,0.007430634461343288,3,,,,,,
1979,0.003717638785019517,3,,,,,,
1989,0.0009269157890230417,3,,,,,,
1999,0.03804643452167511,3,,,,,,
2009,0.03279697149991989,3,,,,,,
2019,0.001372552360408008,3,,,,,,
2029,0.003239141311496496,3,,,,,,
2039,0.0018627081299200654,3,,,,,,
2049,0.0006168099353089929,3,,,,,,
2059,0.02514401078224182,3,,,,,,
2069,0.009681924246251583,3,,,,,,
2079,0.02805422432720661,3,,,,,,
2089,0.008951040916144848,3,,,,,,
2099,0.003482172032818198,3,,,,,,
2109,0.003278608899563551,3,,,,,,
2119,0.004182687494903803,3,,,,,,
2129,0.000965024926699698,3,,,,,,
2139,0.001003709970973432,3,,,,,,
2149,0.002652920549735427,3,,,,,,
2159,0.004068091511726379,3,,,,,,
2169,0.0017114102374762297,3,,,,,,
2179,0.003811012953519821,3,,,,,,
2189,0.0018182904459536076,3,,,,,,
2199,0.01883707381784916,3,,,,,,
2209,0.002756943926215172,3,,,,,,
2219,0.001747086294926703,3,,,,,,
2229,0.0008675606222823262,3,,,,,,
2239,0.0034847960341721773,3,,,,,,
2249,0.0035756330471485853,3,,,,,,
2259,0.0014654680853709579,3,,,,,,
2269,0.005419115535914898,3,,,,,,
2279,0.0009979729074984789,3,,,,,,
2289,0.000760081980843097,3,,,,,,
2299,0.001133783720433712,3,,,,,,
2309,0.0037595501635223627,3,,,,,,
2319,0.0027856887318193913,3,,,,,,
2329,0.0012192253489047289,3,,,,,,
2339,0.0006101570907048881,3,,,,,,
2349,0.003969362936913967,3,,,,,,
2359,0.0006996653974056244,3,,,,,,
2369,0.0007429182878695428,3,,,,,,
2379,0.001911292434670031,3,,,,,,
2389,0.0009527371730655432,3,,,,,,
2399,0.000592091993894428,3,,,,,,
2403,,3,0.6426435708999634,0.327160507440567,0.903702437877655,0.2482757270336151,0.6995726227760315,
2409,0.0012388242175802588,4,,,,,,
2419,0.01645183563232422,4,,,,,,
2429,0.00043691578321158886,4,,,,,,
2439,0.0009731824975460768,4,,,,,,
2449,0.0016763733001425862,4,,,,,,
2459,0.0009733268525451422,4,,,,,,
