train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em
0.3490634858608246,9,0,,,,,,,,,,
0.2259293645620346,19,0,,,,,,,,,,
0.2520532011985779,29,0,,,,,,,,,,
0.10400846600532532,39,0,,,,,,,,,,
0.11274400353431702,49,0,,,,,,,,,,
0.13209518790245056,59,0,,,,,,,,,,
0.09108736366033554,69,0,,,,,,,,,,
0.1165296733379364,79,0,,,,,,,,,,
0.08454570919275284,89,0,,,,,,,,,,
,90,0,0.9295961856842041,0.7138400673866272,0.6925206780433655,0.6550116539001465,0.1359340101480484,,,,,
0.10565488785505295,99,1,,,,,,,,,,
0.10420093685388565,109,1,,,,,,,,,,
0.11133696138858795,119,1,,,,,,,,,,
0.11071322113275528,129,1,,,,,,,,,,
0.06597328931093216,139,1,,,,,,,,,,
0.09013907611370087,149,1,,,,,,,,,,
0.08653273433446884,159,1,,,,,,,,,,
0.06796252727508545,169,1,,,,,,,,,,
0.07370958477258682,179,1,,,,,,,,,,
,181,1,0.935824453830719,0.7331000566482544,0.7159538865089417,0.6853147149085999,0.1192794144153595,,,,,
0.061342157423496246,189,2,,,,,,,,,,
0.06661409139633179,199,2,,,,,,,,,,
0.08496750146150589,209,2,,,,,,,,,,
0.07799798250198364,219,2,,,,,,,,,,
0.11109396070241928,229,2,,,,,,,,,,
0.034770138561725616,239,2,,,,,,,,,,
0.06579022109508514,249,2,,,,,,,,,,
0.03677205741405487,259,2,,,,,,,,,,
0.0644732341170311,269,2,,,,,,,,,,
,272,2,0.9397650957107544,0.7499547600746155,0.7337372899055481,0.7016317248344421,0.11490372568368912,,,,,
0.052738431841135025,279,3,,,,,,,,,,
0.06724679470062256,289,3,,,,,,,,,,
0.0907474085688591,299,3,,,,,,,,,,
0.08114634454250336,309,3,,,,,,,,,,
0.103174589574337,319,3,,,,,,,,,,
0.10805593430995941,329,3,,,,,,,,,,
0.058937326073646545,339,3,,,,,,,,,,
0.24148470163345337,349,3,,,,,,,,,,
0.08049111068248749,359,3,,,,,,,,,,
,363,3,0.9406420588493347,0.7534993290901184,0.7379786372184753,0.7062937021255493,0.11018058657646179,,,,,
0.052879221737384796,369,4,,,,,,,,,,
0.06124761700630188,379,4,,,,,,,,,,
0.2982545793056488,389,4,,,,,,,,,,
0.07769181579351425,399,4,,,,,,,,,,
0.05000505968928337,409,4,,,,,,,,,,
0.0512709878385067,419,4,,,,,,,,,,
0.024587534368038177,429,4,,,,,,,,,,
0.04797305539250374,439,4,,,,,,,,,,
0.02429858408868313,449,4,,,,,,,,,,
,454,4,0.9434120059013367,0.7644133567810059,0.7496620416641235,0.7179487347602844,0.10741928219795227,,,,,
,455,5,,,,,,0.7496620416641235,0.10741928219795227,0.9434120059013367,0.7644133567810059,0.7179487347602844
