epoch,train_loss,step,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss
0,1.283220648765564,9,,,,,,
0,1.695438027381897,19,,,,,,
0,1.5749588012695312,29,,,,,,
0,2.0040290355682373,39,,,,,,
0,1.1059361696243286,49,,,,,,
0,0.5561391115188599,59,,,,,,
0,2.0716004371643066,69,,,,,,
0,0.6484756469726562,79,,,,,,
0,1.2956278324127197,89,,,,,,
0,0.8921934366226196,99,,,,,,
0,1.1816208362579346,109,,,,,,
0,0.5595351457595825,119,,,,,,
0,1.0808073282241821,129,,,,,,
0,0.3587402105331421,139,,,,,,
0,1.136766791343689,149,,,,,,
0,0.5943192839622498,159,,,,,,
0,1.2795032262802124,169,,,,,,
0,1.3571560382843018,179,,,,,,
0,0.5205788016319275,189,,,,,,
0,0.9833453297615051,199,,,,,,
0,0.6376397609710693,209,,,,,,
0,0.5775083303451538,219,,,,,,
0,0.4827496111392975,229,,,,,,
0,1.4432322978973389,239,,,,,,
0,1.3580464124679565,249,,,,,,
0,1.4628381729125977,259,,,,,,
0,1.3176580667495728,269,,,,,,
0,0.7043614983558655,279,,,,,,
0,0.18393665552139282,289,,,,,,
0,2.2910282611846924,299,,,,,,
0,0.8065950870513916,309,,,,,,
0,0.8228070139884949,319,,,,,,
0,0.42583349347114563,329,,,,,,
0,0.9238694906234741,339,,,,,,
0,0.7887512445449829,349,,,,,,
0,0.8443752527236938,359,,,,,,
0,0.37042951583862305,369,,,,,,
0,0.8937336802482605,379,,,,,,
0,1.3395938873291016,389,,,,,,
0,0.687075674533844,399,,,,,,
0,1.1022639274597168,409,,,,,,
0,0.711463212966919,419,,,,,,
0,1.6284364461898804,429,,,,,,
0,1.3690003156661987,439,,,,,,
0,0.3851475715637207,449,,,,,,
0,1.3084288835525513,459,,,,,,
0,1.0561332702636719,469,,,,,,
0,0.5572205781936646,479,,,,,,
0,0.20141544938087463,489,,,,,,
0,0.6211593747138977,499,,,,,,
0,0.19899949431419373,509,,,,,,
0,0.910426139831543,519,,,,,,
0,0.27329570055007935,529,,,,,,
0,0.6390722393989563,539,,,,,,
0,1.3043545484542847,549,,,,,,
0,0.633256196975708,559,,,,,,
0,0.6499257683753967,569,,,,,,
0,,577,0.5849961638450623,0.2202836126089096,0.24651162326335907,0.8783484101295471,0.6469794511795044,
1,0.9736118316650391,579,,,,,,
1,0.7473458647727966,589,,,,,,
1,0.27011042833328247,599,,,,,,
1,0.7172421216964722,609,,,,,,
1,0.3675265312194824,619,,,,,,
1,0.5662714242935181,629,,,,,,
1,0.1994304358959198,639,,,,,,
1,0.41323375701904297,649,,,,,,
1,0.542715311050415,659,,,,,,
1,0.6831808686256409,669,,,,,,
1,0.7009025812149048,679,,,,,,
1,0.03598766028881073,689,,,,,,
1,0.2703022360801697,699,,,,,,
1,1.1189725399017334,709,,,,,,
1,1.1301032304763794,719,,,,,,
1,0.6953803300857544,729,,,,,,
1,0.44673144817352295,739,,,,,,
1,0.6462872624397278,749,,,,,,
1,1.1789168119430542,759,,,,,,
1,1.0240813493728638,769,,,,,,
1,0.6250864267349243,779,,,,,,
1,0.5863448977470398,789,,,,,,
1,0.12061774730682373,799,,,,,,
1,0.4611698091030121,809,,,,,,
1,0.09713368862867355,819,,,,,,
1,0.1560264229774475,829,,,,,,
1,0.3102664053440094,839,,,,,,
1,0.46532824635505676,849,,,,,,
1,0.7808550596237183,859,,,,,,
1,1.3619145154953003,869,,,,,,
1,0.5484943389892578,879,,,,,,
1,0.789444088935852,889,,,,,,
1,0.24227814376354218,899,,,,,,
1,0.6047563552856445,909,,,,,,
1,0.18929468095302582,919,,,,,,
1,0.4497338533401489,929,,,,,,
1,0.7547191977500916,939,,,,,,
1,0.8190376162528992,949,,,,,,
1,0.2570687532424927,959,,,,,,
1,0.3581032454967499,969,,,,,,
1,0.20881664752960205,979,,,,,,
1,0.40372103452682495,989,,,,,,
1,0.03781787306070328,999,,,,,,
1,0.6931549906730652,1009,,,,,,
1,0.20587240159511566,1019,,,,,,
1,0.3708813190460205,1029,,,,,,
1,0.7477108240127563,1039,,,,,,
1,0.4801725447177887,1049,,,,,,
1,0.3409441113471985,1059,,,,,,
1,0.5276057124137878,1069,,,,,,
1,0.47516223788261414,1079,,,,,,
1,0.40526142716407776,1089,,,,,,
1,0.4763299822807312,1099,,,,,,
1,0.648216187953949,1109,,,,,,
1,0.4461570680141449,1119,,,,,,
1,0.21605801582336426,1129,,,,,,
1,0.4443422555923462,1139,,,,,,
1,0.25114384293556213,1149,,,,,,
1,,1155,0.593284010887146,0.22894039750099182,0.27441859245300293,0.8825936913490295,0.6576873660087585,
2,0.5259371399879456,1159,,,,,,
2,0.5228344202041626,1169,,,,,,
2,0.3404906690120697,1179,,,,,,
2,0.14502476155757904,1189,,,,,,
2,0.2537066638469696,1199,,,,,,
2,0.20218710601329803,1209,,,,,,
2,0.46043938398361206,1219,,,,,,
2,0.0268336720764637,1229,,,,,,
2,1.1206339597702026,1239,,,,,,
2,0.14869573712348938,1249,,,,,,
2,0.33948197960853577,1259,,,,,,
2,0.3312607705593109,1269,,,,,,
2,0.09188910573720932,1279,,,,,,
2,0.6787005066871643,1289,,,,,,
2,0.37356406450271606,1299,,,,,,
2,0.6756070852279663,1309,,,,,,
2,0.598909854888916,1319,,,,,,
2,0.3193734288215637,1329,,,,,,
2,0.07664213329553604,1339,,,,,,
2,0.1351800113916397,1349,,,,,,
2,0.5889763832092285,1359,,,,,,
2,0.11683784425258636,1369,,,,,,
2,0.15245682001113892,1379,,,,,,
2,0.327086865901947,1389,,,,,,
2,0.4220670461654663,1399,,,,,,
2,0.2702334225177765,1409,,,,,,
2,0.17012327909469604,1419,,,,,,
2,0.6710528135299683,1429,,,,,,
2,0.27109840512275696,1439,,,,,,
2,0.4715966582298279,1449,,,,,,
2,0.20928382873535156,1459,,,,,,
2,0.3319982886314392,1469,,,,,,
2,0.18298383057117462,1479,,,,,,
2,0.31714439392089844,1489,,,,,,
2,0.25383439660072327,1499,,,,,,
2,0.701027512550354,1509,,,,,,
2,0.3994279205799103,1519,,,,,,
2,0.13047170639038086,1529,,,,,,
2,0.614625096321106,1539,,,,,,
2,0.17285344004631042,1549,,,,,,
2,0.010680110193789005,1559,,,,,,
2,0.061909571290016174,1569,,,,,,
2,0.6417232155799866,1579,,,,,,
2,0.4421350657939911,1589,,,,,,
2,0.21294468641281128,1599,,,,,,
2,0.25290507078170776,1609,,,,,,
2,0.07542361319065094,1619,,,,,,
2,0.23040826618671417,1629,,,,,,
2,0.3373964726924896,1639,,,,,,
2,0.15796276926994324,1649,,,,,,
2,0.3241294324398041,1659,,,,,,
2,0.26867780089378357,1669,,,,,,
2,0.3001740574836731,1679,,,,,,
2,0.3289851248264313,1689,,,,,,
2,0.06743846833705902,1699,,,,,,
2,0.36340123414993286,1709,,,,,,
2,0.08923473954200745,1719,,,,,,
2,0.30275648832321167,1729,,,,,,
2,,1733,0.6146946549415588,0.2525167167186737,0.32093024253845215,0.888534665107727,0.6777008771896362,
3,0.46694424748420715,1739,,,,,,
3,0.2043697088956833,1749,,,,,,
3,0.1563626080751419,1759,,,,,,
3,0.14628206193447113,1769,,,,,,
3,0.015044556930661201,1779,,,,,,
3,0.09926789253950119,1789,,,,,,
3,0.11175621300935745,1799,,,,,,
3,0.10566499084234238,1809,,,,,,
3,0.2915673553943634,1819,,,,,,
3,0.24189035594463348,1829,,,,,,
3,0.11725451052188873,1839,,,,,,
3,0.3415791690349579,1849,,,,,,
3,0.22389991581439972,1859,,,,,,
3,0.13021320104599,1869,,,,,,
3,0.11418892443180084,1879,,,,,,
3,0.31762611865997314,1889,,,,,,
3,0.10178367048501968,1899,,,,,,
3,0.1584806889295578,1909,,,,,,
3,0.5568723082542419,1919,,,,,,
3,0.4461512565612793,1929,,,,,,
3,0.12111104279756546,1939,,,,,,
3,0.25634056329727173,1949,,,,,,
3,0.017479082569479942,1959,,,,,,
3,0.10294131189584732,1969,,,,,,
3,0.19686472415924072,1979,,,,,,
3,0.27095189690589905,1989,,,,,,
3,0.11892428994178772,1999,,,,,,
3,0.3322637677192688,2009,,,,,,
3,0.17828722298145294,2019,,,,,,
3,0.01665467396378517,2029,,,,,,
3,0.4418625831604004,2039,,,,,,
3,0.08627200126647949,2049,,,,,,
3,0.2557489573955536,2059,,,,,,
3,0.4564726948738098,2069,,,,,,
3,0.014471061527729034,2079,,,,,,
