step,epoch,train_loss,val_qa_em,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
9,0,0.7927930951118469,,,,,,
19,0,0.832165539264679,,,,,,
29,0,0.5001739263534546,,,,,,
39,0,0.2544768154621124,,,,,,
49,0,0.390960693359375,,,,,,
59,0,0.28226736187934875,,,,,,
69,0,0.4902719557285309,,,,,,
79,0,0.5297454595565796,,,,,,
89,0,0.2830328643321991,,,,,,
99,0,0.5637966990470886,,,,,,
109,0,0.2422066628932953,,,,,,
119,0,0.36668217182159424,,,,,,
129,0,0.2716124951839447,,,,,,
139,0,0.4087362289428711,,,,,,
149,0,0.3812888562679291,,,,,,
159,0,0.2195121943950653,,,,,,
169,0,0.22278814017772675,,,,,,
179,0,0.24212725460529327,,,,,,
189,0,0.24001044034957886,,,,,,
199,0,0.2676170766353607,,,,,,
209,0,0.47699037194252014,,,,,,
219,0,0.30805692076683044,,,,,,
229,0,0.44539499282836914,,,,,,
239,0,0.32625317573547363,,,,,,
249,0,0.25587260723114014,,,,,,
259,0,0.20059579610824585,,,,,,
269,0,0.10388310998678207,,,,,,
279,0,0.6503495573997498,,,,,,
289,0,0.2507964074611664,,,,,,
299,0,0.12290649861097336,,,,,,
309,0,0.6063189506530762,,,,,,
319,0,0.12934935092926025,,,,,,
329,0,0.4354684352874756,,,,,,
339,0,0.13092708587646484,,,,,,
349,0,0.12863384187221527,,,,,,
359,0,0.09719491750001907,,,,,,
359,0,,0.4367816150188446,0.6137211322784424,0.873656690120697,0.11185657978057861,0.5817232131958008,
369,1,0.13462860882282257,,,,,,
379,1,0.1477862298488617,,,,,,
389,1,0.2138204574584961,,,,,,
399,1,0.24844598770141602,,,,,,
409,1,0.18064844608306885,,,,,,
419,1,0.2326822131872177,,,,,,
429,1,2.6659650802612305,,,,,,
439,1,0.058672353625297546,,,,,,
449,1,0.06284598261117935,,,,,,
459,1,0.14788667857646942,,,,,,
469,1,1.0099523067474365,,,,,,
479,1,0.15235774219036102,,,,,,
489,1,0.21781699359416962,,,,,,
499,1,1.476799488067627,,,,,,
509,1,0.052386295050382614,,,,,,
519,1,0.17072759568691254,,,,,,
529,1,0.2150544971227646,,,,,,
539,1,0.4424470067024231,,,,,,
549,1,0.2632151246070862,,,,,,
559,1,0.23764550685882568,,,,,,
569,1,0.09418502449989319,,,,,,
579,1,0.10453179478645325,,,,,,
589,1,0.12010221928358078,,,,,,
599,1,0.1286640763282776,,,,,,
609,1,0.20436008274555206,,,,,,
619,1,0.22312408685684204,,,,,,
629,1,0.1518862247467041,,,,,,
639,1,0.7878112196922302,,,,,,
649,1,0.04532249644398689,,,,,,
659,1,0.4411734640598297,,,,,,
669,1,0.15159623324871063,,,,,,
679,1,0.10623785108327866,,,,,,
689,1,0.0623963437974453,,,,,,
699,1,0.12657789885997772,,,,,,
709,1,0.11308597028255463,,,,,,
719,1,0.06286782026290894,,,,,,
719,1,,0.4712643623352051,0.6192916035652161,0.876591682434082,0.09323257207870483,0.5954684615135193,
729,2,0.06448731571435928,,,,,,
