train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,test_loss
0.9953852295875549,9,0,,,,,,
0.8158695101737976,19,0,,,,,,
0.3176782429218292,29,0,,,,,,
0.5250557065010071,39,0,,,,,,
0.498701274394989,49,0,,,,,,
0.4314754009246826,59,0,,,,,,
0.41944387555122375,69,0,,,,,,
0.29055050015449524,79,0,,,,,,
0.19784505665302277,89,0,,,,,,
0.3325415849685669,99,0,,,,,,
0.4451647400856018,109,0,,,,,,
0.26050829887390137,119,0,,,,,,
,124,0,0.21683476865291595,0.22707368433475494,0.7699845433235168,0.15859030187129974,0.08754721283912659,
0.29228630661964417,129,1,,,,,,
0.22878819704055786,139,1,,,,,,
0.1055033877491951,149,1,,,,,,
0.11094271391630173,159,1,,,,,,
0.22835473716259003,169,1,,,,,,
0.3564112186431885,179,1,,,,,,
0.19445624947547913,189,1,,,,,,
0.28099870681762695,199,1,,,,,,
0.3196086287498474,209,1,,,,,,
0.33270761370658875,219,1,,,,,,
0.38450559973716736,229,1,,,,,,
0.12214920669794083,239,1,,,,,,
0.2326364368200302,249,1,,,,,,
,249,1,0.2667355537414551,0.26120591163635254,0.7842464447021484,0.20264317095279694,0.06895489990711212,
0.14704352617263794,259,2,,,,,,
0.12794043123722076,269,2,,,,,,
0.31982603669166565,279,2,,,,,,
0.09662898629903793,289,2,,,,,,
0.16038301587104797,299,2,,,,,,
0.12842725217342377,309,2,,,,,,
0.17575913667678833,319,2,,,,,,
0.10073857009410858,329,2,,,,,,
0.1387513279914856,339,2,,,,,,
0.1814478039741516,349,2,,,,,,
0.1394585818052292,359,2,,,,,,
0.16123266518115997,369,2,,,,,,
,374,2,0.295523077249527,0.28449583053588867,0.7918373942375183,0.2378854602575302,0.07051774859428406,
0.07510241866111755,379,3,,,,,,
0.08236149698495865,389,3,,,,,,
0.05440288409590721,399,3,,,,,,
0.036134470254182816,409,3,,,,,,
0.06737101078033447,419,3,,,,,,
0.1726844310760498,429,3,,,,,,
0.08200426399707794,439,3,,,,,,
0.12296699732542038,449,3,,,,,,
0.15860405564308167,459,3,,,,,,
0.12820452451705933,469,3,,,,,,
0.17468661069869995,479,3,,,,,,
0.03853927180171013,489,3,,,,,,
0.04140846058726311,499,3,,,,,,
,499,3,0.29611703753471375,0.28519880771636963,0.7885391712188721,0.24229075014591217,0.07594157755374908,
0.07912660390138626,509,4,,,,,,
0.07386492937803268,519,4,,,,,,
0.18418115377426147,529,4,,,,,,
0.03983815014362335,539,4,,,,,,
0.05883108451962471,549,4,,,,,,
0.058052029460668564,559,4,,,,,,
0.08736036717891693,569,4,,,,,,
0.034475263208150864,579,4,,,,,,
0.05051373690366745,589,4,,,,,,
0.09683762490749359,599,4,,,,,,
0.05409794673323631,609,4,,,,,,
0.09082925319671631,619,4,,,,,,
,624,4,0.32220444083213806,0.308176726102829,0.798146665096283,0.2687224745750427,0.08557511121034622,
,625,5,,,,,,0.08557511121034622
