epoch,step,train_loss,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
0,9,0.08997900038957596,,,,,,
0,19,0.05590105801820755,,,,,,
0,29,0.06539636105298996,,,,,,
0,39,0.04671413078904152,,,,,,
0,49,0.04568963870406151,,,,,,
0,59,0.029083896428346634,,,,,,
0,69,0.04040515050292015,,,,,,
0,79,0.03473951295018196,,,,,,
0,89,0.03856350854039192,,,,,,
0,99,0.03565356880426407,,,,,,
0,109,0.0415167510509491,,,,,,
0,119,0.040655020624399185,,,,,,
0,129,0.03386653959751129,,,,,,
0,139,0.027554791420698166,,,,,,
0,149,0.038614630699157715,,,,,,
0,159,0.03200741857290268,,,,,,
0,169,0.0374063141644001,,,,,,
0,179,0.03833659738302231,,,,,,
0,189,0.023458372801542282,,,,,,
0,199,0.038229189813137054,,,,,,
0,209,0.035561759024858475,,,,,,
0,219,0.04083903133869171,,,,,,
0,229,0.02428276091814041,,,,,,
0,239,0.04169553145766258,,,,,,
0,249,0.033254947513341904,,,,,,
0,259,0.021844269707798958,,,,,,
0,269,0.03699296712875366,,,,,,
0,279,0.04026619344949722,,,,,,
0,289,0.03562907502055168,,,,,,
0,299,0.036203622817993164,,,,,,
0,309,0.02881932258605957,,,,,,
0,319,0.0375310443341732,,,,,,
0,329,0.046683356165885925,,,,,,
0,339,0.03612250089645386,,,,,,
0,349,0.041709646582603455,,,,,,
0,359,0.025676535442471504,,,,,,
0,369,0.0425729975104332,,,,,,
0,379,0.02444925718009472,,,,,,
0,389,0.03918815031647682,,,,,,
0,399,0.035363730043172836,,,,,,
0,409,0.04867739602923393,,,,,,
0,419,0.03266166150569916,,,,,,
0,429,0.028585568070411682,,,,,,
0,439,0.030410699546337128,,,,,,
0,449,0.025844184681773186,,,,,,
0,459,0.03270741179585457,,,,,,
0,469,0.03387316316366196,,,,,,
0,479,0.043073348701000214,,,,,,
0,489,0.02872740663588047,,,,,,
0,499,0.054486218839883804,,,,,,
0,509,0.04230169206857681,,,,,,
0,519,0.03860355168581009,,,,,,
0,529,0.03151034563779831,,,,,,
0,539,0.04231666028499603,,,,,,
0,549,0.04211287572979927,,,,,,
0,559,0.03355817124247551,,,,,,
0,569,0.04576434567570686,,,,,,
0,579,0.022218244150280952,,,,,,
0,589,0.05363752320408821,,,,,,
0,599,0.045354705303907394,,,,,,
0,609,0.03238121047616005,,,,,,
0,619,0.04342259094119072,,,,,,
0,629,0.047209788113832474,,,,,,
0,639,0.016832474619150162,,,,,,
0,641,,0.27907535433769226,0.11346035450696945,0.8328032493591309,0.20382165908813477,0.3534297049045563,
1,649,0.021548332646489143,,,,,,
1,659,0.04660681635141373,,,,,,
1,669,0.030126821249723434,,,,,,
1,679,0.030046673491597176,,,,,,
1,689,0.03766169026494026,,,,,,
1,699,0.03988685831427574,,,,,,
1,709,0.029525134712457657,,,,,,
1,719,0.03681585192680359,,,,,,
1,729,0.03715665638446808,,,,,,
1,739,0.024666791781783104,,,,,,
1,749,0.023868463933467865,,,,,,
1,759,0.020939337089657784,,,,,,
1,769,0.05187952518463135,,,,,,
1,779,0.025899026542901993,,,,,,
1,789,0.029921982437372208,,,,,,
1,799,0.040707655251026154,,,,,,
1,809,0.03355928137898445,,,,,,
1,819,0.030439704656600952,,,,,,
