epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,test_loss
0,9,0.09205365180969238,,,,,,
0,19,0.07242812216281891,,,,,,
0,29,0.058125272393226624,,,,,,
0,39,0.05193940922617912,,,,,,
0,49,0.03556778281927109,,,,,,
0,59,0.02829364500939846,,,,,,
0,69,0.03486821427941322,,,,,,
0,79,0.04030030220746994,,,,,,
0,89,0.03763284161686897,,,,,,
0,99,0.03265037760138512,,,,,,
0,109,0.021883593872189522,,,,,,
0,119,0.027110518887639046,,,,,,
0,129,0.042569052428007126,,,,,,
0,139,0.02598009631037712,,,,,,
0,149,0.03602266684174538,,,,,,
0,159,0.04198753833770752,,,,,,
0,169,0.03846710920333862,,,,,,
0,179,0.044051215052604675,,,,,,
0,189,0.041184451431035995,,,,,,
0,199,0.04411134123802185,,,,,,
0,209,0.028301049023866653,,,,,,
0,219,0.03051917999982834,,,,,,
0,229,0.025674358010292053,,,,,,
0,239,0.04205841198563576,,,,,,
0,249,0.026763472706079483,,,,,,
0,259,0.026456668972969055,,,,,,
0,269,0.036720823496580124,,,,,,
0,279,0.0597742535173893,,,,,,
0,289,0.023722510784864426,,,,,,
0,299,0.029762309044599533,,,,,,
0,309,0.024359771981835365,,,,,,
0,319,0.035485994070768356,,,,,,
0,329,0.04569001868367195,,,,,,
0,339,0.05120540037751198,,,,,,
0,349,0.037086471915245056,,,,,,
0,359,0.020759498700499535,,,,,,
0,369,0.0346941277384758,,,,,,
0,379,0.022504428401589394,,,,,,
0,389,0.04064468294382095,,,,,,
0,399,0.041780222207307816,,,,,,
0,409,0.038534123450517654,,,,,,
0,419,0.0345434732735157,,,,,,
0,429,0.013475590385496616,,,,,,
0,439,0.045175451785326004,,,,,,
0,449,0.03395187854766846,,,,,,
0,459,0.027971068397164345,,,,,,
0,469,0.03315816819667816,,,,,,
0,479,0.03546515479683876,,,,,,
0,489,0.02751934714615345,,,,,,
0,499,0.057083554565906525,,,,,,
0,509,0.02823473885655403,,,,,,
0,519,0.056555651128292084,,,,,,
0,529,0.023873234167695045,,,,,,
0,539,0.040527909994125366,,,,,,
0,549,0.03858807682991028,,,,,,
0,559,0.02678614668548107,,,,,,
0,569,0.04155908152461052,,,,,,
0,579,0.03213050588965416,,,,,,
0,589,0.039420198649168015,,,,,,
0,599,0.04246573895215988,,,,,,
0,609,0.028981627896428108,,,,,,
0,619,0.03849270939826965,,,,,,
0,629,0.043182216584682465,,,,,,
0,639,0.022920960560441017,,,,,,
0,641,,0.2208067923784256,0.2974242866039276,0.3688845932483673,0.8376829028129578,0.10875891894102097,
1,649,0.020306214690208435,,,,,,
1,659,0.0356685109436512,,,,,,
1,669,0.028733259066939354,,,,,,
1,679,0.029495861381292343,,,,,,
1,689,0.0554448626935482,,,,,,
1,699,0.0254829041659832,,,,,,
1,709,0.021919790655374527,,,,,,
1,719,0.04031193256378174,,,,,,
1,729,0.034423261880874634,,,,,,
1,739,0.025444194674491882,,,,,,
1,749,0.01615845039486885,,,,,,
1,759,0.025951024144887924,,,,,,
1,769,0.06791776418685913,,,,,,
1,779,0.025770582258701324,,,,,,
1,789,0.03781735152006149,,,,,,
1,799,0.02987215295433998,,,,,,
1,809,0.02718108892440796,,,,,,
1,819,0.030754858627915382,,,,,,
1,829,0.0522770918905735,,,,,,
1,839,0.040589213371276855,,,,,,
1,849,0.040424395352602005,,,,,,
1,859,0.029847463592886925,,,,,,
1,869,0.05908946320414543,,,,,,
1,879,0.022997703403234482,,,,,,
1,889,0.03273419663310051,,,,,,
1,899,0.02105732448399067,,,,,,
1,909,0.025097163394093513,,,,,,
1,919,0.02479422092437744,,,,,,
1,929,0.03613486513495445,,,,,,
1,939,0.0389607734978199,,,,,,
1,949,0.04089203476905823,,,,,,
1,959,0.046025350689888,,,,,,
1,969,0.03751734271645546,,,,,,
1,979,0.04215887933969498,,,,,,
1,989,0.030352191999554634,,,,,,
1,999,0.013937927782535553,,,,,,
1,1009,0.010322034358978271,,,,,,
1,1019,0.031172117218375206,,,,,,
1,1029,0.03972102701663971,,,,,,
1,1039,0.03387323394417763,,,,,,
1,1049,0.04121234267950058,,,,,,
1,1059,0.0240893866866827,,,,,,
1,1069,0.031714264303445816,,,,,,
1,1079,0.038716867566108704,,,,,,
1,1089,0.04089943319559097,,,,,,
1,1099,0.036714617162942886,,,,,,
1,1109,0.03213421255350113,,,,,,
1,1119,0.033166658133268356,,,,,,
1,1129,0.029389021918177605,,,,,,
1,1139,0.05155055224895477,,,,,,
1,1149,0.029852453619241714,,,,,,
1,1159,0.034557584673166275,,,,,,
1,1169,0.0294070765376091,,,,,,
1,1179,0.03944984823465347,,,,,,
1,1189,0.027807164937257767,,,,,,
1,1199,0.036175936460494995,,,,,,
1,1209,0.0380362793803215,,,,,,
1,1219,0.025919826701283455,,,,,,
1,1229,0.02272556535899639,,,,,,
1,1239,0.033802904188632965,,,,,,
1,1249,0.017983706668019295,,,,,,
1,1259,0.053645964711904526,,,,,,
1,1269,0.05736929550766945,,,,,,
1,1279,0.044091396033763885,,,,,,
1,1283,,0.24628449976444244,0.31794440746307373,0.3868805468082428,0.8422295451164246,0.09128186851739883,
2,1289,0.04440353438258171,,,,,,
2,1299,0.047030624002218246,,,,,,
2,1309,0.02572277933359146,,,,,,
2,1319,0.06460369378328323,,,,,,
2,1329,0.017393574118614197,,,,,,
2,1339,0.030352594330906868,,,,,,
2,1349,0.037668850272893906,,,,,,
2,1359,0.02893213741481304,,,,,,
2,1369,0.022895608097314835,,,,,,
2,1379,0.03573399782180786,,,,,,
2,1389,0.03999745845794678,,,,,,
2,1399,0.04405604302883148,,,,,,
2,1409,0.025524482131004333,,,,,,
2,1419,0.0349615253508091,,,,,,
2,1429,0.021407468244433403,,,,,,
2,1439,0.03192741796374321,,,,,,
2,1449,0.023994969204068184,,,,,,
2,1459,0.02443772181868553,,,,,,
2,1469,0.042785461992025375,,,,,,
2,1479,0.027173565700650215,,,,,,
2,1489,0.0280438382178545,,,,,,
2,1499,0.02187013253569603,,,,,,
2,1509,0.048357319086790085,,,,,,
2,1519,0.03232526406645775,,,,,,
2,1529,0.03177601099014282,,,,,,
2,1539,0.01567576453089714,,,,,,
2,1549,0.058063115924596786,,,,,,
2,1559,0.0281810462474823,,,,,,
2,1569,0.02471436932682991,,,,,,
2,1579,0.04088795557618141,,,,,,
2,1589,0.02571702003479004,,,,,,
2,1599,0.03573248162865639,,,,,,
2,1609,0.03602970018982887,,,,,,
2,1619,0.02337225154042244,,,,,,
2,1629,0.019327327609062195,,,,,,
2,1639,0.01835017092525959,,,,,,
2,1649,0.024480663239955902,,,,,,
2,1659,0.011408095248043537,,,,,,
2,1669,0.03149034082889557,,,,,,
2,1679,0.04104013368487358,,,,,,
2,1689,0.02582838386297226,,,,,,
2,1699,0.03114214912056923,,,,,,
2,1709,0.019664617255330086,,,,,,
2,1719,0.02374696545302868,,,,,,
2,1729,0.030756046995520592,,,,,,
2,1739,0.041691817343235016,,,,,,
2,1749,0.027359014376997948,,,,,,
2,1759,0.04856058210134506,,,,,,
2,1769,0.020467331632971764,,,,,,
2,1779,0.04259007051587105,,,,,,
2,1789,0.022923000156879425,,,,,,
2,1799,0.031042100861668587,,,,,,
2,1809,0.02137160860002041,,,,,,
2,1819,0.01699955202639103,,,,,,
2,1829,0.03558839112520218,,,,,,
2,1839,0.03247806429862976,,,,,,
2,1849,0.02471807226538658,,,,,,
2,1859,0.05595586821436882,,,,,,
2,1869,0.02350606396794319,,,,,,
2,1879,0.03850548714399338,,,,,,
2,1889,0.03554988652467728,,,,,,
2,1899,0.01897358149290085,,,,,,
2,1909,0.01721140928566456,,,,,,
2,1919,0.030816147103905678,,,,,,
2,1925,,0.2717622220516205,0.3434975743293762,0.4069688022136688,0.8482334613800049,0.09599705785512924,
3,1929,0.02846454083919525,,,,,,
3,1939,0.011648345738649368,,,,,,
3,1949,0.0245218463242054,,,,,,
3,1959,0.021750520914793015,,,,,,
3,1969,0.020552106201648712,,,,,,
3,1979,0.014337197877466679,,,,,,
3,1989,0.025620782747864723,,,,,,
3,1999,0.030946116894483566,,,,,,
3,2009,0.018863139674067497,,,,,,
3,2019,0.031892016530036926,,,,,,
3,2029,0.05582465976476669,,,,,,
3,2039,0.01601320691406727,,,,,,
3,2049,0.02711389772593975,,,,,,
3,2059,0.025834577158093452,,,,,,
3,2069,0.02292516827583313,,,,,,
3,2079,0.015590833500027657,,,,,,
3,2089,0.02390975132584572,,,,,,
3,2099,0.029640525579452515,,,,,,
3,2109,0.020010069012641907,,,,,,
3,2119,0.008819721639156342,,,,,,
3,2129,0.015981465578079224,,,,,,
3,2139,0.02252340503036976,,,,,,
3,2149,0.03371250256896019,,,,,,
3,2159,0.010208237916231155,,,,,,
3,2169,0.02433508075773716,,,,,,
3,2179,0.024860907346010208,,,,,,
3,2189,0.01847025752067566,,,,,,
3,2199,0.03763091191649437,,,,,,
3,2209,0.055378589779138565,,,,,,
3,2219,0.02836684137582779,,,,,,
3,2229,0.014594666659832,,,,,,
3,2239,0.031326182186603546,,,,,,
3,2249,0.009635076858103275,,,,,,
3,2259,0.015195934101939201,,,,,,
3,2269,0.022767920047044754,,,,,,
3,2279,0.021383538842201233,,,,,,
3,2289,0.013582967221736908,,,,,,
3,2299,0.022358518093824387,,,,,,
3,2309,0.012829973362386227,,,,,,
3,2319,0.04014933481812477,,,,,,
3,2329,0.015873052179813385,,,,,,
3,2339,0.012300129979848862,,,,,,
3,2349,0.009204698726534843,,,,,,
3,2359,0.019620319828391075,,,,,,
3,2369,0.020024212077260017,,,,,,
3,2379,0.005428794305771589,,,,,,
3,2389,0.005755270831286907,,,,,,
3,2399,0.027432983741164207,,,,,,
3,2409,0.015710551291704178,,,,,,
3,2419,0.021580444648861885,,,,,,
3,2429,0.01815974712371826,,,,,,
3,2439,0.00825254525989294,,,,,,
3,2449,0.03611532226204872,,,,,,
3,2459,0.023727159947156906,,,,,,
3,2469,0.012800195254385471,,,,,,
3,2479,0.012605301104485989,,,,,,
3,2489,0.012862340547144413,,,,,,
3,2499,0.033764954656362534,,,,,,
3,2509,0.02032647654414177,,,,,,
3,2519,0.012648106552660465,,,,,,
3,2529,0.008741901256144047,,,,,,
3,2539,0.008661280386149883,,,,,,
3,2549,0.011549877934157848,,,,,,
3,2559,0.01195453479886055,,,,,,
3,2567,,0.2866241931915283,0.3615227937698364,0.4133390188217163,0.852364182472229,0.13414810597896576,
4,2569,0.06543388962745667,,,,,,
4,2579,0.03609487786889076,,,,,,
4,2589,0.02645396627485752,,,,,,
4,2599,0.02777913212776184,,,,,,
4,2609,0.012693507596850395,,,,,,
4,2619,0.01750328205525875,,,,,,
4,2629,0.053216271102428436,,,,,,
4,2639,0.02617514692246914,,,,,,
4,2649,0.024252884089946747,,,,,,
4,2659,0.020648734644055367,,,,,,
4,2669,0.044611841440200806,,,,,,
4,2679,0.04959927871823311,,,,,,
4,2689,0.04548170790076256,,,,,,
4,2699,0.012506307102739811,,,,,,
4,2709,0.04367627203464508,,,,,,
4,2719,0.03154850751161575,,,,,,
4,2729,0.02837846614420414,,,,,,
4,2739,0.029506690800189972,,,,,,
4,2749,0.025220708921551704,,,,,,
4,2759,0.04960896074771881,,,,,,
4,2769,0.03227600082755089,,,,,,
4,2779,0.036534346640110016,,,,,,
4,2789,0.038871053606271744,,,,,,
4,2799,0.029469218105077744,,,,,,
4,2809,0.022644096985459328,,,,,,
4,2819,0.027072232216596603,,,,,,
4,2829,0.01871490105986595,,,,,,
4,2839,0.04334267973899841,,,,,,
4,2849,0.038429707288742065,,,,,,
4,2859,0.026341918855905533,,,,,,
4,2869,0.021138349547982216,,,,,,
4,2879,0.012411743402481079,,,,,,
4,2889,0.014228173531591892,,,,,,
4,2899,0.017492810264229774,,,,,,
4,2909,0.050498709082603455,,,,,,
4,2919,0.02271462231874466,,,,,,
4,2929,0.04523049667477608,,,,,,
4,2939,0.02853669784963131,,,,,,
4,2949,0.024371793493628502,,,,,,
4,2959,0.010796654038131237,,,,,,
4,2969,0.038552816957235336,,,,,,
4,2979,0.02018333040177822,,,,,,
4,2989,0.03611811622977257,,,,,,
4,2999,0.0363796092569828,,,,,,
4,3009,0.03831794485449791,,,,,,
4,3019,0.031652580946683884,,,,,,
4,3029,0.02524883858859539,,,,,,
4,3039,0.014385409653186798,,,,,,
4,3049,0.01576351374387741,,,,,,
4,3059,0.042949799448251724,,,,,,
4,3069,0.0158526748418808,,,,,,
4,3079,0.022928940132260323,,,,,,
4,3089,0.0370602011680603,,,,,,
4,3099,0.009554626420140266,,,,,,
4,3109,0.010902324691414833,,,,,,
4,3119,0.028614496812224388,,,,,,
4,3129,0.038481418043375015,,,,,,
4,3139,0.01962137036025524,,,,,,
4,3149,0.02954818867146969,,,,,,
4,3159,0.029356589540839195,,,,,,
4,3169,0.018475355580449104,,,,,,
4,3179,0.030561719089746475,,,,,,
4,3189,0.02441922202706337,,,,,,
4,3199,0.06364540010690689,,,,,,
4,3209,0.024158993735909462,,,,,,
4,3209,,0.31210190057754517,0.38182535767555237,0.43920445442199707,0.8554457426071167,0.07332310080528259,
5,3210,,,,,,,0.07332310080528259
