step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
9,0.6505246162414551,0,,,,,,
19,0.2736370265483856,0,,,,,,
29,0.20249398052692413,0,,,,,,
39,0.19382372498512268,0,,,,,,
49,0.25643742084503174,0,,,,,,
59,0.2635089159011841,0,,,,,,
69,0.1363833099603653,0,,,,,,
79,0.1367723047733307,0,,,,,,
89,0.09945488721132278,0,,,,,,
99,0.09972955286502838,0,,,,,,
109,0.20329105854034424,0,,,,,,
119,0.21655884385108948,0,,,,,,
129,0.1664186269044876,0,,,,,,
139,0.21987035870552063,0,,,,,,
149,0.13634121417999268,0,,,,,,
159,0.12196153402328491,0,,,,,,
169,0.2992295026779175,0,,,,,,
179,0.11600320786237717,0,,,,,,
189,0.13832813501358032,0,,,,,,
199,0.31324365735054016,0,,,,,,
209,0.08983664959669113,0,,,,,,
219,0.11994203180074692,0,,,,,,
229,0.2255551517009735,0,,,,,,
239,0.12330682575702667,0,,,,,,
249,0.14226368069648743,0,,,,,,
259,0.18173083662986755,0,,,,,,
269,0.16471022367477417,0,,,,,,
279,0.2039310485124588,0,,,,,,
289,0.20278508961200714,0,,,,,,
299,0.11859314888715744,0,,,,,,
309,0.14243583381175995,0,,,,,,
319,0.11311552673578262,0,,,,,,
329,0.1326194703578949,0,,,,,,
339,0.0988769456744194,0,,,,,,
344,,0,0.20792943239212036,0.11577856540679932,0.14386460185050964,0.2648215889930725,0.7799506187438965,
349,0.2134702056646347,1,,,,,,
359,0.15094804763793945,1,,,,,,
369,0.15974047780036926,1,,,,,,
379,0.16732092201709747,1,,,,,,
389,0.08118318021297455,1,,,,,,
399,0.12064644694328308,1,,,,,,
409,0.10875258594751358,1,,,,,,
419,0.12501278519630432,1,,,,,,
429,0.11717480421066284,1,,,,,,
439,0.12207749485969543,1,,,,,,
449,0.12559153139591217,1,,,,,,
459,0.17545707523822784,1,,,,,,
469,0.16541007161140442,1,,,,,,
479,0.15695583820343018,1,,,,,,
