train_loss,epoch,step,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_bert_score
0.5983572006225586,0,9,,,,,,,,,,
0.21840780973434448,0,19,,,,,,,,,,
0.27162039279937744,0,29,,,,,,,,,,
0.20589038729667664,0,39,,,,,,,,,,
0.18888846039772034,0,49,,,,,,,,,,
0.14143848419189453,0,59,,,,,,,,,,
0.13036805391311646,0,69,,,,,,,,,,
0.1384851336479187,0,79,,,,,,,,,,
0.3805893361568451,0,89,,,,,,,,,,
0.1321777105331421,0,99,,,,,,,,,,
0.23475608229637146,0,109,,,,,,,,,,
0.12151680141687393,0,119,,,,,,,,,,
,0,124,0.4804960787296295,0.8841308355331421,0.42506143450737,0.09014835208654404,0.5345232486724854,,,,,
0.11315630376338959,1,129,,,,,,,,,,
0.4890013337135315,1,139,,,,,,,,,,
0.16690796613693237,1,149,,,,,,,,,,
0.12222208082675934,1,159,,,,,,,,,,
0.10889192670583725,1,169,,,,,,,,,,
0.158189058303833,1,179,,,,,,,,,,
0.11597224324941635,1,189,,,,,,,,,,
0.18043427169322968,1,199,,,,,,,,,,
0.17464499175548553,1,209,,,,,,,,,,
0.07529734820127487,1,219,,,,,,,,,,
0.36816027760505676,1,229,,,,,,,,,,
0.11253593862056732,1,239,,,,,,,,,,
0.11626482754945755,1,249,,,,,,,,,,
,1,249,0.5308007001876831,0.8934656381607056,0.4815724790096283,0.08146046102046967,0.5725064873695374,,,,,
0.0460006445646286,2,259,,,,,,,,,,
0.16660535335540771,2,269,,,,,,,,,,
0.0878264382481575,2,279,,,,,,,,,,
0.12075679004192352,2,289,,,,,,,,,,
0.14376972615718842,2,299,,,,,,,,,,
0.08961047232151031,2,309,,,,,,,,,,
0.10722372680902481,2,319,,,,,,,,,,
0.12653833627700806,2,329,,,,,,,,,,
0.062152404338121414,2,339,,,,,,,,,,
0.12341795116662979,2,349,,,,,,,,,,
0.11932238191366196,2,359,,,,,,,,,,
0.15529121458530426,2,369,,,,,,,,,,
,2,374,0.5356721878051758,0.8959922194480896,0.4864864945411682,0.07703781872987747,0.5774343609809875,,,,,
0.08579222857952118,3,379,,,,,,,,,,
0.06925678253173828,3,389,,,,,,,,,,
0.14491018652915955,3,399,,,,,,,,,,
0.09411651641130447,3,409,,,,,,,,,,
0.11923205107450485,3,419,,,,,,,,,,
0.11084190011024475,3,429,,,,,,,,,,
0.06755097955465317,3,439,,,,,,,,,,
0.11869756132364273,3,449,,,,,,,,,,
0.10819525271654129,3,459,,,,,,,,,,
0.05804487690329552,3,469,,,,,,,,,,
0.1300124228000641,3,479,,,,,,,,,,
0.08529200404882431,3,489,,,,,,,,,,
0.1811797320842743,3,499,,,,,,,,,,
,3,499,0.5364038348197937,0.8952011466026306,0.49140048027038574,0.0752989798784256,0.5839210748672485,,,,,
0.08305005729198456,4,509,,,,,,,,,,
0.08496583253145218,4,519,,,,,,,,,,
0.07697273790836334,4,529,,,,,,,,,,
0.10564889758825302,4,539,,,,,,,,,,
0.1266503930091858,4,549,,,,,,,,,,
0.1000840961933136,4,559,,,,,,,,,,
0.08538831770420074,4,569,,,,,,,,,,
0.0877877026796341,4,579,,,,,,,,,,
0.05513433367013931,4,589,,,,,,,,,,
0.08276563137769699,4,599,,,,,,,,,,
0.09084685146808624,4,609,,,,,,,,,,
0.09803978353738785,4,619,,,,,,,,,,
,4,624,0.5659667253494263,0.9018911123275757,0.5184274911880493,0.07340637594461441,0.6080527901649475,,,,,
,5,625,,,,,,0.07340637594461441,0.5184274911880493,0.6080527901649475,0.5659667253494263,0.9018911123275757
