train_loss,epoch,step,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
0.46051108837127686,0,9,,,,,,
0.34181514382362366,0,19,,,,,,
0.2143584042787552,0,29,,,,,,
0.3980787992477417,0,39,,,,,,
0.2260599285364151,0,49,,,,,,
0.23097574710845947,0,59,,,,,,
0.08226507157087326,0,69,,,,,,
0.1324467808008194,0,79,,,,,,
0.1557961106300354,0,89,,,,,,
0.16223685443401337,0,99,,,,,,
0.1853950172662735,0,109,,,,,,
0.3144693672657013,0,119,,,,,,
0.2102028727531433,0,129,,,,,,
0.26805511116981506,0,139,,,,,,
0.15759339928627014,0,149,,,,,,
0.15694758296012878,0,159,,,,,,
0.1423475295305252,0,169,,,,,,
0.15082459151744843,0,179,,,,,,
0.17841096222400665,0,189,,,,,,
0.11947274953126907,0,199,,,,,,
0.19630171358585358,0,209,,,,,,
0.1757626086473465,0,219,,,,,,
0.11003731191158295,0,229,,,,,,
0.1464027315378189,0,239,,,,,,
0.15745292603969574,0,249,,,,,,
0.09875224530696869,0,259,,,,,,
0.21979770064353943,0,269,,,,,,
0.15234704315662384,0,279,,,,,,
0.08911110460758209,0,289,,,,,,
0.1959027796983719,0,299,,,,,,
0.0987292155623436,0,309,,,,,,
0.13542906939983368,0,319,,,,,,
0.1912832260131836,0,329,,,,,,
0.08336234092712402,0,339,,,,,,
,0,345,0.24947474896907806,0.09657764434814453,0.7832446694374084,0.18571428954601288,0.3032975494861603,
0.1426834762096405,1,349,,,,,,
0.1127176433801651,1,359,,,,,,
0.1358688473701477,1,369,,,,,,
0.15796905755996704,1,379,,,,,,
0.17192749679088593,1,389,,,,,,
0.1570545732975006,1,399,,,,,,
0.11678139865398407,1,409,,,,,,
0.13165871798992157,1,419,,,,,,
0.09472965449094772,1,429,,,,,,
0.10553811490535736,1,439,,,,,,
0.2127692997455597,1,449,,,,,,
0.24253933131694794,1,459,,,,,,
0.20565828680992126,1,469,,,,,,
0.23427285254001617,1,479,,,,,,
0.10418987274169922,1,489,,,,,,
0.09193219989538193,1,499,,,,,,
0.1480223685503006,1,509,,,,,,
0.13398364186286926,1,519,,,,,,
0.21492767333984375,1,529,,,,,,
0.18915846943855286,1,539,,,,,,
0.10901329666376114,1,549,,,,,,
0.06184837222099304,1,559,,,,,,
0.12659551203250885,1,569,,,,,,
0.07600019127130508,1,579,,,,,,
0.22430767118930817,1,589,,,,,,
0.09696345776319504,1,599,,,,,,
0.10843363404273987,1,609,,,,,,
0.08189765363931656,1,619,,,,,,
0.1622563600540161,1,629,,,,,,
0.11621375381946564,1,639,,,,,,
0.19121408462524414,1,649,,,,,,
0.08295339345932007,1,659,,,,,,
0.12026091665029526,1,669,,,,,,
0.09344374388456345,1,679,,,,,,
0.12827511131763458,1,689,,,,,,
,1,691,0.28701624274253845,0.10845726728439331,0.7950721979141235,0.21857142448425293,0.32992875576019287,
0.13492968678474426,2,699,,,,,,
0.07155229896306992,2,709,,,,,,
0.07851333916187286,2,719,,,,,,
0.07111144810914993,2,729,,,,,,
0.1039639487862587,2,739,,,,,,
0.10747770965099335,2,749,,,,,,
0.08670163154602051,2,759,,,,,,
0.05108771473169327,2,769,,,,,,
0.11037176102399826,2,779,,,,,,
0.06275244057178497,2,789,,,,,,
0.0707872062921524,2,799,,,,,,
0.08159936964511871,2,809,,,,,,
0.1228182315826416,2,819,,,,,,
0.07300163060426712,2,829,,,,,,
0.08190597593784332,2,839,,,,,,
0.055847544223070145,2,849,,,,,,
0.06750776618719101,2,859,,,,,,
0.12519647181034088,2,869,,,,,,
0.1033935472369194,2,879,,,,,,
0.07197975367307663,2,889,,,,,,
0.10581433027982712,2,899,,,,,,
0.08980263024568558,2,909,,,,,,
0.077606201171875,2,919,,,,,,
0.0726274698972702,2,929,,,,,,
0.11434537917375565,2,939,,,,,,
0.06088007986545563,2,949,,,,,,
0.08181232213973999,2,959,,,,,,
0.07758095115423203,2,969,,,,,,
0.07079051434993744,2,979,,,,,,
0.09387125074863434,2,989,,,,,,
0.10703467577695847,2,999,,,,,,
0.06165890768170357,2,1009,,,,,,
0.06797105818986893,2,1019,,,,,,
0.10101050138473511,2,1029,,,,,,
,2,1037,0.30682793259620667,0.10521586984395981,0.8029043674468994,0.24571429193019867,0.3476950526237488,
0.048863667994737625,3,1039,,,,,,
0.10405370593070984,3,1049,,,,,,
0.0821940004825592,3,1059,,,,,,
0.08440689742565155,3,1069,,,,,,
0.09246677905321121,3,1079,,,,,,
0.07408610731363297,3,1089,,,,,,
0.09747181087732315,3,1099,,,,,,
0.052152302116155624,3,1109,,,,,,
0.0782565101981163,3,1119,,,,,,
0.052071645855903625,3,1129,,,,,,
0.05797722935676575,3,1139,,,,,,
0.04962467774748802,3,1149,,,,,,
0.06255821883678436,3,1159,,,,,,
0.07180850952863693,3,1169,,,,,,
0.07545827329158783,3,1179,,,,,,
0.07413098961114883,3,1189,,,,,,
0.05676693469285965,3,1199,,,,,,
0.05010765790939331,3,1209,,,,,,
0.08358144015073776,3,1219,,,,,,
0.045891471207141876,3,1229,,,,,,
0.14402279257774353,3,1239,,,,,,
0.059795718640089035,3,1249,,,,,,
0.03811000660061836,3,1259,,,,,,
0.06935367733240128,3,1269,,,,,,
0.06493085622787476,3,1279,,,,,,
0.06804981082677841,3,1289,,,,,,
0.048518192023038864,3,1299,,,,,,
0.06695692241191864,3,1309,,,,,,
0.08305786550045013,3,1319,,,,,,
0.09810037910938263,3,1329,,,,,,
0.04546710476279259,3,1339,,,,,,
0.06722266227006912,3,1349,,,,,,
0.06496841460466385,3,1359,,,,,,
0.044406283646821976,3,1369,,,,,,
0.06045959144830704,3,1379,,,,,,
,3,1383,0.318236768245697,0.11300655454397202,0.8085021376609802,0.2542857229709625,0.3569273054599762,
0.05530282109975815,4,1389,,,,,,
0.059771828353405,4,1399,,,,,,
0.062269967049360275,4,1409,,,,,,
0.06202923133969307,4,1419,,,,,,
0.04560970887541771,4,1429,,,,,,
0.06066248193383217,4,1439,,,,,,
0.05217674747109413,4,1449,,,,,,
0.057384178042411804,4,1459,,,,,,
0.03977956250309944,4,1469,,,,,,
0.04429077357053757,4,1479,,,,,,
0.06308041512966156,4,1489,,,,,,
0.049766942858695984,4,1499,,,,,,
0.05005017668008804,4,1509,,,,,,
0.031177472323179245,4,1519,,,,,,
0.03674475476145744,4,1529,,,,,,
0.06608212739229202,4,1539,,,,,,
0.04651593789458275,4,1549,,,,,,
0.05782444030046463,4,1559,,,,,,
0.05732335150241852,4,1569,,,,,,
0.04669220745563507,4,1579,,,,,,
0.061910130083560944,4,1589,,,,,,
0.06630221754312515,4,1599,,,,,,
0.05447295680642128,4,1609,,,,,,
0.04292139410972595,4,1619,,,,,,
0.042405590415000916,4,1629,,,,,,
0.05147466063499451,4,1639,,,,,,
0.03829064592719078,4,1649,,,,,,
0.0590541735291481,4,1659,,,,,,
0.04806612804532051,4,1669,,,,,,
0.053233783692121506,4,1679,,,,,,
0.05401061847805977,4,1689,,,,,,
0.04202894866466522,4,1699,,,,,,
0.0398850291967392,4,1709,,,,,,
0.037503793835639954,4,1719,,,,,,
0.029125014320015907,4,1729,,,,,,
,4,1729,0.32079803943634033,0.1359453946352005,0.8112867474555969,0.2571428716182709,0.3551301062107086,
,5,1730,,,,,,0.1359453946352005
