step,train_loss,epoch,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_loss
9,1.0289478302001953,0,,,,,,
19,0.3909028470516205,0,,,,,,
29,0.4770813584327698,0,,,,,,
39,0.2510811388492584,0,,,,,,
49,0.3352184593677521,0,,,,,,
59,0.1736472100019455,0,,,,,,
69,0.3929404318332672,0,,,,,,
79,0.49195319414138794,0,,,,,,
89,0.2553775906562805,0,,,,,,
99,0.523908257484436,0,,,,,,
109,0.3704204857349396,0,,,,,,
119,0.28656813502311707,0,,,,,,
129,0.3215891718864441,0,,,,,,
139,0.1925262063741684,0,,,,,,
149,0.19009748101234436,0,,,,,,
159,0.15347155928611755,0,,,,,,
169,0.3090440332889557,0,,,,,,
179,0.18918585777282715,0,,,,,,
189,0.19305402040481567,0,,,,,,
199,0.35290461778640747,0,,,,,,
209,0.2106005698442459,0,,,,,,
219,0.29728856682777405,0,,,,,,
229,0.13580597937107086,0,,,,,,
239,0.12559962272644043,0,,,,,,
249,0.2087956815958023,0,,,,,,
259,0.2260352373123169,0,,,,,,
269,0.13250507414340973,0,,,,,,
279,0.2522909641265869,0,,,,,,
289,0.2210536003112793,0,,,,,,
299,0.15495605766773224,0,,,,,,
309,0.17586293816566467,0,,,,,,
319,0.18801343441009521,0,,,,,,
329,0.1862497180700302,0,,,,,,
339,0.18572337925434113,0,,,,,,
349,0.11187057197093964,0,,,,,,
359,0.11002837121486664,0,,,,,,
369,0.0861312597990036,0,,,,,,
379,0.16662415862083435,0,,,,,,
389,0.22164203226566315,0,,,,,,
399,0.12070636451244354,0,,,,,,
409,0.11564666777849197,0,,,,,,
419,0.11313289403915405,0,,,,,,
429,0.10743021965026855,0,,,,,,
439,0.16739556193351746,0,,,,,,
449,0.10846342146396637,0,,,,,,
459,0.1452648788690567,0,,,,,,
469,0.1305292844772339,0,,,,,,
479,0.10678069293498993,0,,,,,,
489,0.06738849729299545,0,,,,,,
499,0.12963147461414337,0,,,,,,
509,0.21567583084106445,0,,,,,,
519,0.09281845390796661,0,,,,,,
529,0.09227711707353592,0,,,,,,
539,0.13975012302398682,0,,,,,,
549,0.2353266030550003,0,,,,,,
559,0.2521071434020996,0,,,,,,
569,0.15353094041347504,0,,,,,,
579,0.15542416274547577,0,,,,,,
589,0.07580777257680893,0,,,,,,
599,0.14249756932258606,0,,,,,,
609,0.18334561586380005,0,,,,,,
619,0.08216544985771179,0,,,,,,
629,0.22158165276050568,0,,,,,,
639,0.13817104697227478,0,,,,,,
649,0.11741585284471512,0,,,,,,
659,0.10936810821294785,0,,,,,,
669,0.16214115917682648,0,,,,,,
679,0.21571646630764008,0,,,,,,
689,0.09435642510652542,0,,,,,,
699,0.32045692205429077,0,,,,,,
709,0.11691431701183319,0,,,,,,
719,0.10378485172986984,0,,,,,,
729,0.15579859912395477,0,,,,,,
739,0.12905681133270264,0,,,,,,
749,0.12197112292051315,0,,,,,,
759,0.20753447711467743,0,,,,,,
769,0.13216069340705872,0,,,,,,
779,0.10522378236055374,0,,,,,,
789,0.13929058611392975,0,,,,,,
799,0.12302865833044052,0,,,,,,
809,0.07463705539703369,0,,,,,,
819,0.1412317156791687,0,,,,,,
829,0.16835887730121613,0,,,,,,
839,0.048058778047561646,0,,,,,,
849,0.048070598393678665,0,,,,,,
859,0.07328489422798157,0,,,,,,
869,0.0438963957130909,0,,,,,,
879,0.07844392955303192,0,,,,,,
889,0.06585372984409332,0,,,,,,
899,0.09233014285564423,0,,,,,,
909,0.053159717470407486,0,,,,,,
919,0.1305418163537979,0,,,,,,
929,0.07475503534078598,0,,,,,,
939,0.10635632276535034,0,,,,,,
949,0.12139682471752167,0,,,,,,
959,0.09419425576925278,0,,,,,,
969,0.1708989292383194,0,,,,,,
979,0.060245491564273834,0,,,,,,
989,0.09816062450408936,0,,,,,,
999,0.12693654000759125,0,,,,,,
1009,0.09784221649169922,0,,,,,,
1019,0.06129729747772217,0,,,,,,
1029,0.06645641475915909,0,,,,,,
1039,0.1248043030500412,0,,,,,,
1046,,0,0.1225278452038765,0.4365224242210388,0.8419587016105652,0.4628336429595947,0.41228070855140686,
1049,0.07109169661998749,1,,,,,,
1059,0.10063886642456055,1,,,,,,
1069,0.09907383471727371,1,,,,,,
1079,0.07964292913675308,1,,,,,,
1089,0.06694753468036652,1,,,,,,
1099,0.21036145091056824,1,,,,,,
1109,0.09502051025629044,1,,,,,,
1119,0.06587842106819153,1,,,,,,
1129,0.09192942827939987,1,,,,,,
1139,0.13592445850372314,1,,,,,,
1149,0.1385129988193512,1,,,,,,
1159,0.07285750657320023,1,,,,,,
1169,0.08980202674865723,1,,,,,,
1179,0.09410826116800308,1,,,,,,
1189,0.12159962207078934,1,,,,,,
1199,0.03639352321624756,1,,,,,,
1209,0.028139643371105194,1,,,,,,
1219,0.10135934501886368,1,,,,,,
1229,0.06119417026638985,1,,,,,,
1239,0.03651534020900726,1,,,,,,
1249,0.10122078657150269,1,,,,,,
1259,0.05246468260884285,1,,,,,,
1269,0.048985205590724945,1,,,,,,
1279,0.10498886555433273,1,,,,,,
1289,0.12379222363233566,1,,,,,,
1299,0.037355463951826096,1,,,,,,
1309,0.1374587118625641,1,,,,,,
1319,0.09076102823019028,1,,,,,,
1329,0.14270451664924622,1,,,,,,
1339,0.06295160204172134,1,,,,,,
1349,0.043666549026966095,1,,,,,,
1359,0.0375525988638401,1,,,,,,
1369,0.12036754935979843,1,,,,,,
1379,0.11153619736433029,1,,,,,,
1389,0.1061955988407135,1,,,,,,
1399,0.11428744345903397,1,,,,,,
1409,0.07009303569793701,1,,,,,,
1419,0.07200903445482254,1,,,,,,
1429,0.07486081123352051,1,,,,,,
1439,0.04655297473073006,1,,,,,,
1449,0.09969503432512283,1,,,,,,
1459,0.014568375423550606,1,,,,,,
1469,0.07728757709264755,1,,,,,,
1479,0.06682413071393967,1,,,,,,
1489,0.06279252469539642,1,,,,,,
1499,0.04647193104028702,1,,,,,,
1509,0.08528792858123779,1,,,,,,
1519,0.04183267429471016,1,,,,,,
1529,0.010230395011603832,1,,,,,,
1539,0.04577299579977989,1,,,,,,
1549,0.04150760918855667,1,,,,,,
1559,0.11181309074163437,1,,,,,,
