epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0,0.5154852867126465,9,,,,,,
0,0.17525693774223328,19,,,,,,
0,0.2852762043476105,29,,,,,,
0,0.450084924697876,39,,,,,,
0,0.3502274751663208,49,,,,,,
0,0.18294981122016907,59,,,,,,
0,0.2841654121875763,69,,,,,,
0,0.2677749693393707,79,,,,,,
0,0.15721802413463593,89,,,,,,
0,0.16092343628406525,99,,,,,,
0,0.1534203290939331,109,,,,,,
0,0.30516961216926575,119,,,,,,
0,0.46453529596328735,129,,,,,,
0,0.21052387356758118,139,,,,,,
0,0.21954424679279327,149,,,,,,
0,0.15581098198890686,159,,,,,,
0,0.2252640575170517,169,,,,,,
0,0.1446458399295807,179,,,,,,
0,0.17011712491512299,189,,,,,,
0,0.21479350328445435,199,,,,,,
0,0.24299606680870056,209,,,,,,
0,0.15486033260822296,219,,,,,,
0,0.12327679991722107,229,,,,,,
0,0.19121477007865906,239,,,,,,
0,0.16743063926696777,249,,,,,,
0,0.1344287246465683,259,,,,,,
0,0.196492999792099,269,,,,,,
0,0.29587453603744507,279,,,,,,
0,0.24467432498931885,289,,,,,,
0,0.1767590492963791,299,,,,,,
0,0.2089579701423645,309,,,,,,
0,0.14076808094978333,319,,,,,,
0,0.17775413393974304,329,,,,,,
0,0.12092658132314682,339,,,,,,
0,0.2357763797044754,349,,,,,,
0,,351,0.3110714852809906,0.7849097847938538,0.20858895778656006,0.2634170949459076,0.14409635961055756,
1,0.23676836490631104,359,,,,,,
1,0.24053095281124115,369,,,,,,
1,0.09308986365795135,379,,,,,,
1,0.16668429970741272,389,,,,,,
1,0.1270439326763153,399,,,,,,
1,0.16076324880123138,409,,,,,,
1,0.12827186286449432,419,,,,,,
1,0.13206546008586884,429,,,,,,
1,0.13334155082702637,439,,,,,,
1,0.18449178338050842,449,,,,,,
1,0.22625131905078888,459,,,,,,
1,0.14623552560806274,469,,,,,,
1,0.10758037120103836,479,,,,,,
1,0.1256430447101593,489,,,,,,
1,0.21827605366706848,499,,,,,,
1,0.18323150277137756,509,,,,,,
1,0.19171513617038727,519,,,,,,
1,0.09208135306835175,529,,,,,,
1,0.17446458339691162,539,,,,,,
1,0.1820831149816513,549,,,,,,
1,0.1895446628332138,559,,,,,,
1,0.11619295924901962,569,,,,,,
1,0.14135591685771942,579,,,,,,
1,0.21445682644844055,589,,,,,,
1,0.18791359663009644,599,,,,,,
1,0.1703992784023285,609,,,,,,
1,0.1112215518951416,619,,,,,,
1,0.12207110971212387,629,,,,,,
1,0.17350047826766968,639,,,,,,
1,0.1521957665681839,649,,,,,,
1,0.1795589029788971,659,,,,,,
1,0.19761376082897186,669,,,,,,
1,0.14838582277297974,679,,,,,,
1,0.2227107137441635,689,,,,,,
1,0.09328296780586243,699,,,,,,
1,,703,0.3282957077026367,0.7852652072906494,0.21319018304347992,0.27213311195373535,0.11243101954460144,
2,0.1317758411169052,709,,,,,,
2,0.06625936925411224,719,,,,,,
2,0.15487024188041687,729,,,,,,
2,0.0767580196261406,739,,,,,,
2,0.13478904962539673,749,,,,,,
2,0.10996225476264954,759,,,,,,
2,0.12407942861318588,769,,,,,,
2,0.15932013094425201,779,,,,,,
2,0.23889918625354767,789,,,,,,
2,0.1545252799987793,799,,,,,,
2,0.10513875633478165,809,,,,,,
2,0.1065845862030983,819,,,,,,
2,0.1331387758255005,829,,,,,,
2,0.11301696300506592,839,,,,,,
2,0.10086894780397415,849,,,,,,
2,0.11079423129558563,859,,,,,,
2,0.12524288892745972,869,,,,,,
2,0.09262116998434067,879,,,,,,
2,0.11400315910577774,889,,,,,,
2,0.20366093516349792,899,,,,,,
2,0.1455828845500946,909,,,,,,
2,0.0967533215880394,919,,,,,,
2,0.13157661259174347,929,,,,,,
2,0.09417814016342163,939,,,,,,
2,0.12066593766212463,949,,,,,,
2,0.1048002764582634,959,,,,,,
2,0.07079669088125229,969,,,,,,
2,0.0871695950627327,979,,,,,,
2,0.07003852725028992,989,,,,,,
2,0.08188658952713013,999,,,,,,
2,0.0644976869225502,1009,,,,,,
2,0.09883055835962296,1019,,,,,,
2,0.11995919048786163,1029,,,,,,
2,0.08203840255737305,1039,,,,,,
2,0.1541353315114975,1049,,,,,,
2,,1055,0.37376612424850464,0.8001463413238525,0.2622699439525604,0.31714996695518494,0.11227506399154663,
3,0.09404920041561127,1059,,,,,,
3,0.10895371437072754,1069,,,,,,
3,0.08255674690008163,1079,,,,,,
3,0.11586496233940125,1089,,,,,,
3,0.0813596099615097,1099,,,,,,
3,0.03458275645971298,1109,,,,,,
3,0.10086442530155182,1119,,,,,,
3,0.07067848742008209,1129,,,,,,
3,0.07727393507957458,1139,,,,,,
3,0.08731482177972794,1149,,,,,,
3,0.07598573714494705,1159,,,,,,
3,0.06432421505451202,1169,,,,,,
3,0.04244200885295868,1179,,,,,,
3,0.09218719601631165,1189,,,,,,
3,0.07128041982650757,1199,,,,,,
3,0.0678163468837738,1209,,,,,,
3,0.10795775055885315,1219,,,,,,
3,0.08945006132125854,1229,,,,,,
3,0.04793262481689453,1239,,,,,,
3,0.08137817680835724,1249,,,,,,
3,0.06424781680107117,1259,,,,,,
3,0.06430868059396744,1269,,,,,,
3,0.08276759088039398,1279,,,,,,
3,0.10441438108682632,1289,,,,,,
3,0.054262153804302216,1299,,,,,,
3,0.07085269689559937,1309,,,,,,
3,0.09807738661766052,1319,,,,,,
3,0.07689281553030014,1329,,,,,,
3,0.05417342111468315,1339,,,,,,
3,0.08075649291276932,1349,,,,,,
3,0.075190469622612,1359,,,,,,
3,0.13183608651161194,1369,,,,,,
3,0.045155610889196396,1379,,,,,,
3,0.03812715783715248,1389,,,,,,
3,0.06488340348005295,1399,,,,,,
3,,1407,0.37464356422424316,0.8015198707580566,0.26533743739128113,0.32176387310028076,0.12142156809568405,
4,0.19379134476184845,1409,,,,,,
4,0.1486700177192688,1419,,,,,,
4,0.18550632894039154,1429,,,,,,
4,0.1746935099363327,1439,,,,,,
4,0.0843893438577652,1449,,,,,,
4,0.19863754510879517,1459,,,,,,
4,0.11047177016735077,1469,,,,,,
4,0.10900469869375229,1479,,,,,,
4,0.1339304894208908,1489,,,,,,
4,0.19285327196121216,1499,,,,,,
4,0.14653798937797546,1509,,,,,,
4,0.1397741734981537,1519,,,,,,
4,0.27556294202804565,1529,,,,,,
4,0.1255292147397995,1539,,,,,,
4,0.20486947894096375,1549,,,,,,
4,0.275200217962265,1559,,,,,,
4,0.10691852867603302,1569,,,,,,
4,0.1320454478263855,1579,,,,,,
4,0.13352535665035248,1589,,,,,,
4,0.08617419004440308,1599,,,,,,
4,0.13984860479831696,1609,,,,,,
4,0.09602002799510956,1619,,,,,,
4,0.24360787868499756,1629,,,,,,
4,0.09661243110895157,1639,,,,,,
4,0.20703178644180298,1649,,,,,,
4,0.11724478006362915,1659,,,,,,
4,0.11846667528152466,1669,,,,,,
4,0.08400174230337143,1679,,,,,,
4,0.09641187638044357,1689,,,,,,
4,0.08288702368736267,1699,,,,,,
4,0.11262422800064087,1709,,,,,,
4,0.0879146084189415,1719,,,,,,
4,0.0878852978348732,1729,,,,,,
4,0.08495808392763138,1739,,,,,,
4,0.10887765139341354,1749,,,,,,
4,0.13038811087608337,1759,,,,,,
4,,1759,0.3761139214038849,0.8042445182800293,0.2668711543083191,0.3276377022266388,0.10401548445224762,
5,,1760,,,,,,0.10401548445224762
