epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_loss
0,0.5418782830238342,9,,,,,,,,,,
0,0.28716760873794556,19,,,,,,,,,,
0,0.6747696399688721,29,,,,,,,,,,
0,0.33832603693008423,39,,,,,,,,,,
0,0.3403347432613373,49,,,,,,,,,,
0,0.2774905860424042,59,,,,,,,,,,
0,0.6480683088302612,69,,,,,,,,,,
0,0.37092325091362,79,,,,,,,,,,
0,0.3081326484680176,89,,,,,,,,,,
0,0.20458175241947174,99,,,,,,,,,,
0,0.31857362389564514,109,,,,,,,,,,
0,0.17291349172592163,119,,,,,,,,,,
0,0.23327228426933289,129,,,,,,,,,,
0,0.10441670566797256,139,,,,,,,,,,
0,0.21890878677368164,149,,,,,,,,,,
0,0.2572774589061737,159,,,,,,,,,,
0,0.3110153377056122,169,,,,,,,,,,
0,0.1136905774474144,179,,,,,,,,,,
0,,181,0.8739047646522522,0.165686696767807,0.5214136838912964,0.5325118899345398,0.47123289108276367,,,,,
1,0.08617331087589264,189,,,,,,,,,,
1,0.1496964395046234,199,,,,,,,,,,
1,0.36203181743621826,209,,,,,,,,,,
1,0.1739167422056198,219,,,,,,,,,,
1,0.32907724380493164,229,,,,,,,,,,
1,0.1468285322189331,239,,,,,,,,,,
1,0.4681958556175232,249,,,,,,,,,,
1,0.24734847247600555,259,,,,,,,,,,
1,0.241824209690094,269,,,,,,,,,,
1,0.28796881437301636,279,,,,,,,,,,
1,0.1641155332326889,289,,,,,,,,,,
1,0.23066198825836182,299,,,,,,,,,,
1,0.17193956673145294,309,,,,,,,,,,
1,0.30921417474746704,319,,,,,,,,,,
1,0.16718091070652008,329,,,,,,,,,,
1,0.13031315803527832,339,,,,,,,,,,
1,0.8523949980735779,349,,,,,,,,,,
1,0.40182721614837646,359,,,,,,,,,,
1,,363,0.8855209350585938,0.13900090754032135,0.5666308999061584,0.5726764798164368,0.5123287439346313,,,,,
2,0.14515618979930878,369,,,,,,,,,,
2,0.17077764868736267,379,,,,,,,,,,
2,0.1334812045097351,389,,,,,,,,,,
2,0.1784500777721405,399,,,,,,,,,,
2,0.16343018412590027,409,,,,,,,,,,
2,0.24606263637542725,419,,,,,,,,,,
2,0.1683216243982315,429,,,,,,,,,,
2,0.15102516114711761,439,,,,,,,,,,
2,0.22900015115737915,449,,,,,,,,,,
2,0.11879388242959976,459,,,,,,,,,,
2,0.1863061487674713,469,,,,,,,,,,
2,0.20335255563259125,479,,,,,,,,,,
2,0.19609127938747406,489,,,,,,,,,,
2,0.1843423843383789,499,,,,,,,,,,
2,0.1554700881242752,509,,,,,,,,,,
2,0.20959794521331787,519,,,,,,,,,,
2,0.1205132007598877,529,,,,,,,,,,
2,0.40335986018180847,539,,,,,,,,,,
2,,545,0.8923295736312866,0.11751073598861694,0.594279944896698,0.6041074991226196,0.5438356399536133,,,,,
3,0.22578223049640656,549,,,,,,,,,,
3,0.10063546895980835,559,,,,,,,,,,
3,0.16684210300445557,569,,,,,,,,,,
3,0.11267109215259552,579,,,,,,,,,,
3,0.10074673593044281,589,,,,,,,,,,
3,0.11809983104467392,599,,,,,,,,,,
3,0.23714962601661682,609,,,,,,,,,,
3,0.14310775697231293,619,,,,,,,,,,
3,0.08934278786182404,629,,,,,,,,,,
3,0.11371388286352158,639,,,,,,,,,,
3,0.14118781685829163,649,,,,,,,,,,
3,0.14777594804763794,659,,,,,,,,,,
3,0.08908858895301819,669,,,,,,,,,,
3,0.09361878782510757,679,,,,,,,,,,
3,0.33035197854042053,689,,,,,,,,,,
3,0.149140864610672,699,,,,,,,,,,
3,0.09334061294794083,709,,,,,,,,,,
3,0.060502637177705765,719,,,,,,,,,,
3,,727,0.8995682001113892,0.10832848399877548,0.6150450110435486,0.6218017935752869,0.5643835663795471,,,,,
4,0.14545544981956482,729,,,,,,,,,,
4,0.07699499279260635,739,,,,,,,,,,
4,0.09448792785406113,749,,,,,,,,,,
4,0.06937778741121292,759,,,,,,,,,,
4,0.10211355984210968,769,,,,,,,,,,
4,0.10269291698932648,779,,,,,,,,,,
4,0.17438839375972748,789,,,,,,,,,,
4,0.1478733867406845,799,,,,,,,,,,
4,0.06539364159107208,809,,,,,,,,,,
4,0.09539777785539627,819,,,,,,,,,,
4,0.23424719274044037,829,,,,,,,,,,
4,0.05328764393925667,839,,,,,,,,,,
4,0.10573366284370422,849,,,,,,,,,,
4,0.09980165958404541,859,,,,,,,,,,
4,0.09328252822160721,869,,,,,,,,,,
4,0.07907448709011078,879,,,,,,,,,,
4,0.14023669064044952,889,,,,,,,,,,
4,0.3844715654850006,899,,,,,,,,,,
4,0.07992202043533325,909,,,,,,,,,,
4,,909,0.9062387347221375,0.09691337496042252,0.6385961771011353,0.6431440114974976,0.5945205688476562,,,,,
5,,910,,,,,,0.6385961771011353,0.5945205688476562,0.6431440114974976,0.9062387347221375,0.09691337496042252
