train_loss,epoch,step,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_em,test_avg_qa_answer_f1
1.0450630187988281,0,9,,,,,,,,,,
0.578294038772583,0,19,,,,,,,,,,
0.4205204248428345,0,29,,,,,,,,,,
0.43488144874572754,0,39,,,,,,,,,,
0.3331291377544403,0,49,,,,,,,,,,
0.3628145754337311,0,59,,,,,,,,,,
0.3584037125110626,0,69,,,,,,,,,,
0.4108480215072632,0,79,,,,,,,,,,
0.3128334581851959,0,89,,,,,,,,,,
0.2658606171607971,0,99,,,,,,,,,,
0.4112413227558136,0,109,,,,,,,,,,
0.3235897719860077,0,119,,,,,,,,,,
0.2883651554584503,0,129,,,,,,,,,,
0.29516535997390747,0,139,,,,,,,,,,
0.38189518451690674,0,149,,,,,,,,,,
0.3446820378303528,0,159,,,,,,,,,,
0.4434981644153595,0,169,,,,,,,,,,
,0,169,0.342132568359375,0.3088376522064209,0.25361368060112,0.2509836256504059,0.7954335808753967,,,,,
0.2733555734157562,1,179,,,,,,,,,,
0.15821754932403564,1,189,,,,,,,,,,
0.21206435561180115,1,199,,,,,,,,,,
0.24166321754455566,1,209,,,,,,,,,,
0.35089364647865295,1,219,,,,,,,,,,
0.34474146366119385,1,229,,,,,,,,,,
0.3037952184677124,1,239,,,,,,,,,,
0.40690863132476807,1,249,,,,,,,,,,
0.2374158352613449,1,259,,,,,,,,,,
0.16524221003055573,1,269,,,,,,,,,,
0.30528396368026733,1,279,,,,,,,,,,
0.2191878855228424,1,289,,,,,,,,,,
0.12422247976064682,1,299,,,,,,,,,,
0.39018720388412476,1,309,,,,,,,,,,
0.17561013996601105,1,319,,,,,,,,,,
0.28350162506103516,1,329,,,,,,,,,,
0.19067513942718506,1,339,,,,,,,,,,
,1,339,0.39286550879478455,0.3659713566303253,0.315374493598938,0.2283775508403778,0.8167127966880798,,,,,
0.20124387741088867,2,349,,,,,,,,,,
0.22255448997020721,2,359,,,,,,,,,,
0.3837346136569977,2,369,,,,,,,,,,
0.18095529079437256,2,379,,,,,,,,,,
0.21530383825302124,2,389,,,,,,,,,,
0.17550623416900635,2,399,,,,,,,,,,
0.14405445754528046,2,409,,,,,,,,,,
0.22752149403095245,2,419,,,,,,,,,,
0.21971015632152557,2,429,,,,,,,,,,
0.22602267563343048,2,439,,,,,,,,,,
0.2424401491880417,2,449,,,,,,,,,,
0.1541966050863266,2,459,,,,,,,,,,
0.21980777382850647,2,469,,,,,,,,,,
0.20472286641597748,2,479,,,,,,,,,,
0.23618082702159882,2,489,,,,,,,,,,
0.19664552807807922,2,499,,,,,,,,,,
0.06363821029663086,2,509,,,,,,,,,,
,2,509,0.41501617431640625,0.3932371735572815,0.34296977519989014,0.20904302597045898,0.8257496356964111,,,,,
0.21685075759887695,3,519,,,,,,,,,,
0.17402952909469604,3,529,,,,,,,,,,
0.2335558980703354,3,539,,,,,,,,,,
0.17706415057182312,3,549,,,,,,,,,,
0.1876504123210907,3,559,,,,,,,,,,
0.1672537922859192,3,569,,,,,,,,,,
0.19522204995155334,3,579,,,,,,,,,,
0.20983488857746124,3,589,,,,,,,,,,
0.24007150530815125,3,599,,,,,,,,,,
0.27077004313468933,3,609,,,,,,,,,,
0.16575457155704498,3,619,,,,,,,,,,
0.20277874171733856,3,629,,,,,,,,,,
0.1936461329460144,3,639,,,,,,,,,,
0.1839132457971573,3,649,,,,,,,,,,
0.14345727860927582,3,659,,,,,,,,,,
0.14762914180755615,3,669,,,,,,,,,,
0.17923817038536072,3,679,,,,,,,,,,
,3,679,0.44626107811927795,0.42569008469581604,0.37187910079956055,0.20565849542617798,0.8406696915626526,,,,,
0.15128101408481598,4,689,,,,,,,,,,
0.16439996659755707,4,699,,,,,,,,,,
0.19454480707645416,4,709,,,,,,,,,,
0.16244564950466156,4,719,,,,,,,,,,
0.15624915063381195,4,729,,,,,,,,,,
0.22995729744434357,4,739,,,,,,,,,,
0.15348508954048157,4,749,,,,,,,,,,
0.17928794026374817,4,759,,,,,,,,,,
0.1513066291809082,4,769,,,,,,,,,,
0.12981471419334412,4,779,,,,,,,,,,
0.29400205612182617,4,789,,,,,,,,,,
0.15972505509853363,4,799,,,,,,,,,,
0.11424437910318375,4,809,,,,,,,,,,
0.1628749966621399,4,819,,,,,,,,,,
0.2735852897167206,4,829,,,,,,,,,,
0.10990576446056366,4,839,,,,,,,,,,
0.15400442481040955,4,849,,,,,,,,,,
,4,849,0.4366912841796875,0.42006033658981323,0.36268067359924316,0.19748377799987793,0.8408510684967041,,,,,
,5,850,,,,,,0.4366912841796875,0.8408510684967041,0.19748377799987793,0.36268067359924316,0.42006033658981323
