step,train_loss,epoch,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
9,0.24160322546958923,0,,,,,,
19,0.7978438138961792,0,,,,,,
29,0.10561053454875946,0,,,,,,
39,0.13849420845508575,0,,,,,,
49,0.08540554344654083,0,,,,,,
59,0.26393893361091614,0,,,,,,
69,0.13094176352024078,0,,,,,,
79,0.1370401382446289,0,,,,,,
89,0.5765215754508972,0,,,,,,
99,0.14575177431106567,0,,,,,,
109,0.15658150613307953,0,,,,,,
119,0.16169878840446472,0,,,,,,
129,0.16948586702346802,0,,,,,,
139,0.16886338591575623,0,,,,,,
149,0.06618089228868484,0,,,,,,
159,0.19979102909564972,0,,,,,,
169,0.2044372409582138,0,,,,,,
179,0.06851647049188614,0,,,,,,
189,0.2492818832397461,0,,,,,,
199,0.1775849163532257,0,,,,,,
209,0.08172852545976639,0,,,,,,
219,0.1307872235774994,0,,,,,,
229,0.15288151800632477,0,,,,,,
239,0.10361204296350479,0,,,,,,
249,0.08190513402223587,0,,,,,,
259,0.10848551243543625,0,,,,,,
269,0.08574353158473969,0,,,,,,
279,0.0748821422457695,0,,,,,,
289,0.15487071871757507,0,,,,,,
299,0.09633529931306839,0,,,,,,
309,0.07203119248151779,0,,,,,,
319,0.08298401534557343,0,,,,,,
329,0.09534693509340286,0,,,,,,
339,0.056672994047403336,0,,,,,,
349,0.13265152275562286,0,,,,,,
359,0.05927659198641777,0,,,,,,
369,0.08773048967123032,0,,,,,,
379,0.1817541867494583,0,,,,,,
389,0.0873367115855217,0,,,,,,
399,0.05846111476421356,0,,,,,,
409,0.038087617605924606,0,,,,,,
419,0.051594119518995285,0,,,,,,
429,0.04791218787431717,0,,,,,,
439,0.13201266527175903,0,,,,,,
449,0.08517686277627945,0,,,,,,
459,0.040306661278009415,0,,,,,,
469,0.07466383278369904,0,,,,,,
479,0.07815466076135635,0,,,,,,
489,0.07519777119159698,0,,,,,,
499,0.07515072077512741,0,,,,,,
509,0.04167145863175392,0,,,,,,
519,0.08585873246192932,0,,,,,,
529,0.04093121364712715,0,,,,,,
539,0.0696791410446167,0,,,,,,
549,0.03281943500041962,0,,,,,,
559,0.0475577749311924,0,,,,,,
569,0.10860172659158707,0,,,,,,
573,,0,0.668287992477417,0.4027777910232544,0.9146214127540588,0.08452113717794418,0.7181916236877441,
579,0.048155538737773895,1,,,,,,
589,0.05069563537836075,1,,,,,,
599,0.03935730457305908,1,,,,,,
609,0.13291241228580475,1,,,,,,
619,0.04407845064997673,1,,,,,,
629,0.12772297859191895,1,,,,,,
639,0.03213179111480713,1,,,,,,
649,0.07557196915149689,1,,,,,,
659,0.06212427467107773,1,,,,,,
