step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0.614840567111969,0,,,,,,
19,0.31030282378196716,0,,,,,,
29,0.6053723692893982,0,,,,,,
39,0.29139238595962524,0,,,,,,
49,0.4325961768627167,0,,,,,,
59,0.4131728708744049,0,,,,,,
69,1.1802558898925781,0,,,,,,
79,0.34240004420280457,0,,,,,,
89,0.2644858956336975,0,,,,,,
99,0.492524653673172,0,,,,,,
109,0.47240883111953735,0,,,,,,
119,0.22845040261745453,0,,,,,,
129,0.23359736800193787,0,,,,,,
139,1.2347888946533203,0,,,,,,
149,0.40737098455429077,0,,,,,,
159,0.22185276448726654,0,,,,,,
169,0.5120069980621338,0,,,,,,
179,0.1400875598192215,0,,,,,,
189,1.3524730205535889,0,,,,,,
199,0.22773341834545135,0,,,,,,
209,0.14203937351703644,0,,,,,,
219,0.41921332478523254,0,,,,,,
229,0.23907732963562012,0,,,,,,
239,0.23010854423046112,0,,,,,,
249,0.10209009796380997,0,,,,,,
259,0.12490715831518173,0,,,,,,
269,0.16859303414821625,0,,,,,,
279,0.23642469942569733,0,,,,,,
289,0.07443996518850327,0,,,,,,
299,0.3277394473552704,0,,,,,,
309,0.2889713644981384,0,,,,,,
319,0.04952075704932213,0,,,,,,
329,0.35004153847694397,0,,,,,,
339,0.2956573963165283,0,,,,,,
349,0.24306228756904602,0,,,,,,
359,0.5146061182022095,0,,,,,,
362,,0,0.4292035400867462,0.09616027772426605,0.5962993502616882,0.8728360533714294,0.5604279637336731,
369,0.2912694811820984,1,,,,,,
379,0.12032563984394073,1,,,,,,
389,1.0432590246200562,1,,,,,,
399,0.15527655184268951,1,,,,,,
409,0.381841778755188,1,,,,,,
419,0.5097180008888245,1,,,,,,
429,0.2549819052219391,1,,,,,,
439,0.10915017127990723,1,,,,,,
449,0.10066841542720795,1,,,,,,
459,0.09990055859088898,1,,,,,,
469,0.0766173005104065,1,,,,,,
479,0.153364896774292,1,,,,,,
489,0.08218694478273392,1,,,,,,
499,0.07903411239385605,1,,,,,,
509,0.3514343202114105,1,,,,,,
519,0.28465524315834045,1,,,,,,
529,2.2135465145111084,1,,,,,,
539,0.14201590418815613,1,,,,,,
549,0.08639457821846008,1,,,,,,
559,0.07972224801778793,1,,,,,,
569,0.28523895144462585,1,,,,,,
579,0.050860099494457245,1,,,,,,
589,0.20553641021251678,1,,,,,,
599,0.09004628658294678,1,,,,,,
609,0.17533913254737854,1,,,,,,
619,0.4135015308856964,1,,,,,,
629,0.12056323140859604,1,,,,,,
639,0.06543127447366714,1,,,,,,
649,0.08181272447109222,1,,,,,,
659,0.6493586897850037,1,,,,,,
669,0.09505941718816757,1,,,,,,
679,0.08814529329538345,1,,,,,,
689,0.16782215237617493,1,,,,,,
699,0.269664466381073,1,,,,,,
709,0.4204820990562439,1,,,,,,
719,0.48213884234428406,1,,,,,,
725,,1,0.4557522237300873,0.08139630407094955,0.6036688685417175,0.8740896582603455,0.5640584826469421,
729,0.04954410716891289,2,,,,,,
739,0.2992055416107178,2,,,,,,
749,0.10339587926864624,2,,,,,,
759,0.04569264501333237,2,,,,,,
769,0.045901186764240265,2,,,,,,
779,0.12878291308879852,2,,,,,,
789,0.15729229152202606,2,,,,,,
799,0.0850115716457367,2,,,,,,
809,0.13754154741764069,2,,,,,,
819,0.07002554088830948,2,,,,,,
829,0.046598754823207855,2,,,,,,
839,0.012729053385555744,2,,,,,,
849,0.328761488199234,2,,,,,,
859,0.01936229132115841,2,,,,,,
869,0.18030597269535065,2,,,,,,
879,0.1622580736875534,2,,,,,,
889,0.21955452859401703,2,,,,,,
899,0.06489106267690659,2,,,,,,
909,0.08279435336589813,2,,,,,,
919,0.06411636620759964,2,,,,,,
929,0.05838797613978386,2,,,,,,
939,0.1968463659286499,2,,,,,,
949,0.01885141432285309,2,,,,,,
