train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0.5647675395011902,9,0,,,,,,
0.5881876945495605,19,0,,,,,,
0.16411671042442322,29,0,,,,,,
0.5932092070579529,39,0,,,,,,
0.47798049449920654,49,0,,,,,,
0.3544991910457611,59,0,,,,,,
0.199196457862854,69,0,,,,,,
0.42255496978759766,79,0,,,,,,
0.40425655245780945,89,0,,,,,,
1.3057146072387695,99,0,,,,,,
0.8145846128463745,109,0,,,,,,
0.24734441936016083,119,0,,,,,,
0.20340554416179657,129,0,,,,,,
0.15327660739421844,139,0,,,,,,
0.21642634272575378,149,0,,,,,,
0.34325793385505676,159,0,,,,,,
0.07360044121742249,169,0,,,,,,
0.1618766486644745,179,0,,,,,,
0.2573731541633606,189,0,,,,,,
0.3327394723892212,199,0,,,,,,
,201,0,0.6513218879699707,0.8800216317176819,0.33191490173339844,0.5982841849327087,0.11475420743227005,
0.1406840682029724,209,1,,,,,,
0.361554890871048,219,1,,,,,,
0.1422029584646225,229,1,,,,,,
0.22736485302448273,239,1,,,,,,
0.9917255640029907,249,1,,,,,,
0.3804108202457428,259,1,,,,,,
0.24898622930049896,269,1,,,,,,
0.2372443675994873,279,1,,,,,,
0.25826483964920044,289,1,,,,,,
0.15419165790081024,299,1,,,,,,
0.14786750078201294,309,1,,,,,,
0.3261760473251343,319,1,,,,,,
0.11724594980478287,329,1,,,,,,
0.16733521223068237,339,1,,,,,,
0.1681285947561264,349,1,,,,,,
0.20389027893543243,359,1,,,,,,
0.9210472702980042,369,1,,,,,,
0.2983207702636719,379,1,,,,,,
0.23538677394390106,389,1,,,,,,
0.260733425617218,399,1,,,,,,
,403,1,0.6683084964752197,0.8888197541236877,0.35531914234161377,0.6186474561691284,0.10616045445203781,
0.09621283411979675,409,2,,,,,,
0.12809854745864868,419,2,,,,,,
0.25294390320777893,429,2,,,,,,
0.09678258746862411,439,2,,,,,,
0.15644125640392303,449,2,,,,,,
0.12320098280906677,459,2,,,,,,
0.13754883408546448,469,2,,,,,,
1.4478895664215088,479,2,,,,,,
0.08622768521308899,489,2,,,,,,
0.16917136311531067,499,2,,,,,,
0.4733659625053406,509,2,,,,,,
0.11022266745567322,519,2,,,,,,
0.05087721347808838,529,2,,,,,,
0.2264334112405777,539,2,,,,,,
0.1443379819393158,549,2,,,,,,
0.35682952404022217,559,2,,,,,,
0.1898905634880066,569,2,,,,,,
0.08685621619224548,579,2,,,,,,
0.1485276222229004,589,2,,,,,,
0.10932217538356781,599,2,,,,,,
,605,2,0.678253173828125,0.8929408192634583,0.3787234127521515,0.6358532309532166,0.1098485141992569,
0.08856348693370819,609,3,,,,,,
0.053214821964502335,619,3,,,,,,
2.3906216621398926,629,3,,,,,,
0.05511007457971573,639,3,,,,,,
0.07606825232505798,649,3,,,,,,
0.03372650593519211,659,3,,,,,,
0.1298617571592331,669,3,,,,,,
0.0422741062939167,679,3,,,,,,
0.0755796730518341,689,3,,,,,,
0.2079441249370575,699,3,,,,,,
0.07923323661088943,709,3,,,,,,
0.07389049232006073,719,3,,,,,,
0.12281959503889084,729,3,,,,,,
0.0486794039607048,739,3,,,,,,
0.09707599133253098,749,3,,,,,,
0.12778478860855103,759,3,,,,,,
0.06448664516210556,769,3,,,,,,
0.03731992095708847,779,3,,,,,,
0.11141513288021088,789,3,,,,,,
0.0795459970831871,799,3,,,,,,
,807,3,0.6820783615112305,0.8948315978050232,0.39787232875823975,0.6402285695075989,0.11908895522356033,
0.0583944134414196,809,4,,,,,,
0.03656461834907532,819,4,,,,,,
0.022634588181972504,829,4,,,,,,
0.0808010846376419,839,4,,,,,,
0.026478897780179977,849,4,,,,,,
0.03080291673541069,859,4,,,,,,
0.0925074964761734,869,4,,,,,,
0.026979951187968254,879,4,,,,,,
0.026375630870461464,889,4,,,,,,
0.11340208351612091,899,4,,,,,,
0.017938049510121346,909,4,,,,,,
0.015341679565608501,919,4,,,,,,
0.04413404315710068,929,4,,,,,,
0.084368996322155,939,4,,,,,,
0.03806428983807564,949,4,,,,,,
0.07105700671672821,959,4,,,,,,
0.008893582969903946,969,4,,,,,,
0.012014227919280529,979,4,,,,,,
0.026015637442469597,989,4,,,,,,
0.007766664959490299,999,4,,,,,,
0.004822132643312216,1009,4,,,,,,
,1009,4,0.68022620677948,0.8945070505142212,0.40851062536239624,0.6375908255577087,0.13690795004367828,
,1010,5,,,,,,0.13690795004367828
