train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
1.2172596454620361,9,0,,,,,,
0.775969922542572,19,0,,,,,,
0.2747880816459656,29,0,,,,,,
0.30533841252326965,39,0,,,,,,
0.5856009125709534,49,0,,,,,,
0.7852118611335754,59,0,,,,,,
0.8306589722633362,69,0,,,,,,
0.48711737990379333,79,0,,,,,,
0.4176425635814667,89,0,,,,,,
,94,0,0.5363432168960571,0.34479349851608276,0.8533010482788086,0.5576810836791992,0.4285714328289032,
0.40269967913627625,99,1,,,,,,
0.9321874976158142,109,1,,,,,,
0.38662081956863403,119,1,,,,,,
0.43044549226760864,129,1,,,,,,
0.6574784517288208,139,1,,,,,,
0.23625756800174713,149,1,,,,,,
0.10880395770072937,159,1,,,,,,
0.27504974603652954,169,1,,,,,,
0.16727744042873383,179,1,,,,,,
0.49547064304351807,189,1,,,,,,
,189,1,0.5722494125366211,0.31563448905944824,0.8653901219367981,0.587492823600769,0.4675324559211731,
0.20130662620067596,199,2,,,,,,
0.14125148952007294,209,2,,,,,,
0.19641657173633575,219,2,,,,,,
0.4230550527572632,229,2,,,,,,
0.22194728255271912,239,2,,,,,,
0.585590124130249,249,2,,,,,,
0.3579586446285248,259,2,,,,,,
0.22990062832832336,269,2,,,,,,
0.17914314568042755,279,2,,,,,,
,284,2,0.5867896676063538,0.3146215081214905,0.8706594109535217,0.5975871682167053,0.4761904776096344,
0.14033228158950806,289,3,,,,,,
0.44649508595466614,299,3,,,,,,
0.14539147913455963,309,3,,,,,,
0.14444929361343384,319,3,,,,,,
0.24760976433753967,329,3,,,,,,
0.07830139994621277,339,3,,,,,,
0.025945402681827545,349,3,,,,,,
0.16101068258285522,359,3,,,,,,
0.05545714125037193,369,3,,,,,,
0.17718303203582764,379,3,,,,,,
,379,3,0.588232696056366,0.32621175050735474,0.8713968992233276,0.6026580929756165,0.4848484992980957,
0.05565277859568596,389,4,,,,,,
0.03677958995103836,399,4,,,,,,
0.11350229382514954,409,4,,,,,,
0.11348700523376465,419,4,,,,,,
0.11730888485908508,429,4,,,,,,
0.3014419674873352,439,4,,,,,,
0.10313902795314789,449,4,,,,,,
0.11698984354734421,459,4,,,,,,
0.04606945812702179,469,4,,,,,,
,474,4,0.5727823376655579,0.34729108214378357,0.8648369908332825,0.5864360332489014,0.48917749524116516,
,475,5,,,,,,0.32621175050735474
