step,epoch,train_loss,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0,0.46772077679634094,,,,,,
19,0,0.2707327604293823,,,,,,
29,0,0.29478806257247925,,,,,,
39,0,0.24826444685459137,,,,,,
49,0,0.13363522291183472,,,,,,
59,0,0.3518144488334656,,,,,,
69,0,0.27431073784828186,,,,,,
79,0,0.25656014680862427,,,,,,
89,0,0.15283234417438507,,,,,,
99,0,0.17612741887569427,,,,,,
109,0,0.13984215259552002,,,,,,
119,0,0.3141216039657593,,,,,,
129,0,0.22688636183738708,,,,,,
139,0,0.17431287467479706,,,,,,
149,0,0.24264799058437347,,,,,,
159,0,0.14549247920513153,,,,,,
169,0,0.22063852846622467,,,,,,
179,0,0.16525982320308685,,,,,,
189,0,0.1369374692440033,,,,,,
199,0,0.11835703253746033,,,,,,
209,0,0.07435300201177597,,,,,,
219,0,0.27164971828460693,,,,,,
229,0,0.09184350818395615,,,,,,
239,0,0.21992217004299164,,,,,,
249,0,0.19795487821102142,,,,,,
259,0,0.1646556407213211,,,,,,
269,0,0.07328321784734726,,,,,,
279,0,0.14183223247528076,,,,,,
289,0,0.1202748492360115,,,,,,
299,0,0.20394590497016907,,,,,,
309,0,0.23338189721107483,,,,,,
319,0,0.13237972557544708,,,,,,
329,0,0.20526377856731415,,,,,,
339,0,0.14931441843509674,,,,,,
349,0,0.09757314622402191,,,,,,
359,0,0.08243468403816223,,,,,,
369,0,0.19328533113002777,,,,,,
379,0,0.0749853178858757,,,,,,
389,0,0.1135980412364006,,,,,,
399,0,0.13667365908622742,,,,,,
409,0,0.11750464141368866,,,,,,
419,0,0.05100735276937485,,,,,,
429,0,0.12165114283561707,,,,,,
439,0,0.1468905657529831,,,,,,
449,0,0.07918635755777359,,,,,,
459,0,0.11126583814620972,,,,,,
469,0,0.11469157040119171,,,,,,
479,0,0.12658467888832092,,,,,,
489,0,0.08727744221687317,,,,,,
499,0,0.14983096718788147,,,,,,
509,0,0.16346979141235352,,,,,,
519,0,0.20814691483974457,,,,,,
529,0,0.09506218880414963,,,,,,
539,0,0.09478914737701416,,,,,,
549,0,0.18276634812355042,,,,,,
559,0,0.07994796335697174,,,,,,
569,0,0.14560480415821075,,,,,,
579,0,0.06798067688941956,,,,,,
589,0,0.13615447282791138,,,,,,
599,0,0.10676810890436172,,,,,,
609,0,0.13327839970588684,,,,,,
619,0,0.1402970552444458,,,,,,
629,0,0.13327108323574066,,,,,,
639,0,0.09142445772886276,,,,,,
649,0,0.15024982392787933,,,,,,
659,0,0.17296946048736572,,,,,,
669,0,0.15510281920433044,,,,,,
679,0,0.09560608863830566,,,,,,
689,0,0.0912107527256012,,,,,,
699,0,0.1372014731168747,,,,,,
709,0,0.13442344963550568,,,,,,
719,0,0.16412118077278137,,,,,,
729,0,0.10606381297111511,,,,,,
739,0,0.059814926236867905,,,,,,
749,0,0.12009501457214355,,,,,,
759,0,0.11633732169866562,,,,,,
769,0,0.08529485017061234,,,,,,
779,0,0.13045084476470947,,,,,,
789,0,0.13009865581989288,,,,,,
799,0,0.08106912672519684,,,,,,
809,0,0.11739283800125122,,,,,,
819,0,0.0896153673529625,,,,,,
829,0,0.08362989872694016,,,,,,
839,0,0.08141119033098221,,,,,,
849,0,0.17530760169029236,,,,,,
859,0,0.09454295784235,,,,,,
869,0,0.15877550840377808,,,,,,
879,0,0.10964276641607285,,,,,,
889,0,0.04589706286787987,,,,,,
899,0,0.0939646065235138,,,,,,
909,0,0.14977021515369415,,,,,,
919,0,0.048047009855508804,,,,,,
929,0,0.0672396644949913,,,,,,
939,0,0.05182051286101341,,,,,,
949,0,0.08433719724416733,,,,,,
959,0,0.09513292461633682,,,,,,
969,0,0.07494468986988068,,,,,,
979,0,0.06734305620193481,,,,,,
989,0,0.06023716181516647,,,,,,
999,0,0.04427803307771683,,,,,,
1009,0,0.0813005343079567,,,,,,
1019,0,0.07143834978342056,,,,,,
1029,0,0.05229588598012924,,,,,,
1039,0,0.10453244298696518,,,,,,
1049,0,0.1070382371544838,,,,,,
1059,0,0.05166148021817207,,,,,,
1069,0,0.04118715599179268,,,,,,
1079,0,0.09742966294288635,,,,,,
1089,0,0.175757497549057,,,,,,
1099,0,0.058401573449373245,,,,,,
1109,0,0.11759525537490845,,,,,,
1119,0,0.1317794919013977,,,,,,
1129,0,0.09042833745479584,,,,,,
