step,train_loss,epoch,val_qa_em,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,test_loss
9,0.6567100286483765,0,,,,,,
19,1.3698407411575317,0,,,,,,
29,1.2744625806808472,0,,,,,,
39,0.7562753558158875,0,,,,,,
49,0.9527972936630249,0,,,,,,
59,4.009638786315918,0,,,,,,
69,0.8383030891418457,0,,,,,,
79,0.2937144637107849,0,,,,,,
89,0.2096133977174759,0,,,,,,
99,0.6903035044670105,0,,,,,,
109,1.2285792827606201,0,,,,,,
109,,0,0.1975308656692505,0.5265002846717834,0.4619213044643402,0.5412294268608093,0.8445374369621277,
119,0.494395911693573,1,,,,,,
129,0.572800874710083,1,,,,,,
139,0.6041160225868225,1,,,,,,
149,0.5801742672920227,1,,,,,,
159,0.9386234879493713,1,,,,,,
169,0.3422953188419342,1,,,,,,
179,0.8216673731803894,1,,,,,,
189,0.51346355676651,1,,,,,,
199,0.21399176120758057,1,,,,,,
209,0.42023956775665283,1,,,,,,
219,1.8461072444915771,1,,,,,,
219,,1,0.25925925374031067,0.5047038197517395,0.5586737394332886,0.6260061264038086,0.8769208192825317,
229,0.3906097710132599,2,,,,,,
239,0.5036447644233704,2,,,,,,
249,0.46282950043678284,2,,,,,,
259,0.46549832820892334,2,,,,,,
269,0.75110924243927,2,,,,,,
279,0.24034249782562256,2,,,,,,
289,0.7192720770835876,2,,,,,,
299,0.44890719652175903,2,,,,,,
309,0.14217139780521393,2,,,,,,
319,0.3722449839115143,2,,,,,,
329,1.820871353149414,2,,,,,,
329,,2,0.29629629850387573,0.5042733550071716,0.607424259185791,0.6744378209114075,0.8924180865287781,
339,0.359238862991333,3,,,,,,
349,0.516401469707489,3,,,,,,
359,0.4277997314929962,3,,,,,,
369,0.49019455909729004,3,,,,,,
379,0.7849957942962646,3,,,,,,
389,0.2535865008831024,3,,,,,,
399,0.7483695149421692,3,,,,,,
409,0.5174146294593811,3,,,,,,
419,0.1555619090795517,3,,,,,,
429,0.38877907395362854,3,,,,,,
439,1.8112778663635254,3,,,,,,
439,,3,0.3086419701576233,0.49744880199432373,0.619381844997406,0.6974712014198303,0.8967673182487488,
449,0.27508291602134705,4,,,,,,
459,0.4543512761592865,4,,,,,,
469,0.35891193151474,4,,,,,,
479,0.3647271990776062,4,,,,,,
489,0.5943402051925659,4,,,,,,
499,0.1480948030948639,4,,,,,,
509,0.6380037069320679,4,,,,,,
519,0.44668757915496826,4,,,,,,
529,0.0935015082359314,4,,,,,,
539,0.33945298194885254,4,,,,,,
549,0.8531255722045898,4,,,,,,
549,,4,0.3024691343307495,0.5045211315155029,0.6050630807876587,0.6789803504943848,0.8927953839302063,
550,,5,,,,,,0.5045211315155029
