step,epoch,train_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas,test_loss,test_avg_qa_answer_f1
9,0,0.7564380168914795,,,,,,,,,,
19,0,0.4218888580799103,,,,,,,,,,
29,0,0.38412490487098694,,,,,,,,,,
39,0,0.47446417808532715,,,,,,,,,,
49,0,0.554387629032135,,,,,,,,,,
59,0,0.5360551476478577,,,,,,,,,,
69,0,0.3767056465148926,,,,,,,,,,
79,0,0.3439069986343384,,,,,,,,,,
89,0,0.3462929129600525,,,,,,,,,,
99,0,0.23616410791873932,,,,,,,,,,
109,0,0.313005268573761,,,,,,,,,,
119,0,0.2892317771911621,,,,,,,,,,
129,0,0.3692684769630432,,,,,,,,,,
139,0,0.25354069471359253,,,,,,,,,,
149,0,0.1949135810136795,,,,,,,,,,
159,0,0.2481697052717209,,,,,,,,,,
169,0,0.3456045985221863,,,,,,,,,,
175,0,,0.3819018304347992,0.8317384719848633,0.4334171414375305,0.4427103102207184,0.2143406718969345,,,,,
179,1,0.30447009205818176,,,,,,,,,,
189,1,0.17964908480644226,,,,,,,,,,
199,1,0.27938112616539,,,,,,,,,,
209,1,0.15675583481788635,,,,,,,,,,
219,1,0.2979906499385834,,,,,,,,,,
229,1,0.2217707633972168,,,,,,,,,,
239,1,0.3430236577987671,,,,,,,,,,
249,1,0.20604147017002106,,,,,,,,,,
259,1,0.20121771097183228,,,,,,,,,,
269,1,0.20545880496501923,,,,,,,,,,
279,1,0.2583772838115692,,,,,,,,,,
289,1,0.20098648965358734,,,,,,,,,,
299,1,0.13881732523441315,,,,,,,,,,
309,1,0.31762516498565674,,,,,,,,,,
319,1,0.2526649832725525,,,,,,,,,,
329,1,0.1501590758562088,,,,,,,,,,
339,1,0.3373126685619354,,,,,,,,,,
349,1,0.13804808259010315,,,,,,,,,,
351,1,,0.47852760553359985,0.8580126762390137,0.5213849544525146,0.5259563326835632,0.17453458905220032,,,,,
359,2,0.12637466192245483,,,,,,,,,,
369,2,0.22845010459423065,,,,,,,,,,
379,2,0.12992343306541443,,,,,,,,,,
389,2,0.26160162687301636,,,,,,,,,,
399,2,0.204278826713562,,,,,,,,,,
409,2,0.11341626942157745,,,,,,,,,,
419,2,0.15783242881298065,,,,,,,,,,
429,2,0.14703208208084106,,,,,,,,,,
439,2,0.13908454775810242,,,,,,,,,,
449,2,0.1454625427722931,,,,,,,,,,
459,2,0.13428954780101776,,,,,,,,,,
469,2,0.5176135897636414,,,,,,,,,,
479,2,0.11582724750041962,,,,,,,,,,
489,2,0.127260223031044,,,,,,,,,,
499,2,0.10235787183046341,,,,,,,,,,
509,2,0.12059266120195389,,,,,,,,,,
519,2,0.10278067737817764,,,,,,,,,,
527,2,,0.5107361674308777,0.8674539923667908,0.5533323884010315,0.5569741129875183,0.15596100687980652,,,,,
529,3,0.1525195986032486,,,,,,,,,,
539,3,0.5361605286598206,,,,,,,,,,
549,3,0.40648385882377625,,,,,,,,,,
559,3,0.12405037879943848,,,,,,,,,,
569,3,0.17331194877624512,,,,,,,,,,
579,3,0.10326261818408966,,,,,,,,,,
589,3,0.1391689032316208,,,,,,,,,,
599,3,0.1228390708565712,,,,,,,,,,
609,3,0.15613962709903717,,,,,,,,,,
619,3,0.10377156734466553,,,,,,,,,,
629,3,0.17196667194366455,,,,,,,,,,
639,3,0.07911326736211777,,,,,,,,,,
649,3,0.12126660346984863,,,,,,,,,,
659,3,0.11176839470863342,,,,,,,,,,
669,3,0.1307438760995865,,,,,,,,,,
679,3,0.23313511908054352,,,,,,,,,,
689,3,0.12725287675857544,,,,,,,,,,
699,3,0.11464440077543259,,,,,,,,,,
703,3,,0.5276073813438416,0.8723595142364502,0.5683767795562744,0.5704494714736938,0.14416556060314178,,,,,
709,4,0.10332749038934708,,,,,,,,,,
719,4,0.13674771785736084,,,,,,,,,,
729,4,0.21950535476207733,,,,,,,,,,
739,4,0.5963900685310364,,,,,,,,,,
749,4,0.23101770877838135,,,,,,,,,,
759,4,0.09707764536142349,,,,,,,,,,
769,4,0.09201579540967941,,,,,,,,,,
779,4,0.11814217269420624,,,,,,,,,,
789,4,0.12670719623565674,,,,,,,,,,
799,4,0.12655292451381683,,,,,,,,,,
809,4,0.12957963347434998,,,,,,,,,,
819,4,0.09468239545822144,,,,,,,,,,
829,4,0.16093796491622925,,,,,,,,,,
839,4,0.40234479308128357,,,,,,,,,,
849,4,0.18413764238357544,,,,,,,,,,
859,4,0.18108512461185455,,,,,,,,,,
869,4,0.06471690535545349,,,,,,,,,,
879,4,0.12258576601743698,,,,,,,,,,
879,4,,0.558282196521759,0.877177357673645,0.5936393737792969,0.5956912040710449,0.13691143691539764,,,,,
880,5,,,,,,,0.558282196521759,0.877177357673645,0.5956912040710449,0.13691143691539764,0.5936393737792969
