train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0.5595658421516418,0,9,,,,,,
0.9537843465805054,0,19,,,,,,
0.3625486493110657,0,29,,,,,,
0.5124533176422119,0,39,,,,,,
0.5194270014762878,0,49,,,,,,
0.27817198634147644,0,59,,,,,,
0.20828795433044434,0,69,,,,,,
0.8867924809455872,0,79,,,,,,
0.21445515751838684,0,89,,,,,,
0.31124117970466614,0,99,,,,,,
nan,0,109,,,,,,
0.1578177660703659,0,119,,,,,,
0.2996603548526764,0,129,,,,,,
0.1386336088180542,0,139,,,,,,
0.24040494859218597,0,149,,,,,,
0.2917799949645996,0,159,,,,,,
0.548980176448822,0,169,,,,,,
0.1640491634607315,0,179,,,,,,
0.7633663415908813,0,189,,,,,,
0.11594704538583755,0,199,,,,,,
0.3897107243537903,0,209,,,,,,
0.4177142083644867,0,219,,,,,,
0.1848973035812378,0,229,,,,,,
0.09841915220022202,0,239,,,,,,
0.07313667237758636,0,249,,,,,,
0.24095945060253143,0,259,,,,,,
0.19356319308280945,0,269,,,,,,
0.1897924840450287,0,279,,,,,,
0.33601200580596924,0,289,,,,,,
0.1969454437494278,0,299,,,,,,
0.271954745054245,0,309,,,,,,
0.10313409566879272,0,319,,,,,,
0.2297801673412323,0,329,,,,,,
0.22733531892299652,0,339,,,,,,
0.06784740835428238,0,349,,,,,,
,0,356,0.6076475977897644,0.8737950325012207,0.4593496024608612,0.5890320539474487,0.18250615894794464,
0.09363891929388046,1,359,,,,,,
0.17471113801002502,1,369,,,,,,
0.38414624333381653,1,379,,,,,,
0.22664985060691833,1,389,,,,,,
0.20335766673088074,1,399,,,,,,
0.13430510461330414,1,409,,,,,,
0.24907022714614868,1,419,,,,,,
0.06194823235273361,1,429,,,,,,
0.0915272906422615,1,439,,,,,,
0.45288461446762085,1,449,,,,,,
0.13538384437561035,1,459,,,,,,
0.06467065960168839,1,469,,,,,,
0.21677273511886597,1,479,,,,,,
0.27921003103256226,1,489,,,,,,
0.08572481572628021,1,499,,,,,,
0.17296834290027618,1,509,,,,,,
0.18990474939346313,1,519,,,,,,
0.14440762996673584,1,529,,,,,,
0.05154545232653618,1,539,,,,,,
0.05507393926382065,1,549,,,,,,
0.045269835740327835,1,559,,,,,,
0.756190836429596,1,569,,,,,,
0.14848902821540833,1,579,,,,,,
0.04210115224123001,1,589,,,,,,
0.25135862827301025,1,599,,,,,,
0.2576426565647125,1,609,,,,,,
0.20093423128128052,1,619,,,,,,
0.23172509670257568,1,629,,,,,,
0.09453502297401428,1,639,,,,,,
0.11867578327655792,1,649,,,,,,
0.13534122705459595,1,659,,,,,,
0.11072607338428497,1,669,,,,,,
0.08831323683261871,1,679,,,,,,
0.0758361890912056,1,689,,,,,,
0.05358307436108589,1,699,,,,,,
0.2320052534341812,1,709,,,,,,
,1,713,0.6258730292320251,0.8828054666519165,0.4918699264526367,0.6079080104827881,0.17428448796272278,
0.04755338281393051,2,719,,,,,,
0.053100232034921646,2,729,,,,,,
0.08139286935329437,2,739,,,,,,
0.11468564718961716,2,749,,,,,,
0.08934615552425385,2,759,,,,,,
0.03289942070841789,2,769,,,,,,
0.15162619948387146,2,779,,,,,,
0.01855236478149891,2,789,,,,,,
0.20960292220115662,2,799,,,,,,
0.04369555413722992,2,809,,,,,,
0.0704251304268837,2,819,,,,,,
0.05021429806947708,2,829,,,,,,
0.02265521138906479,2,839,,,,,,
0.22473649680614471,2,849,,,,,,
0.08850026875734329,2,859,,,,,,
0.15464158356189728,2,869,,,,,,
0.12161237746477127,2,879,,,,,,
0.07509280741214752,2,889,,,,,,
0.24807782471179962,2,899,,,,,,
0.04688497260212898,2,909,,,,,,
0.011868237517774105,2,919,,,,,,
0.22651183605194092,2,929,,,,,,
0.09626013785600662,2,939,,,,,,
0.018579067662358284,2,949,,,,,,
0.02650166116654873,2,959,,,,,,
0.03828930854797363,2,969,,,,,,
