epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,test_loss
0,9,4.640552997589111,,,,,,
0,19,3.4450783729553223,,,,,,
0,29,3.0290815830230713,,,,,,
0,39,2.26259183883667,,,,,,
0,49,1.7204149961471558,,,,,,
0,59,1.2179408073425293,,,,,,
0,69,0.7096596360206604,,,,,,
0,79,0.47845450043678284,,,,,,
0,89,0.24337492883205414,,,,,,
0,99,0.20789630711078644,,,,,,
0,109,0.22519560158252716,,,,,,
0,119,0.16347239911556244,,,,,,
0,124,,0.030701754614710808,0.1231236681342125,0.16243378818035126,0.18889671564102173,0.7004271745681763,
1,129,0.1871403455734253,,,,,,
1,139,0.1641765981912613,,,,,,
1,149,0.10066264122724533,,,,,,
1,159,0.1032804548740387,,,,,,
1,169,0.15380126237869263,,,,,,
1,179,0.1412639021873474,,,,,,
1,189,0.09594189375638962,,,,,,
1,199,0.14025188982486725,,,,,,
1,209,0.03627866879105568,,,,,,
1,219,0.08544307202100754,,,,,,
1,229,0.08830085396766663,,,,,,
1,239,0.13292446732521057,,,,,,
1,249,0.11781591176986694,,,,,,
1,249,,0.030701754614710808,0.1326560378074646,0.17181004583835602,0.059002943336963654,0.70196932554245,
2,259,0.07626806199550629,,,,,,
2,269,0.04953734204173088,,,,,,
2,279,0.012821955606341362,,,,,,
2,289,0.028846245259046555,,,,,,
2,299,0.09933997690677643,,,,,,
2,309,0.024518687278032303,,,,,,
2,319,0.04442794993519783,,,,,,
2,329,0.02074977196753025,,,,,,
2,339,0.00940757617354393,,,,,,
2,349,0.03586320951581001,,,,,,
2,359,0.03093489445745945,,,,,,
2,369,0.04649153724312782,,,,,,
2,374,,0.030701754614710808,0.1327420324087143,0.17604877054691315,0.07200441509485245,0.702595055103302,
3,379,0.057326726615428925,,,,,,
3,389,0.013900289312005043,,,,,,
3,399,0.006769893690943718,,,,,,
3,409,0.0058607859537005424,,,,,,
3,419,0.04916522279381752,,,,,,
3,429,0.017353761941194534,,,,,,
3,439,0.011511859484016895,,,,,,
3,449,0.014556205831468105,,,,,,
3,459,0.005259142257273197,,,,,,
3,469,0.007143918890506029,,,,,,
3,479,0.006981824059039354,,,,,,
3,489,0.010777408257126808,,,,,,
3,499,0.009699231013655663,,,,,,
3,499,,0.030701754614710808,0.13190707564353943,0.1775672882795334,0.12624572217464447,0.7032017111778259,
4,509,0.013961384072899818,,,,,,
4,519,0.005495859310030937,,,,,,
4,529,0.002150429878383875,,,,,,
4,539,0.007902913726866245,,,,,,
4,549,0.027433283627033234,,,,,,
4,559,0.006553987041115761,,,,,,
4,569,0.004448079504072666,,,,,,
4,579,0.00318243564106524,,,,,,
4,589,0.002342783147469163,,,,,,
4,599,0.0027769876178354025,,,,,,
4,609,0.003775720950216055,,,,,,
4,619,0.0018106824718415737,,,,,,
4,624,,0.030701754614710808,0.1359076201915741,0.17623791098594666,0.11110158264636993,0.7024644017219543,
5,625,,,,,,,0.11110158264636993
