epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,test_loss
0,0.8673496246337891,9,,,,,,
0,0.42573535442352295,19,,,,,,
0,0.32221972942352295,29,,,,,,
0,0.6081268787384033,39,,,,,,
0,0.2805277705192566,49,,,,,,
0,0.29336318373680115,59,,,,,,
0,0.4289013743400574,69,,,,,,
0,0.24665533006191254,79,,,,,,
0,0.32103434205055237,89,,,,,,
0,0.2014387845993042,99,,,,,,
0,0.18452848494052887,109,,,,,,
0,0.25926095247268677,119,,,,,,
0,0.19337515532970428,129,,,,,,
0,0.49478358030319214,139,,,,,,
0,0.21061675250530243,149,,,,,,
0,0.22230301797389984,159,,,,,,
0,0.28561335802078247,169,,,,,,
0,0.20615583658218384,179,,,,,,
0,0.2487897425889969,189,,,,,,
0,0.2193661779165268,199,,,,,,
0,0.2019493132829666,209,,,,,,
0,0.189371258020401,219,,,,,,
0,0.16162721812725067,229,,,,,,
0,0.2215166836977005,239,,,,,,
0,0.19855833053588867,249,,,,,,
0,0.0259413979947567,259,,,,,,
0,0.1822272092103958,269,,,,,,
0,0.19808855652809143,279,,,,,,
0,0.09629353135824203,289,,,,,,
0,0.24146878719329834,299,,,,,,
0,0.2088559865951538,309,,,,,,
0,0.1451490968465805,319,,,,,,
0,0.21069037914276123,329,,,,,,
0,0.14332403242588043,339,,,,,,
0,0.2551164925098419,349,,,,,,
0,0.10591302067041397,359,,,,,,
0,0.09927260130643845,369,,,,,,
0,0.13347496092319489,379,,,,,,
0,0.16543887555599213,389,,,,,,
0,0.23861761391162872,399,,,,,,
0,0.11148905754089355,409,,,,,,
0,0.17288748919963837,419,,,,,,
0,0.07898127287626266,429,,,,,,
0,0.10902537405490875,439,,,,,,
0,0.13793309032917023,449,,,,,,
0,0.10346829891204834,459,,,,,,
0,0.08541607856750488,469,,,,,,
0,0.09520885348320007,479,,,,,,
0,0.18483339250087738,489,,,,,,
0,0.2284415066242218,499,,,,,,
0,0.12165599316358566,509,,,,,,
0,0.09202196449041367,519,,,,,,
0,0.1467522829771042,529,,,,,,
0,0.04103539511561394,539,,,,,,
0,0.14252737164497375,549,,,,,,
0,0.08725535124540329,559,,,,,,
0,0.11086034774780273,569,,,,,,
0,0.07789352536201477,579,,,,,,
0,0.14854513108730316,589,,,,,,
0,0.10745411366224289,599,,,,,,
0,0.1130337044596672,609,,,,,,
0,0.17575955390930176,619,,,,,,
0,0.10632158815860748,629,,,,,,
0,0.1790621429681778,639,,,,,,
0,0.046356070786714554,649,,,,,,
0,0.09983652830123901,659,,,,,,
0,0.11363588273525238,669,,,,,,
0,,669,0.47418320178985596,0.8364196419715881,0.46266040205955505,0.3987341821193695,0.1520010381937027,
1,0.09544309228658676,679,,,,,,
1,0.11604393273591995,689,,,,,,
1,0.06720849871635437,699,,,,,,
1,0.05173252150416374,709,,,,,,
1,0.10334625840187073,719,,,,,,
1,0.09766707569360733,729,,,,,,
1,0.1280483603477478,739,,,,,,
1,0.09829186648130417,749,,,,,,
1,0.17694920301437378,759,,,,,,
1,0.13965512812137604,769,,,,,,
1,0.12431154400110245,779,,,,,,
1,0.041095513850450516,789,,,,,,
1,0.09569428116083145,799,,,,,,
1,0.09896022826433182,809,,,,,,
1,0.046138133853673935,819,,,,,,
1,0.08290082216262817,829,,,,,,
1,0.13285762071609497,839,,,,,,
1,0.1412338763475418,849,,,,,,
1,0.10466773808002472,859,,,,,,
1,0.10302211344242096,869,,,,,,
1,0.07144582271575928,879,,,,,,
1,0.11102338135242462,889,,,,,,
1,0.11621494591236115,899,,,,,,
1,0.11316315829753876,909,,,,,,
1,0.085155189037323,919,,,,,,
1,0.10877314954996109,929,,,,,,
1,0.07003642618656158,939,,,,,,
1,0.07912140339612961,949,,,,,,
1,0.13898295164108276,959,,,,,,
1,0.07586416602134705,969,,,,,,
1,0.08811570703983307,979,,,,,,
1,0.04071449115872383,989,,,,,,
1,0.04160856828093529,999,,,,,,
1,0.07517816126346588,1009,,,,,,
1,0.04485832154750824,1019,,,,,,
1,0.11386682093143463,1029,,,,,,
1,0.08967173844575882,1039,,,,,,
1,0.10964848846197128,1049,,,,,,
1,0.058336809277534485,1059,,,,,,
1,0.05301159620285034,1069,,,,,,
1,0.028649011626839638,1079,,,,,,
1,0.04728063568472862,1089,,,,,,
1,0.06163728982210159,1099,,,,,,
1,0.047515224665403366,1109,,,,,,
1,0.09677712619304657,1119,,,,,,
1,0.060147471725940704,1129,,,,,,
1,0.08154461532831192,1139,,,,,,
1,0.043930698186159134,1149,,,,,,
1,0.08685838431119919,1159,,,,,,
1,0.07143343985080719,1169,,,,,,
1,0.1302577704191208,1179,,,,,,
1,0.1458663046360016,1189,,,,,,
1,0.10917768627405167,1199,,,,,,
1,0.07411127537488937,1209,,,,,,
1,0.058402493596076965,1219,,,,,,
1,0.09367944300174713,1229,,,,,,
1,0.07152792066335678,1239,,,,,,
1,0.06771178543567657,1249,,,,,,
1,0.03132209926843643,1259,,,,,,
1,0.05703672021627426,1269,,,,,,
1,0.08110345900058746,1279,,,,,,
1,0.0831431970000267,1289,,,,,,
1,0.04719705134630203,1299,,,,,,
1,0.057506658136844635,1309,,,,,,
1,0.02225499227643013,1319,,,,,,
1,0.07550033926963806,1329,,,,,,
1,0.017918169498443604,1339,,,,,,
1,,1339,0.44219332933425903,0.830327570438385,0.44486358761787415,0.37974682450294495,0.1676570177078247,
2,0.040954601019620895,1349,,,,,,
2,0.05872192233800888,1359,,,,,,
2,0.024714939296245575,1369,,,,,,
2,0.009396946057677269,1379,,,,,,
2,0.07008380442857742,1389,,,,,,
2,0.01172634121030569,1399,,,,,,
2,0.041489165276288986,1409,,,,,,
2,0.022578157484531403,1419,,,,,,
2,0.07319516688585281,1429,,,,,,
2,0.042308416217565536,1439,,,,,,
2,0.01454954408109188,1449,,,,,,
2,0.007441360037773848,1459,,,,,,
2,0.07303716242313385,1469,,,,,,
2,0.07544711232185364,1479,,,,,,
2,0.008194522932171822,1489,,,,,,
2,0.030236680060625076,1499,,,,,,
2,0.06284397840499878,1509,,,,,,
2,0.06799545139074326,1519,,,,,,
2,0.044587910175323486,1529,,,,,,
2,0.04438551142811775,1539,,,,,,
2,0.013913890346884727,1549,,,,,,
2,0.06788305938243866,1559,,,,,,
2,0.044401615858078,1569,,,,,,
2,0.03388560935854912,1579,,,,,,
2,0.03921080380678177,1589,,,,,,
2,0.045584045350551605,1599,,,,,,
2,0.012155215255916119,1609,,,,,,
2,0.0454796738922596,1619,,,,,,
2,0.03555532172322273,1629,,,,,,
2,0.018528159707784653,1639,,,,,,
2,0.03307420015335083,1649,,,,,,
2,0.013134695589542389,1659,,,,,,
2,0.013307202607393265,1669,,,,,,
2,0.03616650402545929,1679,,,,,,
2,0.003916813991963863,1689,,,,,,
2,0.013605508022010326,1699,,,,,,
2,0.015181048773229122,1709,,,,,,
2,0.025785069912672043,1719,,,,,,
2,0.018573027104139328,1729,,,,,,
2,0.009925625286996365,1739,,,,,,
2,0.0063500492833554745,1749,,,,,,
2,0.017626915127038956,1759,,,,,,
2,0.014920080080628395,1769,,,,,,
2,0.01615120843052864,1779,,,,,,
2,0.08399257063865662,1789,,,,,,
2,0.017766030505299568,1799,,,,,,
2,0.032874759286642075,1809,,,,,,
2,0.03070070408284664,1819,,,,,,
2,0.04486146569252014,1829,,,,,,
2,0.01160738617181778,1839,,,,,,
2,0.016938144341111183,1849,,,,,,
2,0.07767920196056366,1859,,,,,,
2,0.012821204960346222,1869,,,,,,
2,0.03924388065934181,1879,,,,,,
2,0.02827974036335945,1889,,,,,,
2,0.008236120454967022,1899,,,,,,
2,0.02910648100078106,1909,,,,,,
2,0.014068854972720146,1919,,,,,,
2,0.010728252120316029,1929,,,,,,
2,0.016701968386769295,1939,,,,,,
2,0.03332570567727089,1949,,,,,,
2,0.029671888798475266,1959,,,,,,
2,0.010075508616864681,1969,,,,,,
2,0.01243855245411396,1979,,,,,,
2,0.005190680734813213,1989,,,,,,
2,0.025033319368958473,1999,,,,,,
2,0.008295569568872452,2009,,,,,,
2,,2009,0.48075976967811584,0.8490516543388367,0.492016077041626,0.4113923907279968,0.23038849234580994,
3,0.026803869754076004,2019,,,,,,
3,0.0997251346707344,2029,,,,,,
3,0.015961458906531334,2039,,,,,,
3,0.016939572989940643,2049,,,,,,
3,0.04403441771864891,2059,,,,,,
3,0.02144298143684864,2069,,,,,,
3,0.023375745862722397,2079,,,,,,
3,0.037819452583789825,2089,,,,,,
3,0.035328835248947144,2099,,,,,,
3,0.06697876751422882,2109,,,,,,
3,0.015191497281193733,2119,,,,,,
3,0.021091196686029434,2129,,,,,,
3,0.06802285462617874,2139,,,,,,
3,0.059802304953336716,2149,,,,,,
3,0.007412217557430267,2159,,,,,,
3,0.06395266205072403,2169,,,,,,
3,0.08626857399940491,2179,,,,,,
3,0.03627951443195343,2189,,,,,,
3,0.036934129893779755,2199,,,,,,
3,0.04664810374379158,2209,,,,,,
3,0.020657770335674286,2219,,,,,,
3,0.11047016829252243,2229,,,,,,
3,0.041674721986055374,2239,,,,,,
3,0.03947751969099045,2249,,,,,,
3,0.055759381502866745,2259,,,,,,
3,0.08239974081516266,2269,,,,,,
3,0.02190408855676651,2279,,,,,,
3,0.03979025408625603,2289,,,,,,
3,0.05312221124768257,2299,,,,,,
3,0.050332847982645035,2309,,,,,,
3,0.06992512196302414,2319,,,,,,
3,0.022452479228377342,2329,,,,,,
3,0.013327357359230518,2339,,,,,,
3,0.027300244197249413,2349,,,,,,
3,0.04327721148729324,2359,,,,,,
3,0.024861378595232964,2369,,,,,,
3,0.0449436791241169,2379,,,,,,
3,0.03011208213865757,2389,,,,,,
3,0.01947682350873947,2399,,,,,,
3,0.006738667842000723,2409,,,,,,
3,0.03866621479392052,2419,,,,,,
3,0.0436038039624691,2429,,,,,,
3,0.018190965056419373,2439,,,,,,
3,0.03048504702746868,2449,,,,,,
3,0.02992640808224678,2459,,,,,,
3,0.026704760268330574,2469,,,,,,
3,0.03249811753630638,2479,,,,,,
3,0.02392401732504368,2489,,,,,,
3,0.03263268619775772,2499,,,,,,
3,0.017224660143256187,2509,,,,,,
3,0.01602117531001568,2519,,,,,,
3,0.017007045447826385,2529,,,,,,
3,0.030527375638484955,2539,,,,,,
3,0.04407840222120285,2549,,,,,,
3,0.05170206353068352,2559,,,,,,
3,0.012207902036607265,2569,,,,,,
3,0.04130519554018974,2579,,,,,,
3,0.027143610641360283,2589,,,,,,
3,0.014858751557767391,2599,,,,,,
3,0.02891392819583416,2609,,,,,,
3,0.006195957772433758,2619,,,,,,
3,0.06378347426652908,2629,,,,,,
3,0.01943870075047016,2639,,,,,,
3,0.04466811195015907,2649,,,,,,
3,0.015887383371591568,2659,,,,,,
3,0.011886278167366982,2669,,,,,,
3,0.007953276857733727,2679,,,,,,
3,,2679,0.5071239471435547,0.8568912148475647,0.5314549207687378,0.474683552980423,0.22495819628238678,
4,0.008379624225199223,2689,,,,,,
4,0.004348321817815304,2699,,,,,,
4,0.00617970572784543,2709,,,,,,
4,0.016521701589226723,2719,,,,,,
4,0.010919837281107903,2729,,,,,,
4,0.0021815234795212746,2739,,,,,,
4,0.009893590584397316,2749,,,,,,
4,0.003928265068680048,2759,,,,,,
4,0.00889413058757782,2769,,,,,,
4,0.015944745391607285,2779,,,,,,
4,0.006669764406979084,2789,,,,,,
4,0.009080793708562851,2799,,,,,,
4,0.027957603335380554,2809,,,,,,
4,0.045367732644081116,2819,,,,,,
4,0.0023668641224503517,2829,,,,,,
4,0.0024314639158546925,2839,,,,,,
4,0.02421034872531891,2849,,,,,,
4,0.01470701489597559,2859,,,,,,
4,0.005404514726251364,2869,,,,,,
4,0.005155214108526707,2879,,,,,,
4,0.0037924821954220533,2889,,,,,,
4,0.014567703008651733,2899,,,,,,
4,0.011811909265816212,2909,,,,,,
4,0.005013842135667801,2919,,,,,,
4,0.010520430281758308,2929,,,,,,
4,0.005806564353406429,2939,,,,,,
4,0.0016243603313341737,2949,,,,,,
4,0.013695360161364079,2959,,,,,,
4,0.002914799377322197,2969,,,,,,
4,0.007316634524613619,2979,,,,,,
4,0.015512731857597828,2989,,,,,,
4,0.004845188464969397,2999,,,,,,
4,0.00522198062390089,3009,,,,,,
4,0.005642734933644533,3019,,,,,,
4,0.004512740299105644,3029,,,,,,
4,0.006197206676006317,3039,,,,,,
4,0.0016773187089711428,3049,,,,,,
4,0.001987054478377104,3059,,,,,,
4,0.07043527811765671,3069,,,,,,
4,0.0018008181359618902,3079,,,,,,
4,0.004527716897428036,3089,,,,,,
4,0.031234590336680412,3099,,,,,,
4,0.00738940155133605,3109,,,,,,
4,0.02287515066564083,3119,,,,,,
