step,epoch,train_loss,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_bert_score
9,0,1.416221261024475,,,,,,,,,,
19,0,1.1277854442596436,,,,,,,,,,
29,0,3.6348462104797363,,,,,,,,,,
39,0,1.2732642889022827,,,,,,,,,,
49,0,0.8768228888511658,,,,,,,,,,
59,0,1.9176530838012695,,,,,,,,,,
69,0,1.3685604333877563,,,,,,,,,,
79,0,0.8987600803375244,,,,,,,,,,
89,0,0.4205676317214966,,,,,,,,,,
99,0,1.415850043296814,,,,,,,,,,
102,0,,1.2291523218154907,0.8309062719345093,0.5320347547531128,0.42852699756622314,0.20181405544281006,,,,,
109,1,1.0483088493347168,,,,,,,,,,
119,1,0.8366459012031555,,,,,,,,,,
129,1,0.6566792726516724,,,,,,,,,,
139,1,1.3137309551239014,,,,,,,,,,
149,1,1.2061876058578491,,,,,,,,,,
159,1,1.6292736530303955,,,,,,,,,,
169,1,2.4716975688934326,,,,,,,,,,
179,1,0.47469809651374817,,,,,,,,,,
189,1,1.486240029335022,,,,,,,,,,
199,1,0.7331558465957642,,,,,,,,,,
205,1,,1.158217430114746,0.8414067029953003,0.54620361328125,0.45717182755470276,0.2607709765434265,,,,,
209,2,1.1972095966339111,,,,,,,,,,
219,2,1.0491993427276611,,,,,,,,,,
229,2,1.5231729745864868,,,,,,,,,,
239,2,0.9977089166641235,,,,,,,,,,
249,2,1.2170895338058472,,,,,,,,,,
259,2,0.31406599283218384,,,,,,,,,,
269,2,0.9314552545547485,,,,,,,,,,
279,2,1.5809096097946167,,,,,,,,,,
289,2,1.4390363693237305,,,,,,,,,,
299,2,1.1801996231079102,,,,,,,,,,
308,2,,1.1337031126022339,0.8492593169212341,0.5625959038734436,0.47436726093292236,0.2789115607738495,,,,,
309,3,0.9547885060310364,,,,,,,,,,
319,3,1.070128083229065,,,,,,,,,,
329,3,2.30875825881958,,,,,,,,,,
339,3,1.5689284801483154,,,,,,,,,,
349,3,1.0280427932739258,,,,,,,,,,
359,3,0.3190078139305115,,,,,,,,,,
369,3,0.9918404221534729,,,,,,,,,,
379,3,2.292098045349121,,,,,,,,,,
389,3,0.8078804612159729,,,,,,,,,,
399,3,0.3937232196331024,,,,,,,,,,
409,3,0.8744373917579651,,,,,,,,,,
411,3,,1.1071604490280151,0.85127192735672,0.5659354329109192,0.4799708127975464,0.29705214500427246,,,,,
419,4,1.1217248439788818,,,,,,,,,,
429,4,1.2030761241912842,,,,,,,,,,
439,4,0.2982141077518463,,,,,,,,,,
449,4,1.164504885673523,,,,,,,,,,
459,4,1.0324158668518066,,,,,,,,,,
469,4,1.1206008195877075,,,,,,,,,,
479,4,1.4080181121826172,,,,,,,,,,
489,4,0.4313894510269165,,,,,,,,,,
499,4,0.49614235758781433,,,,,,,,,,
509,4,0.6396491527557373,,,,,,,,,,
514,4,,1.1120175123214722,0.8553553223609924,0.5766863226890564,0.494779109954834,0.30612245202064514,,,,,
515,5,,,,,,,0.30612245202064514,0.494779109954834,0.5766863226890564,1.1120175123214722,0.8553553223609924
