epoch,step,train_loss,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_loss
0,9,0.31659913063049316,,,,,,,,,,
0,19,0.23902012407779694,,,,,,,,,,
0,29,0.17911556363105774,,,,,,,,,,
0,39,0.14719395339488983,,,,,,,,,,
0,49,0.09931155294179916,,,,,,,,,,
0,59,0.13068842887878418,,,,,,,,,,
0,69,0.132863849401474,,,,,,,,,,
0,79,0.09224918484687805,,,,,,,,,,
0,89,0.09232354909181595,,,,,,,,,,
0,99,0.17256876826286316,,,,,,,,,,
0,109,0.10482311248779297,,,,,,,,,,
0,117,,0.6923998594284058,0.08835789561271667,0.6247618794441223,0.9239460229873657,0.6601928472518921,,,,,
1,119,0.07468922436237335,,,,,,,,,,
1,129,0.06527198106050491,,,,,,,,,,
1,139,0.2306724339723587,,,,,,,,,,
1,149,0.06681960821151733,,,,,,,,,,
1,159,0.07789947092533112,,,,,,,,,,
1,169,0.2029769867658615,,,,,,,,,,
1,179,0.29964250326156616,,,,,,,,,,
1,189,0.3157111406326294,,,,,,,,,,
1,199,0.09568347781896591,,,,,,,,,,
1,209,0.07712653279304504,,,,,,,,,,
1,219,0.039156269282102585,,,,,,,,,,
1,229,0.06092280521988869,,,,,,,,,,
1,235,,0.7116174697875977,0.07849785685539246,0.6514285802841187,0.9288830161094666,0.6823561787605286,,,,,
2,239,0.22042489051818848,,,,,,,,,,
2,249,0.07786384969949722,,,,,,,,,,
2,259,0.15462113916873932,,,,,,,,,,
2,269,0.08880642801523209,,,,,,,,,,
2,279,0.045709457248449326,,,,,,,,,,
2,289,0.22081059217453003,,,,,,,,,,
2,299,0.04909966513514519,,,,,,,,,,
2,309,0.22365498542785645,,,,,,,,,,
2,319,0.05163446441292763,,,,,,,,,,
2,329,0.04118172824382782,,,,,,,,,,
2,339,0.25436919927597046,,,,,,,,,,
2,349,0.16346101462841034,,,,,,,,,,
2,353,,0.7311244010925293,0.0713103786110878,0.6742857098579407,0.933940589427948,0.7030686140060425,,,,,
3,359,0.04712943732738495,,,,,,,,,,
3,369,0.035074468702077866,,,,,,,,,,
3,379,0.05736042931675911,,,,,,,,,,
3,389,0.07079744338989258,,,,,,,,,,
3,399,0.02708011493086815,,,,,,,,,,
3,409,0.06667692214250565,,,,,,,,,,
3,419,0.06974700093269348,,,,,,,,,,
3,429,0.06544610112905502,,,,,,,,,,
3,439,0.06462118774652481,,,,,,,,,,
3,449,0.05593328922986984,,,,,,,,,,
3,459,0.04837089031934738,,,,,,,,,,
3,469,0.058404773473739624,,,,,,,,,,
3,471,,0.7350473999977112,0.0678166002035141,0.6800000071525574,0.9352884292602539,0.7083004117012024,,,,,
4,479,0.037849657237529755,,,,,,,,,,
4,489,0.22712965309619904,,,,,,,,,,
4,499,0.03959515318274498,,,,,,,,,,
4,509,0.02825205586850643,,,,,,,,,,
4,519,0.030522221699357033,,,,,,,,,,
4,529,0.032491285353899,,,,,,,,,,
4,539,0.28336212038993835,,,,,,,,,,
4,549,0.07533598691225052,,,,,,,,,,
4,559,0.04829949513077736,,,,,,,,,,
4,569,0.055485669523477554,,,,,,,,,,
4,579,0.026672258973121643,,,,,,,,,,
4,589,0.07907676696777344,,,,,,,,,,
4,589,,0.7432123422622681,0.06413181871175766,0.691428542137146,0.9378154873847961,0.7190479636192322,,,,,
5,590,,,,,,,0.9378154873847961,0.7190479636192322,0.691428542137146,0.7432123422622681,0.06413181871175766
