train_loss,epoch,step,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
0.4882084131240845,0,9,,,,,,
0.2905067801475525,0,19,,,,,,
0.14697173237800598,0,29,,,,,,
0.2185443490743637,0,39,,,,,,
0.2076391577720642,0,49,,,,,,
0.3195495903491974,0,59,,,,,,
0.2136014848947525,0,69,,,,,,
0.26603013277053833,0,79,,,,,,
0.17428655922412872,0,89,,,,,,
0.286713570356369,0,99,,,,,,
0.2197839915752411,0,109,,,,,,
0.23401020467281342,0,119,,,,,,
0.1965867429971695,0,129,,,,,,
0.2035321444272995,0,139,,,,,,
0.34028661251068115,0,149,,,,,,
0.2124081701040268,0,159,,,,,,
0.16424047946929932,0,169,,,,,,
0.29861944913864136,0,179,,,,,,
0.05964869633316994,0,189,,,,,,
0.187115877866745,0,199,,,,,,
0.20425261557102203,0,209,,,,,,
0.07479629665613174,0,219,,,,,,
0.17417511343955994,0,229,,,,,,
0.14904554188251495,0,239,,,,,,
0.16530290246009827,0,249,,,,,,
0.0805053636431694,0,259,,,,,,
0.3250599205493927,0,269,,,,,,
0.05621227249503136,0,279,,,,,,
0.0847538560628891,0,289,,,,,,
0.14235258102416992,0,299,,,,,,
0.16308580338954926,0,309,,,,,,
0.12099619209766388,0,319,,,,,,
0.12999889254570007,0,329,,,,,,
0.15909481048583984,0,339,,,,,,
0.12162796407938004,0,349,,,,,,
0.12485706806182861,0,359,,,,,,
0.13554640114307404,0,369,,,,,,
0.12385588884353638,0,379,,,,,,
0.13996410369873047,0,389,,,,,,
0.10879629105329514,0,399,,,,,,
0.1338445097208023,0,409,,,,,,
0.08235181868076324,0,419,,,,,,
0.13690033555030823,0,429,,,,,,
0.12353485077619553,0,439,,,,,,
0.11482531577348709,0,449,,,,,,
0.06293866038322449,0,459,,,,,,
0.17727357149124146,0,469,,,,,,
0.09604080021381378,0,479,,,,,,
0.12025770545005798,0,489,,,,,,
0.1873399019241333,0,499,,,,,,
0.14023926854133606,0,509,,,,,,
0.1011238619685173,0,519,,,,,,
0.09092392772436142,0,529,,,,,,
0.11612044274806976,0,539,,,,,,
0.15739010274410248,0,549,,,,,,
0.1834867000579834,0,559,,,,,,
0.05551077052950859,0,569,,,,,,
0.17138594388961792,0,579,,,,,,
0.1799883246421814,0,589,,,,,,
0.12658560276031494,0,599,,,,,,
0.141043022274971,0,609,,,,,,
0.15153272449970245,0,619,,,,,,
0.07348174601793289,0,629,,,,,,
0.13432973623275757,0,639,,,,,,
0.09377618879079819,0,649,,,,,,
0.1242724284529686,0,659,,,,,,
0.17203862965106964,0,669,,,,,,
0.08649438619613647,0,679,,,,,,
0.10657966881990433,0,689,,,,,,
0.10502319037914276,0,699,,,,,,
0.06519675254821777,0,709,,,,,,
0.06512187421321869,0,719,,,,,,
0.10205560177564621,0,729,,,,,,
0.08375116437673569,0,739,,,,,,
0.15927207469940186,0,749,,,,,,
0.07953476905822754,0,759,,,,,,
0.07577751576900482,0,769,,,,,,
0.13690879940986633,0,779,,,,,,
0.06048337370157242,0,789,,,,,,
0.13250306248664856,0,799,,,,,,
