step,epoch,train_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
9,0,0.0977700725197792,,,,,,
19,0,0.06934715062379837,,,,,,
29,0,0.06105697154998779,,,,,,
39,0,0.06885559111833572,,,,,,
49,0,0.05357162654399872,,,,,,
59,0,0.06293963640928268,,,,,,
69,0,0.046862706542015076,,,,,,
79,0,0.07686532288789749,,,,,,
89,0,0.047794442623853683,,,,,,
99,0,0.09140277653932571,,,,,,
109,0,0.05390547215938568,,,,,,
119,0,0.04917755350470543,,,,,,
129,0,0.052182216197252274,,,,,,
139,0,0.05749822035431862,,,,,,
149,0,0.05465536192059517,,,,,,
159,0,0.05398927628993988,,,,,,
169,0,0.06119391694664955,,,,,,
179,0,0.04805148392915726,,,,,,
189,0,0.08603952825069427,,,,,,
199,0,0.05930398404598236,,,,,,
209,0,0.07464128732681274,,,,,,
219,0,0.06756904721260071,,,,,,
229,0,0.07841885089874268,,,,,,
235,0,,0.4204614758491516,0.26476189494132996,0.8433838486671448,0.10524948686361313,0.33470290899276733,
239,1,0.04759344086050987,,,,,,
249,1,0.04446089267730713,,,,,,
259,1,0.05942282825708389,,,,,,
269,1,0.04061560705304146,,,,,,
279,1,0.05183611810207367,,,,,,
289,1,0.05709006264805794,,,,,,
299,1,0.10292725265026093,,,,,,
309,1,0.05263560637831688,,,,,,
319,1,0.07327815890312195,,,,,,
329,1,0.05331139639019966,,,,,,
339,1,0.06551186740398407,,,,,,
349,1,0.06620272248983383,,,,,,
359,1,0.04724079743027687,,,,,,
369,1,0.041528042405843735,,,,,,
379,1,0.045498233288526535,,,,,,
389,1,0.05630388855934143,,,,,,
399,1,0.029809605330228806,,,,,,
409,1,0.10341399908065796,,,,,,
419,1,0.06691429764032364,,,,,,
429,1,0.05278043448925018,,,,,,
439,1,0.06718839704990387,,,,,,
449,1,0.05749344453215599,,,,,,
459,1,0.049679405987262726,,,,,,
469,1,0.05475619435310364,,,,,,
471,1,,0.4156915545463562,0.26476189494132996,0.8417685627937317,0.08916623890399933,0.3337925672531128,
479,2,0.03899746388196945,,,,,,
489,2,0.050217095762491226,,,,,,
499,2,0.07175572216510773,,,,,,
509,2,0.05187471583485603,,,,,,
519,2,0.04044659435749054,,,,,,
529,2,0.050670139491558075,,,,,,
539,2,0.05252419412136078,,,,,,
549,2,0.0533171221613884,,,,,,
559,2,0.04712408035993576,,,,,,
569,2,0.04142768308520317,,,,,,
579,2,0.03376704454421997,,,,,,
589,2,0.06906943023204803,,,,,,
599,2,0.03940432518720627,,,,,,
609,2,0.06057199835777283,,,,,,
619,2,0.06334608793258667,,,,,,
629,2,0.052124086767435074,,,,,,
639,2,0.049713995307683945,,,,,,
649,2,0.045270830392837524,,,,,,
659,2,0.04040118306875229,,,,,,
669,2,0.042431458830833435,,,,,,
679,2,0.09194280952215195,,,,,,
689,2,0.05310860648751259,,,,,,
699,2,0.05216255784034729,,,,,,
707,2,,0.4321427643299103,0.2857142984867096,0.8465538620948792,0.09655775874853134,0.350883424282074,
709,3,0.05391710251569748,,,,,,
719,3,0.0484006404876709,,,,,,
729,3,0.03970032185316086,,,,,,
739,3,0.054326388984918594,,,,,,
749,3,0.04036404937505722,,,,,,
759,3,0.04964536800980568,,,,,,
769,3,0.036420393735170364,,,,,,
779,3,0.04411514475941658,,,,,,
789,3,0.026708142831921577,,,,,,
799,3,0.050087280571460724,,,,,,
809,3,0.03725314512848854,,,,,,
819,3,0.040964726358652115,,,,,,
829,3,0.04650123044848442,,,,,,
839,3,0.03952959179878235,,,,,,
849,3,0.034518368542194366,,,,,,
859,3,0.0417804978787899,,,,,,
869,3,0.04293646663427353,,,,,,
879,3,0.03532271832227707,,,,,,
889,3,0.05161901190876961,,,,,,
899,3,0.06474579125642776,,,,,,
909,3,0.042546823620796204,,,,,,
919,3,0.040380336344242096,,,,,,
929,3,0.04908425733447075,,,,,,
939,3,0.0719517171382904,,,,,,
943,3,,0.41323384642601013,0.2723809480667114,0.8424485325813293,0.09976918250322342,0.33772608637809753,
949,4,0.029552580788731575,,,,,,
959,4,0.029819807037711143,,,,,,
969,4,0.03698517009615898,,,,,,
979,4,0.0397355742752552,,,,,,
989,4,0.019780835136771202,,,,,,
999,4,0.03260368853807449,,,,,,
1009,4,0.024143613874912262,,,,,,
1019,4,0.033291738480329514,,,,,,
1029,4,0.03220377862453461,,,,,,
1039,4,0.016902178525924683,,,,,,
1049,4,0.01755370944738388,,,,,,
1059,4,0.02101193740963936,,,,,,
1069,4,0.021071230992674828,,,,,,
1079,4,0.02587650716304779,,,,,,
1089,4,0.022498521953821182,,,,,,
1099,4,0.01839197613298893,,,,,,
1109,4,0.033427488058805466,,,,,,
1119,4,0.03076685220003128,,,,,,
1129,4,0.01965312287211418,,,,,,
1139,4,0.01848342828452587,,,,,,
1149,4,0.030682863667607307,,,,,,
1159,4,0.05122148618102074,,,,,,
1169,4,0.014399975538253784,,,,,,
1179,4,0.002359373727813363,,,,,,
1179,4,,0.37406766414642334,0.2380952388048172,0.8331489562988281,0.11139776557683945,0.3007518947124481,
1180,5,,,,,,,0.11139776557683945
