epoch,train_loss,step,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
0,1.2483288049697876,9,,,,,,,,,,
0,0.8210361003875732,19,,,,,,,,,,
0,0.6485251784324646,29,,,,,,,,,,
0,1.009804129600525,39,,,,,,,,,,
0,0.29979729652404785,49,,,,,,,,,,
0,0.4046781361103058,59,,,,,,,,,,
0,0.3257945477962494,69,,,,,,,,,,
0,0.41116055846214294,79,,,,,,,,,,
0,nan,89,,,,,,,,,,
0,0.2097047120332718,99,,,,,,,,,,
0,0.6995235085487366,109,,,,,,,,,,
0,0.377780556678772,119,,,,,,,,,,
0,0.2967653274536133,129,,,,,,,,,,
0,0.24328583478927612,139,,,,,,,,,,
0,0.3639744222164154,149,,,,,,,,,,
0,0.40214696526527405,159,,,,,,,,,,
0,0.39581507444381714,169,,,,,,,,,,
0,,172,0.2685714364051819,0.7936727404594421,0.22859738767147064,0.34587791562080383,0.3215971291065216,,,,,
1,0.35760819911956787,179,,,,,,,,,,
1,0.2552720606327057,189,,,,,,,,,,
1,0.3027573525905609,199,,,,,,,,,,
1,0.2362906038761139,209,,,,,,,,,,
1,0.3579932451248169,219,,,,,,,,,,
1,0.3068693280220032,229,,,,,,,,,,
1,0.18419086933135986,239,,,,,,,,,,
1,0.3165690302848816,249,,,,,,,,,,
1,0.24489983916282654,259,,,,,,,,,,
1,0.21965166926383972,269,,,,,,,,,,
1,0.4073401987552643,279,,,,,,,,,,
1,0.27684858441352844,289,,,,,,,,,,
1,0.4565565586090088,299,,,,,,,,,,
1,0.191668301820755,309,,,,,,,,,,
1,0.17957480251789093,319,,,,,,,,,,
1,0.1730303019285202,329,,,,,,,,,,
1,0.2017468959093094,339,,,,,,,,,,
1,,345,0.3085714280605316,0.8094655871391296,0.2059267908334732,0.38250455260276794,0.36208122968673706,,,,,
2,0.1725417524576187,349,,,,,,,,,,
2,0.2648251950740814,359,,,,,,,,,,
2,0.3010595440864563,369,,,,,,,,,,
2,0.21602478623390198,379,,,,,,,,,,
2,0.36200234293937683,389,,,,,,,,,,
2,0.24972540140151978,399,,,,,,,,,,
2,0.14683830738067627,409,,,,,,,,,,
2,0.34223535656929016,419,,,,,,,,,,
2,0.18399614095687866,429,,,,,,,,,,
2,0.22322888672351837,439,,,,,,,,,,
2,0.22469964623451233,449,,,,,,,,,,
2,0.2209707796573639,459,,,,,,,,,,
2,0.20177491009235382,469,,,,,,,,,,
2,0.2432374805212021,479,,,,,,,,,,
2,0.1148846447467804,489,,,,,,,,,,
2,0.21385101974010468,499,,,,,,,,,,
2,0.1900094896554947,509,,,,,,,,,,
2,,518,0.3285714387893677,0.8229690790176392,0.18375518918037415,0.40869972109794617,0.3865404725074768,,,,,
3,0.3964352011680603,519,,,,,,,,,,
3,0.1631086766719818,529,,,,,,,,,,
3,0.11692376434803009,539,,,,,,,,,,
3,0.29289668798446655,549,,,,,,,,,,
3,0.26577845215797424,559,,,,,,,,,,
3,0.17473657429218292,569,,,,,,,,,,
3,0.13572891056537628,579,,,,,,,,,,
3,0.10689613968133926,589,,,,,,,,,,
3,0.20703911781311035,599,,,,,,,,,,
3,0.11517524719238281,609,,,,,,,,,,
3,0.1842726618051529,619,,,,,,,,,,
3,0.2747100591659546,629,,,,,,,,,,
3,0.33988454937934875,639,,,,,,,,,,
3,0.16176007688045502,649,,,,,,,,,,
3,0.15371739864349365,659,,,,,,,,,,
3,0.11544447392225266,669,,,,,,,,,,
3,0.19321903586387634,679,,,,,,,,,,
3,0.2596999704837799,689,,,,,,,,,,
3,,691,0.3514285683631897,0.8265304565429688,0.17765864729881287,0.42474088072776794,0.40739762783050537,,,,,
4,0.1804145723581314,699,,,,,,,,,,
4,0.148422971367836,709,,,,,,,,,,
4,0.16494640707969666,719,,,,,,,,,,
4,0.21021926403045654,729,,,,,,,,,,
4,0.20358674228191376,739,,,,,,,,,,
4,0.1621972769498825,749,,,,,,,,,,
4,0.1545867770910263,759,,,,,,,,,,
4,0.1359548568725586,769,,,,,,,,,,
4,0.19477304816246033,779,,,,,,,,,,
4,0.17531439661979675,789,,,,,,,,,,
4,0.14271950721740723,799,,,,,,,,,,
4,0.23042216897010803,809,,,,,,,,,,
4,0.10111828148365021,819,,,,,,,,,,
4,0.17023800313472748,829,,,,,,,,,,
4,0.20422153174877167,839,,,,,,,,,,
4,0.2038448005914688,849,,,,,,,,,,
4,0.22414886951446533,859,,,,,,,,,,
4,,864,0.38428571820259094,0.8425131440162659,0.17311915755271912,0.45270606875419617,0.43944400548934937,,,,,
5,,865,,,,,,0.17311915755271912,0.8425131440162659,0.43944400548934937,0.45270606875419617,0.38428571820259094
