train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_em,test_avg_qa_answer_f1
0.5504283308982849,9,0,,,,,,,,,,
0.18722741305828094,19,0,,,,,,,,,,
0.2166173905134201,29,0,,,,,,,,,,
0.19096434116363525,39,0,,,,,,,,,,
0.16923844814300537,49,0,,,,,,,,,,
0.1539001762866974,59,0,,,,,,,,,,
0.12144249677658081,69,0,,,,,,,,,,
0.13824579119682312,79,0,,,,,,,,,,
0.39750775694847107,89,0,,,,,,,,,,
0.15399494767189026,99,0,,,,,,,,,,
0.15742360055446625,109,0,,,,,,,,,,
0.13298960030078888,119,0,,,,,,,,,,
,124,0,0.09108028560876846,0.4603842794895172,0.5179603695869446,0.8800439238548279,0.4054054021835327,,,,,
0.12566858530044556,129,1,,,,,,,,,,
0.43285319209098816,139,1,,,,,,,,,,
0.2197807878255844,149,1,,,,,,,,,,
0.12606140971183777,159,1,,,,,,,,,,
0.08962918072938919,169,1,,,,,,,,,,
0.1699262410402298,179,1,,,,,,,,,,
0.11664793640375137,189,1,,,,,,,,,,
0.17777101695537567,199,1,,,,,,,,,,
0.10586152970790863,209,1,,,,,,,,,,
0.07890599966049194,219,1,,,,,,,,,,
0.37385812401771545,229,1,,,,,,,,,,
0.10230845212936401,239,1,,,,,,,,,,
0.12977851927280426,249,1,,,,,,,,,,
,249,1,0.08160003274679184,0.527141809463501,0.5688264966011047,0.8928415775299072,0.4766584634780884,,,,,
0.08065903931856155,259,2,,,,,,,,,,
0.19019728899002075,269,2,,,,,,,,,,
0.09448087215423584,279,2,,,,,,,,,,
0.11832042783498764,289,2,,,,,,,,,,
0.14543516933918,299,2,,,,,,,,,,
0.0830356553196907,309,2,,,,,,,,,,
0.08887331932783127,319,2,,,,,,,,,,
0.11002013832330704,329,2,,,,,,,,,,
0.08717022091150284,339,2,,,,,,,,,,
0.11654794961214066,349,2,,,,,,,,,,
0.12922994792461395,359,2,,,,,,,,,,
0.19355429708957672,369,2,,,,,,,,,,
,374,2,0.07865317910909653,0.5358065366744995,0.5778591632843018,0.8952124118804932,0.4864864945411682,,,,,
0.08903948962688446,379,3,,,,,,,,,,
0.09687096625566483,389,3,,,,,,,,,,
0.13264378905296326,399,3,,,,,,,,,,
0.12955038249492645,409,3,,,,,,,,,,
0.09800571203231812,419,3,,,,,,,,,,
0.096989706158638,429,3,,,,,,,,,,
0.08331536501646042,439,3,,,,,,,,,,
0.12423458695411682,449,3,,,,,,,,,,
0.11394263058900833,459,3,,,,,,,,,,
0.06336595863103867,469,3,,,,,,,,,,
0.1194993183016777,479,3,,,,,,,,,,
0.09455099701881409,489,3,,,,,,,,,,
0.1494271159172058,499,3,,,,,,,,,,
,499,3,0.07671854645013809,0.5373173952102661,0.5796781182289124,0.8959780931472778,0.4864864945411682,,,,,
0.0888972207903862,509,4,,,,,,,,,,
0.08125380426645279,519,4,,,,,,,,,,
0.09215135872364044,529,4,,,,,,,,,,
0.08828537166118622,539,4,,,,,,,,,,
0.16899473965168,549,4,,,,,,,,,,
0.10089724510908127,559,4,,,,,,,,,,
0.07635322213172913,569,4,,,,,,,,,,
0.1851237267255783,579,4,,,,,,,,,,
0.06381437182426453,589,4,,,,,,,,,,
0.08338585495948792,599,4,,,,,,,,,,
0.07014964520931244,609,4,,,,,,,,,,
0.08340509980916977,619,4,,,,,,,,,,
,624,4,0.07623660564422607,0.551493227481842,0.5916657447814941,0.8987561464309692,0.5012285113334656,,,,,
,625,5,,,,,,0.5916657447814941,0.8987561464309692,0.07623660564422607,0.5012285113334656,0.551493227481842
