train_loss,step,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0.7703210711479187,9,0,,,,,,
0.9154806137084961,19,0,,,,,,
0.39014193415641785,29,0,,,,,,
0.6274762153625488,39,0,,,,,,
0.49791219830513,49,0,,,,,,
0.2739013135433197,59,0,,,,,,
0.3613724708557129,69,0,,,,,,
0.26776745915412903,79,0,,,,,,
0.2184634804725647,89,0,,,,,,
0.2676856219768524,99,0,,,,,,
0.16614583134651184,109,0,,,,,,
,118,0,0.8243758678436279,0.31985294818878174,0.08398284763097763,0.3812624514102936,0.37693578004837036,
0.28449511528015137,119,1,,,,,,
0.17548653483390808,129,1,,,,,,
0.1626540571451187,139,1,,,,,,
0.24425813555717468,149,1,,,,,,
0.20661956071853638,159,1,,,,,,
0.26674219965934753,169,1,,,,,,
0.18416638672351837,179,1,,,,,,
0.20582054555416107,189,1,,,,,,
0.15305893123149872,199,1,,,,,,
0.24727989733219147,209,1,,,,,,
0.2479698807001114,219,1,,,,,,
0.3499357998371124,229,1,,,,,,
,237,1,0.8324259519577026,0.3529411852359772,0.06963527947664261,0.39386260509490967,0.4123532474040985,
0.08544415980577469,239,2,,,,,,
0.122121162712574,249,2,,,,,,
0.09859040379524231,259,2,,,,,,
0.09777732938528061,269,2,,,,,,
0.0789787769317627,279,2,,,,,,
0.09896295517683029,289,2,,,,,,
0.1154906377196312,299,2,,,,,,
0.1267697811126709,309,2,,,,,,
0.1285983771085739,319,2,,,,,,
0.10723619163036346,329,2,,,,,,
0.11768084019422531,339,2,,,,,,
0.08019185811281204,349,2,,,,,,
,356,2,0.8352566957473755,0.3639705777168274,0.07037069648504257,0.4085277318954468,0.4259011745452881,
0.09986670315265656,359,3,,,,,,
0.06303972750902176,369,3,,,,,,
0.11354546248912811,379,3,,,,,,
0.07204281538724899,389,3,,,,,,
0.15139178931713104,399,3,,,,,,
0.06571372598409653,409,3,,,,,,
0.0882878303527832,419,3,,,,,,
0.0817875787615776,429,3,,,,,,
0.06844916194677353,439,3,,,,,,
0.04204351454973221,449,3,,,,,,
0.07642289996147156,459,3,,,,,,
0.15378201007843018,469,3,,,,,,
,475,3,0.8422976136207581,0.39338234066963196,0.0731680616736412,0.430497407913208,0.45310351252555847,
0.04711936041712761,479,4,,,,,,
0.048377279192209244,489,4,,,,,,
0.03624000772833824,499,4,,,,,,
0.07112053036689758,509,4,,,,,,
0.07397975027561188,519,4,,,,,,
0.09039980918169022,529,4,,,,,,
0.04851343482732773,539,4,,,,,,
0.06969030201435089,549,4,,,,,,
0.025341840460896492,559,4,,,,,,
0.05925291031599045,569,4,,,,,,
0.04295402020215988,579,4,,,,,,
0.055071860551834106,589,4,,,,,,
,594,4,0.8419099450111389,0.3897058963775635,0.07902001589536667,0.43441686034202576,0.45314276218414307,
,595,5,,,,,,0.07902001589536667
