train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
1.0224887132644653,0,9,,,,,,,,,,
0.6319219470024109,0,19,,,,,,,,,,
0.5054138898849487,0,29,,,,,,,,,,
0.34944775700569153,0,39,,,,,,,,,,
0.26071697473526,0,49,,,,,,,,,,
0.2922103703022003,0,59,,,,,,,,,,
0.3860459625720978,0,69,,,,,,,,,,
0.3865310847759247,0,79,,,,,,,,,,
0.37554556131362915,0,89,,,,,,,,,,
0.21266762912273407,0,99,,,,,,,,,,
0.34559211134910583,0,109,,,,,,,,,,
0.3376063108444214,0,119,,,,,,,,,,
0.228095144033432,0,129,,,,,,,,,,
0.22829270362854004,0,139,,,,,,,,,,
0.3470053970813751,0,149,,,,,,,,,,
0.1710113286972046,0,159,,,,,,,,,,
0.2559965252876282,0,169,,,,,,,,,,
,0,169,0.40500131249427795,0.8117823004722595,0.3350854218006134,0.2188950926065445,0.3848588168621063,,,,,
0.25021135807037354,1,179,,,,,,,,,,
0.21292254328727722,1,189,,,,,,,,,,
0.18189242482185364,1,199,,,,,,,,,,
0.23694510757923126,1,209,,,,,,,,,,
0.29950910806655884,1,219,,,,,,,,,,
0.365483820438385,1,229,,,,,,,,,,
0.2415860891342163,1,239,,,,,,,,,,
0.3002934455871582,1,249,,,,,,,,,,
0.1773461252450943,1,259,,,,,,,,,,
0.18384389579296112,1,269,,,,,,,,,,
0.20093685388565063,1,279,,,,,,,,,,
0.2168479561805725,1,289,,,,,,,,,,
0.1434246450662613,1,299,,,,,,,,,,
0.38788485527038574,1,309,,,,,,,,,,
0.12997056543827057,1,319,,,,,,,,,,
0.2972325384616852,1,329,,,,,,,,,,
0.14934973418712616,1,339,,,,,,,,,,
,1,339,0.44797515869140625,0.8316593766212463,0.37713533639907837,0.19750574231147766,0.4282079041004181,,,,,
0.23892523348331451,2,349,,,,,,,,,,
0.2828017473220825,2,359,,,,,,,,,,
0.23049727082252502,2,369,,,,,,,,,,
0.1979774683713913,2,379,,,,,,,,,,
0.26108482480049133,2,389,,,,,,,,,,
0.23620423674583435,2,399,,,,,,,,,,
0.10392551869153976,2,409,,,,,,,,,,
0.19005294144153595,2,419,,,,,,,,,,
0.16074858605861664,2,429,,,,,,,,,,
0.1509741097688675,2,439,,,,,,,,,,
0.19907896220684052,2,449,,,,,,,,,,
0.17517976462841034,2,459,,,,,,,,,,
0.1288342922925949,2,469,,,,,,,,,,
0.13497711718082428,2,479,,,,,,,,,,
0.2323915809392929,2,489,,,,,,,,,,
0.16123297810554504,2,499,,,,,,,,,,
0.10306116193532944,2,509,,,,,,,,,,
,2,509,0.4668375551700592,0.8396759033203125,0.40341654419898987,0.18691876530647278,0.45209968090057373,,,,,
0.2284260392189026,3,519,,,,,,,,,,
0.12172054499387741,3,529,,,,,,,,,,
0.1907867044210434,3,539,,,,,,,,,,
0.1128329187631607,3,549,,,,,,,,,,
0.15974603593349457,3,559,,,,,,,,,,
0.12807978689670563,3,569,,,,,,,,,,
0.18202181160449982,3,579,,,,,,,,,,
0.17512910068035126,3,589,,,,,,,,,,
0.2175828367471695,3,599,,,,,,,,,,
0.1657664030790329,3,609,,,,,,,,,,
0.15840327739715576,3,619,,,,,,,,,,
0.2253129780292511,3,629,,,,,,,,,,
0.19492991268634796,3,639,,,,,,,,,,
0.14707624912261963,3,649,,,,,,,,,,
0.13102352619171143,3,659,,,,,,,,,,
0.12213961780071259,3,669,,,,,,,,,,
0.18845248222351074,3,679,,,,,,,,,,
,3,679,0.49148306250572205,0.8521237969398499,0.4257555902004242,0.18286146223545074,0.4745410084724426,,,,,
0.1482427418231964,4,689,,,,,,,,,,
0.15277741849422455,4,699,,,,,,,,,,
0.15827582776546478,4,709,,,,,,,,,,
0.20739181339740753,4,719,,,,,,,,,,
0.14663563668727875,4,729,,,,,,,,,,
0.19701220095157623,4,739,,,,,,,,,,
0.13266272842884064,4,749,,,,,,,,,,
0.14407727122306824,4,759,,,,,,,,,,
0.13107086718082428,4,769,,,,,,,,,,
0.16708849370479584,4,779,,,,,,,,,,
0.2169528603553772,4,789,,,,,,,,,,
0.12002412974834442,4,799,,,,,,,,,,
0.12191988527774811,4,809,,,,,,,,,,
0.13313306868076324,4,819,,,,,,,,,,
0.244343563914299,4,829,,,,,,,,,,
0.14207236468791962,4,839,,,,,,,,,,
0.08479934185743332,4,849,,,,,,,,,,
,4,849,0.4889068603515625,0.8502665162086487,0.4257555902004242,0.17946629226207733,0.4724680483341217,,,,,
,5,850,,,,,,0.4724680483341217,0.17946629226207733,0.4257555902004242,0.8502665162086487,0.4889068603515625
