train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1
0.6048147082328796,9,0,,,,,
0.3282577693462372,19,0,,,,,
0.3528040945529938,29,0,,,,,
0.4805326759815216,39,0,,,,,
0.2817409932613373,49,0,,,,,
0.3161000907421112,59,0,,,,,
0.17544890940189362,69,0,,,,,
0.24184879660606384,79,0,,,,,
0.2096802294254303,89,0,,,,,
0.3073277473449707,99,0,,,,,
0.21535512804985046,109,0,,,,,
0.37264204025268555,119,0,,,,,
0.33708566427230835,129,0,,,,,
0.3077564537525177,139,0,,,,,
0.16216205060482025,149,0,,,,,
0.25388386845588684,159,0,,,,,
0.22247625887393951,169,0,,,,,
0.17777585983276367,179,0,,,,,
0.2475012093782425,189,0,,,,,
0.17546813189983368,199,0,,,,,
0.26300331950187683,209,0,,,,,
0.2058810442686081,219,0,,,,,
0.2169235497713089,229,0,,,,,
0.17547883093357086,239,0,,,,,
0.29971039295196533,249,0,,,,,
0.313178688287735,259,0,,,,,
0.1401526778936386,269,0,,,,,
0.2337949573993683,279,0,,,,,
0.12337685376405716,289,0,,,,,
0.22242192924022675,299,0,,,,,
0.1861126720905304,309,0,,,,,
0.14312924444675446,319,0,,,,,
0.2690436840057373,329,0,,,,,
0.2331967055797577,339,0,,,,,
0.1367449015378952,349,0,,,,,
0.2567010223865509,359,0,,,,,
0.18691733479499817,369,0,,,,,
0.23292261362075806,379,0,,,,,
0.1411248743534088,389,0,,,,,
0.23776260018348694,399,0,,,,,
0.16467157006263733,409,0,,,,,
0.13325700163841248,419,0,,,,,
0.29084622859954834,429,0,,,,,
0.16797372698783875,439,0,,,,,
0.1819200962781906,449,0,,,,,
0.21981357038021088,459,0,,,,,
0.2669532299041748,469,0,,,,,
0.16678515076637268,479,0,,,,,
0.14009660482406616,489,0,,,,,
0.17031069099903107,499,0,,,,,
0.17721234261989594,509,0,,,,,
0.13813725113868713,519,0,,,,,
0.18569782376289368,529,0,,,,,
0.18259449303150177,539,0,,,,,
0.1304156482219696,549,0,,,,,
0.10254313051700592,559,0,,,,,
0.1545805037021637,569,0,,,,,
0.19027581810951233,579,0,,,,,
0.16996076703071594,589,0,,,,,
0.08028599619865417,599,0,,,,,
0.19294829666614532,609,0,,,,,
0.15473242104053497,619,0,,,,,
0.13315649330615997,629,0,,,,,
0.17233309149742126,639,0,,,,,
0.13188043236732483,649,0,,,,,
0.1698032170534134,659,0,,,,,
0.14565004408359528,669,0,,,,,
0.1658826619386673,679,0,,,,,
0.35879990458488464,689,0,,,,,
0.14350740611553192,699,0,,,,,
0.15256911516189575,709,0,,,,,
0.11539209634065628,719,0,,,,,
0.12804481387138367,729,0,,,,,
0.18800750374794006,739,0,,,,,
0.12034479528665543,749,0,,,,,
0.2170129418373108,759,0,,,,,
0.23913559317588806,769,0,,,,,
0.20941859483718872,779,0,,,,,
0.11357637494802475,789,0,,,,,
0.14794060587882996,799,0,,,,,
0.07566184550523758,809,0,,,,,
0.11147690564393997,819,0,,,,,
0.19121332466602325,829,0,,,,,
0.16702738404273987,839,0,,,,,
0.2445380985736847,849,0,,,,,
0.14036138355731964,859,0,,,,,
0.17869102954864502,869,0,,,,,
0.10049419105052948,879,0,,,,,
0.10277040302753448,889,0,,,,,
0.1281643956899643,899,0,,,,,
0.11787841469049454,909,0,,,,,
0.19779053330421448,919,0,,,,,
0.1600484400987625,929,0,,,,,
0.18337377905845642,939,0,,,,,
0.17631560564041138,949,0,,,,,
0.1836283653974533,959,0,,,,,
0.13244083523750305,969,0,,,,,
0.10694219172000885,979,0,,,,,
0.10193461179733276,989,0,,,,,
0.15906532108783722,999,0,,,,,
0.14606472849845886,1009,0,,,,,
0.1442088633775711,1019,0,,,,,
0.1324966996908188,1029,0,,,,,
0.10499802976846695,1039,0,,,,,
0.16887196898460388,1049,0,,,,,
0.14087820053100586,1059,0,,,,,
0.18617334961891174,1069,0,,,,,
