train_loss,step,epoch,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
0.4275995194911957,9,0,,,,,,
0.4573086202144623,19,0,,,,,,
0.5529124140739441,29,0,,,,,,
0.7545519471168518,39,0,,,,,,
0.25581833720207214,49,0,,,,,,
0.3564338982105255,59,0,,,,,,
0.25869020819664,69,0,,,,,,
0.4313795566558838,79,0,,,,,,
0.22701174020767212,89,0,,,,,,
0.2369050681591034,99,0,,,,,,
0.24240341782569885,109,0,,,,,,
0.30030569434165955,119,0,,,,,,
0.23511768877506256,129,0,,,,,,
0.17657135426998138,139,0,,,,,,
0.27240848541259766,149,0,,,,,,
0.15968064963817596,159,0,,,,,,
0.3352145552635193,169,0,,,,,,
0.3590889275074005,179,0,,,,,,
0.1841573864221573,189,0,,,,,,
0.31808221340179443,199,0,,,,,,
0.2776670455932617,209,0,,,,,,
0.1254434585571289,219,0,,,,,,
0.15575288236141205,229,0,,,,,,
0.15343128144741058,239,0,,,,,,
0.1648733764886856,249,0,,,,,,
0.16480180621147156,259,0,,,,,,
0.2344205230474472,269,0,,,,,,
0.19085459411144257,279,0,,,,,,
0.1337985098361969,289,0,,,,,,
0.18114767968654633,299,0,,,,,,
0.23755283653736115,309,0,,,,,,
0.11255014687776566,319,0,,,,,,
0.18827347457408905,329,0,,,,,,
0.2374826818704605,339,0,,,,,,
0.244181826710701,349,0,,,,,,
0.23803375661373138,359,0,,,,,,
0.09618820995092392,369,0,,,,,,
0.11133065819740295,379,0,,,,,,
0.27132081985473633,389,0,,,,,,
0.22075776755809784,399,0,,,,,,
0.06350574642419815,409,0,,,,,,
0.1633472889661789,419,0,,,,,,
0.1839357316493988,429,0,,,,,,
0.1121392622590065,439,0,,,,,,
0.1011289581656456,449,0,,,,,,
0.11546982079744339,459,0,,,,,,
0.09698288887739182,469,0,,,,,,
0.15016421675682068,479,0,,,,,,
0.16076181828975677,489,0,,,,,,
0.18021535873413086,499,0,,,,,,
0.14483073353767395,509,0,,,,,,
0.13486206531524658,519,0,,,,,,
0.19733552634716034,529,0,,,,,,
0.18770135939121246,539,0,,,,,,
0.2243695855140686,549,0,,,,,,
0.2203480303287506,559,0,,,,,,
0.10798817127943039,569,0,,,,,,
0.20767562091350555,579,0,,,,,,
0.17774507403373718,589,0,,,,,,
0.2672998905181885,599,0,,,,,,
0.11617463082075119,609,0,,,,,,
0.09563102573156357,619,0,,,,,,
0.14150464534759521,629,0,,,,,,
0.1585625857114792,639,0,,,,,,
0.1192300021648407,649,0,,,,,,
0.1077674999833107,659,0,,,,,,
0.12781110405921936,669,0,,,,,,
0.17363278567790985,679,0,,,,,,
0.12779109179973602,689,0,,,,,,
0.1441437005996704,699,0,,,,,,
0.06308159232139587,709,0,,,,,,
0.09882405400276184,719,0,,,,,,
0.3455715775489807,729,0,,,,,,
0.20768466591835022,739,0,,,,,,
0.10644244402647018,749,0,,,,,,
0.1626584678888321,759,0,,,,,,
0.10110939294099808,769,0,,,,,,
0.10747604072093964,779,0,,,,,,
0.08112875372171402,789,0,,,,,,
0.11078352481126785,799,0,,,,,,
0.12065078318119049,809,0,,,,,,
0.06683282554149628,819,0,,,,,,
0.18965232372283936,829,0,,,,,,
0.030949128791689873,839,0,,,,,,
0.057462360709905624,849,0,,,,,,
0.13736197352409363,859,0,,,,,,
0.07480473071336746,869,0,,,,,,
0.09669774025678635,879,0,,,,,,
0.12489360570907593,889,0,,,,,,
0.05524984002113342,899,0,,,,,,
0.0723944753408432,909,0,,,,,,
0.07351595908403397,919,0,,,,,,
0.14402057230472565,929,0,,,,,,
0.24057172238826752,939,0,,,,,,
0.08889447152614594,949,0,,,,,,
0.09942995756864548,959,0,,,,,,
0.06891729682683945,969,0,,,,,,
,973,0,0.133098304271698,0.4227941036224365,0.48153114318847656,0.8516427278518677,0.4591095447540283,
0.22480811178684235,979,1,,,,,,
0.03663846477866173,989,1,,,,,,
0.06406151503324509,999,1,,,,,,
0.12207534909248352,1009,1,,,,,,
0.11787896603345871,1019,1,,,,,,
0.11524827778339386,1029,1,,,,,,
0.049204885959625244,1039,1,,,,,,
0.04445390775799751,1049,1,,,,,,
0.08071592450141907,1059,1,,,,,,
0.06363273411989212,1069,1,,,,,,
0.11184980720281601,1079,1,,,,,,
0.07062031328678131,1089,1,,,,,,
0.10627517104148865,1099,1,,,,,,
0.05261807143688202,1109,1,,,,,,
0.09898319095373154,1119,1,,,,,,
0.048970211297273636,1129,1,,,,,,
0.08710355311632156,1139,1,,,,,,
0.1425265669822693,1149,1,,,,,,
0.059994328767061234,1159,1,,,,,,
0.12073002010583878,1169,1,,,,,,
0.0848350003361702,1179,1,,,,,,
0.050974275916814804,1189,1,,,,,,
0.11529356241226196,1199,1,,,,,,
0.03543080762028694,1209,1,,,,,,
0.11641576886177063,1219,1,,,,,,
