step,epoch,train_loss,val_loss,val_qa_sas,val_qa_em,val_qa_answer_f1,val_qa_bert_score,test_loss
9,0,0.09055351465940475,,,,,,
19,0,0.13366037607192993,,,,,,
29,0,0.05941414460539818,,,,,,
39,0,0.08532403409481049,,,,,,
49,0,0.06617714464664459,,,,,,
59,0,0.06598786264657974,,,,,,
69,0,0.05459093675017357,,,,,,
79,0,0.05876203626394272,,,,,,
89,0,0.055359888821840286,,,,,,
99,0,0.08527140319347382,,,,,,
109,0,0.053878527134656906,,,,,,
119,0,0.0830625593662262,,,,,,
129,0,0.04466076195240021,,,,,,
139,0,0.05353682115674019,,,,,,
149,0,0.043932776898145676,,,,,,
159,0,0.0552191324532032,,,,,,
169,0,0.05668826773762703,,,,,,
179,0,0.07483342289924622,,,,,,
189,0,0.03920670226216316,,,,,,
189,0,,0.09954175353050232,0.3751927316188812,0.23268698155879974,0.30180439352989197,0.8330598473548889,
199,1,0.05970469489693642,,,,,,
209,1,0.0398617722094059,,,,,,
219,1,0.054220717400312424,,,,,,
229,1,0.05360140651464462,,,,,,
239,1,0.0761832743883133,,,,,,
249,1,0.05396857485175133,,,,,,
259,1,0.03823995217680931,,,,,,
269,1,0.04726213589310646,,,,,,
279,1,0.039050862193107605,,,,,,
289,1,0.062470898032188416,,,,,,
299,1,0.061562325805425644,,,,,,
309,1,0.07375764101743698,,,,,,
319,1,0.04826626554131508,,,,,,
329,1,0.05129878222942352,,,,,,
339,1,0.05855840817093849,,,,,,
349,1,0.052537597715854645,,,,,,
359,1,0.08744734525680542,,,,,,
369,1,0.0438687726855278,,,,,,
379,1,0.1429489403963089,,,,,,
379,1,,0.11964934319257736,0.38178279995918274,0.23545706272125244,0.3057226240634918,0.8394008278846741,
389,2,0.05589088052511215,,,,,,
399,2,0.03880580514669418,,,,,,
409,2,0.04861989617347717,,,,,,
419,2,0.05145784467458725,,,,,,
429,2,0.06687451899051666,,,,,,
439,2,0.047393184155225754,,,,,,
449,2,0.034348707646131516,,,,,,
459,2,0.04274625703692436,,,,,,
469,2,0.03568215295672417,,,,,,
479,2,0.05528854951262474,,,,,,
489,2,0.047469209879636765,,,,,,
499,2,0.06747698038816452,,,,,,
509,2,0.043195415288209915,,,,,,
519,2,0.04596616327762604,,,,,,
529,2,0.051046907901763916,,,,,,
539,2,0.048213791102170944,,,,,,
549,2,0.07905997335910797,,,,,,
559,2,0.03839157521724701,,,,,,
569,2,0.17049510776996613,,,,,,
569,2,,0.12228087335824966,0.3931014835834503,0.2548476457595825,0.3234739601612091,0.8434298038482666,
579,3,0.04102303832769394,,,,,,
589,3,0.03775499388575554,,,,,,
599,3,0.042855653911828995,,,,,,
609,3,0.04587462171912193,,,,,,
619,3,0.06130770966410637,,,,,,
629,3,0.03911354020237923,,,,,,
639,3,0.02894699014723301,,,,,,
649,3,0.03861619532108307,,,,,,
659,3,0.033525966107845306,,,,,,
669,3,0.045330990105867386,,,,,,
679,3,0.037631772458553314,,,,,,
689,3,0.059758882969617844,,,,,,
699,3,0.038954343646764755,,,,,,
709,3,0.036691486835479736,,,,,,
719,3,0.03899569809436798,,,,,,
729,3,0.04000356048345566,,,,,,
739,3,0.06904248893260956,,,,,,
749,3,0.03121664747595787,,,,,,
759,3,0.005655249115079641,,,,,,
759,3,,0.1464402973651886,0.40439361333847046,0.2659279704093933,0.33567196130752563,0.8462820053100586,
769,4,0.025420261546969414,,,,,,
779,4,0.03161061182618141,,,,,,
789,4,0.03367118164896965,,,,,,
799,4,0.0333479680120945,,,,,,
809,4,0.04445216804742813,,,,,,
819,4,0.022485725581645966,,,,,,
829,4,0.024118803441524506,,,,,,
839,4,0.024441609159111977,,,,,,
849,4,0.03148343414068222,,,,,,
859,4,0.022315198555588722,,,,,,
869,4,0.021127751097083092,,,,,,
879,4,0.037754885852336884,,,,,,
889,4,0.028733236715197563,,,,,,
899,4,0.024428440257906914,,,,,,
909,4,0.01956864260137081,,,,,,
919,4,0.020339515060186386,,,,,,
929,4,0.016240620985627174,,,,,,
939,4,0.01944151148200035,,,,,,
949,4,2.0583471268764697e-05,,,,,,
949,4,,0.20720234513282776,0.42556026577949524,0.2880886495113373,0.3575524389743805,0.8510000705718994,
950,5,,,,,,,0.20720234513282776
