train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0.586550235748291,9,0,,,,,,
0.6706142425537109,19,0,,,,,,
0.6299429535865784,29,0,,,,,,
0.296126127243042,39,0,,,,,,
0.17190200090408325,49,0,,,,,,
0.3979591131210327,59,0,,,,,,
0.2928978204727173,69,0,,,,,,
0.32182878255844116,79,0,,,,,,
0.15612518787384033,89,0,,,,,,
0.3023792803287506,99,0,,,,,,
0.3141380548477173,109,0,,,,,,
0.12424658983945847,119,0,,,,,,
0.28454044461250305,129,0,,,,,,
0.17448626458644867,139,0,,,,,,
0.1558137983083725,149,0,,,,,,
0.21758094429969788,159,0,,,,,,
0.19294847548007965,169,0,,,,,,
0.19337165355682373,179,0,,,,,,
0.1938316971063614,189,0,,,,,,
0.11181900650262833,199,0,,,,,,
0.29158923029899597,209,0,,,,,,
0.36731067299842834,219,0,,,,,,
0.19546212255954742,229,0,,,,,,
0.2636258006095886,239,0,,,,,,
0.24109478294849396,249,0,,,,,,
0.2348908931016922,259,0,,,,,,
0.18911004066467285,269,0,,,,,,
0.1577603965997696,279,0,,,,,,
0.20729881525039673,289,0,,,,,,
0.13945868611335754,299,0,,,,,,
0.28376504778862,309,0,,,,,,
0.1513562649488449,319,0,,,,,,
0.2060464471578598,329,0,,,,,,
0.1777811199426651,339,0,,,,,,
0.2289249747991562,349,0,,,,,,
0.29525086283683777,359,0,,,,,,
0.12353738397359848,369,0,,,,,,
0.16770264506340027,379,0,,,,,,
0.2974633276462555,389,0,,,,,,
0.2475031614303589,399,0,,,,,,
0.2305295169353485,409,0,,,,,,
0.11461538821458817,419,0,,,,,,
0.14380142092704773,429,0,,,,,,
0.2085922211408615,439,0,,,,,,
0.136258065700531,449,0,,,,,,
0.16401821374893188,459,0,,,,,,
0.09441672265529633,469,0,,,,,,
0.2300092726945877,479,0,,,,,,
0.17981766164302826,489,0,,,,,,
0.20262928307056427,499,0,,,,,,
0.16255024075508118,509,0,,,,,,
0.1297103762626648,519,0,,,,,,
0.33836227655410767,529,0,,,,,,
0.16169686615467072,539,0,,,,,,
0.33393004536628723,549,0,,,,,,
