step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0.852883517742157,0,,,,,,
19,0.41842159628868103,0,,,,,,
29,0.4784543216228485,0,,,,,,
39,0.3174453377723694,0,,,,,,
49,0.8516181707382202,0,,,,,,
59,0.6400225758552551,0,,,,,,
69,0.298387736082077,0,,,,,,
79,0.21384404599666595,0,,,,,,
89,0.2913874387741089,0,,,,,,
99,0.5760958194732666,0,,,,,,
109,0.45695000886917114,0,,,,,,
119,0.7572498321533203,0,,,,,,
129,0.6411998867988586,0,,,,,,
139,0.7022271156311035,0,,,,,,
149,0.2714789807796478,0,,,,,,
159,0.12490535527467728,0,,,,,,
169,0.47390225529670715,0,,,,,,
179,0.7800146341323853,0,,,,,,
189,0.7683921456336975,0,,,,,,
199,0.7719433903694153,0,,,,,,
209,0.19863465428352356,0,,,,,,
219,0.6259353160858154,0,,,,,,
229,0.11723592132329941,0,,,,,,
239,0.2096334993839264,0,,,,,,
249,0.3948596715927124,0,,,,,,
259,0.5394319891929626,0,,,,,,
269,0.20530655980110168,0,,,,,,
279,0.25505921244621277,0,,,,,,
289,1.2196115255355835,0,,,,,,
299,0.3177282512187958,0,,,,,,
309,1.1192009449005127,0,,,,,,
319,0.10189466178417206,0,,,,,,
329,0.20828291773796082,0,,,,,,
339,0.20434997975826263,0,,,,,,
349,0.4127861261367798,0,,,,,,
359,0.16288258135318756,0,,,,,,
369,0.38182106614112854,0,,,,,,
374,,0,0.52173912525177,0.08672743290662766,0.664570152759552,0.8910881280899048,0.6387376189231873,
379,0.7881101369857788,1,,,,,,
389,0.3653784692287445,1,,,,,,
399,0.22898238897323608,1,,,,,,
409,0.2862301766872406,1,,,,,,
419,0.09543439000844955,1,,,,,,
429,0.11871758103370667,1,,,,,,
439,0.02425392158329487,1,,,,,,
449,0.8108188509941101,1,,,,,,
459,0.23331110179424286,1,,,,,,
469,0.16724582016468048,1,,,,,,
479,0.24055664241313934,1,,,,,,
489,0.3091917932033539,1,,,,,,
499,0.4237614870071411,1,,,,,,
509,0.19283387064933777,1,,,,,,
519,0.4881664514541626,1,,,,,,
529,0.16642028093338013,1,,,,,,
539,0.05270213261246681,1,,,,,,
549,0.2848060727119446,1,,,,,,
559,0.41017621755599976,1,,,,,,
569,0.3187650144100189,1,,,,,,
579,0.18314097821712494,1,,,,,,
589,0.1489151269197464,1,,,,,,
599,0.18051224946975708,1,,,,,,
609,0.08226099610328674,1,,,,,,
619,0.04703964293003082,1,,,,,,
629,0.1423015594482422,1,,,,,,
639,0.2239890992641449,1,,,,,,
649,0.22822314500808716,1,,,,,,
659,0.4513361155986786,1,,,,,,
669,0.5026258230209351,1,,,,,,
