train_loss,epoch,step,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0.728427529335022,0,9,,,,,,
0.5545742511749268,0,19,,,,,,
0.7666320204734802,0,29,,,,,,
0.4363180994987488,0,39,,,,,,
0.30642035603523254,0,49,,,,,,
0.25766611099243164,0,59,,,,,,
0.3577400743961334,0,69,,,,,,
0.7745054364204407,0,79,,,,,,
0.3867487907409668,0,89,,,,,,
0.2975231111049652,0,99,,,,,,
0.39103108644485474,0,109,,,,,,
0.8018015027046204,0,119,,,,,,
0.07028593122959137,0,129,,,,,,
0.35609474778175354,0,139,,,,,,
0.29484739899635315,0,149,,,,,,
0.5922274589538574,0,159,,,,,,
0.32652291655540466,0,169,,,,,,
0.42327913641929626,0,179,,,,,,
0.626912534236908,0,189,,,,,,
0.15177761018276215,0,199,,,,,,
0.07438664138317108,0,209,,,,,,
0.2079521119594574,0,219,,,,,,
0.14496959745883942,0,229,,,,,,
0.41636186838150024,0,239,,,,,,
1.177169680595398,0,249,,,,,,
0.9487301111221313,0,259,,,,,,
0.1802619993686676,0,269,,,,,,
0.096427783370018,0,279,,,,,,
0.18175098299980164,0,289,,,,,,
0.12606815993785858,0,299,,,,,,
0.2990967929363251,0,309,,,,,,
0.22529186308383942,0,319,,,,,,
0.10683227330446243,0,329,,,,,,
0.4024772644042969,0,339,,,,,,
1.0187249183654785,0,349,,,,,,
,0,352,0.8996189832687378,0.5358851552009583,0.07298017293214798,0.6715607047080994,0.6443631052970886,
0.25141599774360657,1,359,,,,,,
0.13549746572971344,1,369,,,,,,
0.11973560601472855,1,379,,,,,,
0.1731467843055725,1,389,,,,,,
0.2270529419183731,1,399,,,,,,
0.5045716762542725,1,409,,,,,,
0.10621555894613266,1,419,,,,,,
0.14119146764278412,1,429,,,,,,
0.1546943336725235,1,439,,,,,,
0.203712597489357,1,449,,,,,,
0.2822204828262329,1,459,,,,,,
0.42362189292907715,1,469,,,,,,
0.3224771320819855,1,479,,,,,,
0.09142117202281952,1,489,,,,,,
0.3769723176956177,1,499,,,,,,
0.16839544475078583,1,509,,,,,,
0.08222196996212006,1,519,,,,,,
0.1554027646780014,1,529,,,,,,
0.10953820496797562,1,539,,,,,,
0.14337556064128876,1,549,,,,,,
0.07108652591705322,1,559,,,,,,
0.5264574289321899,1,569,,,,,,
0.18369457125663757,1,579,,,,,,
0.4943767786026001,1,589,,,,,,
0.9348122477531433,1,599,,,,,,
0.15371717512607574,1,609,,,,,,
0.11072512716054916,1,619,,,,,,
0.1889326572418213,1,629,,,,,,
0.17079222202301025,1,639,,,,,,
0.10667204856872559,1,649,,,,,,
0.13056868314743042,1,659,,,,,,
0.5803966522216797,1,669,,,,,,
0.2830663323402405,1,679,,,,,,
0.07492576539516449,1,689,,,,,,
0.3780774176120758,1,699,,,,,,
,1,705,0.9140706062316895,0.5837320685386658,0.07406888902187347,0.6987967491149902,0.6899885535240173,
0.04082038998603821,2,709,,,,,,
0.04441223666071892,2,719,,,,,,
0.03135885298252106,2,729,,,,,,
0.033041782677173615,2,739,,,,,,
0.20987378060817719,2,749,,,,,,
0.036061786115169525,2,759,,,,,,
0.12292937934398651,2,769,,,,,,
0.14274543523788452,2,779,,,,,,
0.12846589088439941,2,789,,,,,,
0.07718837261199951,2,799,,,,,,
0.07541371136903763,2,809,,,,,,
0.0349738672375679,2,819,,,,,,
0.05080348253250122,2,829,,,,,,
0.09811299294233322,2,839,,,,,,
0.19394740462303162,2,849,,,,,,
0.03622366115450859,2,859,,,,,,
0.05488589033484459,2,869,,,,,,
0.2902957499027252,2,879,,,,,,
0.03287073224782944,2,889,,,,,,
0.02912255749106407,2,899,,,,,,
0.029557881876826286,2,909,,,,,,
0.28710392117500305,2,919,,,,,,
0.026898818090558052,2,929,,,,,,
0.04577036574482918,2,939,,,,,,
1.58009934425354,2,949,,,,,,
0.070067398250103,2,959,,,,,,
0.1825762838125229,2,969,,,,,,
0.025311654433608055,2,979,,,,,,
0.1517776995897293,2,989,,,,,,
0.03196784108877182,2,999,,,,,,
0.31573596596717834,2,1009,,,,,,
0.07075928896665573,2,1019,,,,,,
0.050761520862579346,2,1029,,,,,,
