epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss
0,0.7130480408668518,9,,,,,,
0,0.23818439245224,19,,,,,,
0,0.18034452199935913,29,,,,,,
0,0.2614201009273529,39,,,,,,
0,0.10243334621191025,49,,,,,,
0,0.14954698085784912,59,,,,,,
0,0.16529598832130432,69,,,,,,
0,0.25094887614250183,79,,,,,,
0,0.21804150938987732,89,,,,,,
0,0.16757550835609436,99,,,,,,
0,0.20040066540241241,109,,,,,,
0,0.12534146010875702,119,,,,,,
0,0.12740139663219452,129,,,,,,
0,0.20321011543273926,139,,,,,,
0,0.05779284983873367,149,,,,,,
0,0.1430986225605011,159,,,,,,
0,0.19522123038768768,169,,,,,,
0,0.17960713803768158,179,,,,,,
0,0.14947976171970367,189,,,,,,
0,0.11982391774654388,199,,,,,,
0,0.13187727332115173,209,,,,,,
0,0.08007069677114487,219,,,,,,
0,0.14178034663200378,229,,,,,,
0,0.03557175025343895,239,,,,,,
0,0.11261719465255737,249,,,,,,
0,0.05431587994098663,259,,,,,,
0,0.08962681144475937,269,,,,,,
0,0.061384253203868866,279,,,,,,
0,nan,289,,,,,,
0,0.08794356137514114,299,,,,,,
0,0.08876429498195648,309,,,,,,
0,0.03745574504137039,319,,,,,,
0,0.1177709624171257,329,,,,,,
0,0.057420868426561356,339,,,,,,
0,0.09377896785736084,349,,,,,,
0,0.07055075466632843,359,,,,,,
0,0.11822909116744995,369,,,,,,
0,0.07666333764791489,379,,,,,,
0,0.12596462666988373,389,,,,,,
0,0.024877948686480522,399,,,,,,
0,0.1446407586336136,409,,,,,,
0,0.11819010227918625,419,,,,,,
0,0.08001525700092316,429,,,,,,
0,0.05982235074043274,439,,,,,,
0,0.10669675469398499,449,,,,,,
0,0.14687350392341614,459,,,,,,
0,0.07527768611907959,469,,,,,,
0,0.05649000033736229,479,,,,,,
0,0.07044187933206558,489,,,,,,
0,0.033974822610616684,499,,,,,,
0,0.12488029897212982,509,,,,,,
0,0.125808447599411,519,,,,,,
0,0.04412909224629402,529,,,,,,
0,0.06150803342461586,539,,,,,,
0,0.016537904739379883,549,,,,,,
0,0.11851566284894943,559,,,,,,
0,0.03413737192749977,569,,,,,,
0,0.03788818418979645,579,,,,,,
0,0.039713770151138306,589,,,,,,
0,0.06728366017341614,599,,,,,,
0,,600,0.9080578684806824,0.1137063279747963,0.3024691343307495,0.730122447013855,0.6561154723167419,
1,0.05052725225687027,609,,,,,,
1,0.05119970813393593,619,,,,,,
1,0.04428204521536827,629,,,,,,
1,0.041251540184020996,639,,,,,,
1,0.016550879925489426,649,,,,,,
1,0.053503841161727905,659,,,,,,
1,0.026347193866968155,669,,,,,,
1,0.11219403892755508,679,,,,,,
1,0.06932741403579712,689,,,,,,
1,0.03436018526554108,699,,,,,,
1,0.017266269773244858,709,,,,,,
1,0.10099314898252487,719,,,,,,
1,0.02556011639535427,729,,,,,,
1,0.0324133038520813,739,,,,,,
1,0.08188030123710632,749,,,,,,
1,0.06070256605744362,759,,,,,,
1,0.024792630225419998,769,,,,,,
1,0.07401561737060547,779,,,,,,
1,0.045235686004161835,789,,,,,,
1,0.053881023079156876,799,,,,,,
1,0.0552937313914299,809,,,,,,
1,0.03033495508134365,819,,,,,,
1,0.04656615108251572,829,,,,,,
1,0.04102170094847679,839,,,,,,
1,0.04122106358408928,849,,,,,,
1,0.012793175876140594,859,,,,,,
1,0.06100596487522125,869,,,,,,
1,0.10048966109752655,879,,,,,,
1,0.027775203809142113,889,,,,,,
1,0.05006447061896324,899,,,,,,
