epoch,step,train_loss,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_loss
0,9,0.334535151720047,,,,,,,,,,
0,19,0.24533268809318542,,,,,,,,,,
0,29,0.1648629605770111,,,,,,,,,,
0,39,0.16653457283973694,,,,,,,,,,
0,49,0.1246127113699913,,,,,,,,,,
0,59,0.12270322442054749,,,,,,,,,,
0,69,0.08339924365282059,,,,,,,,,,
0,79,0.09322712570428848,,,,,,,,,,
0,89,0.058700405061244965,,,,,,,,,,
0,99,0.07175443321466446,,,,,,,,,,
0,109,0.06288827210664749,,,,,,,,,,
0,118,,0.7328439950942993,0.14071175456047058,0.6731517314910889,0.9319881200790405,0.7094093561172485,,,,,
1,119,0.08331137895584106,,,,,,,,,,
1,129,0.05887413024902344,,,,,,,,,,
1,139,0.06251013278961182,,,,,,,,,,
1,149,0.08510638773441315,,,,,,,,,,
1,159,0.02678251825273037,,,,,,,,,,
1,169,0.07176996022462845,,,,,,,,,,
1,179,0.07234272360801697,,,,,,,,,,
1,189,0.04864388704299927,,,,,,,,,,
1,199,0.0860133171081543,,,,,,,,,,
1,209,0.05695325508713722,,,,,,,,,,
1,219,0.059343524277210236,,,,,,,,,,
1,229,0.0608319453895092,,,,,,,,,,
1,237,,0.7349964380264282,0.13114063441753387,0.6926069855690002,0.9336919784545898,0.7259516716003418,,,,,
2,239,0.04426832124590874,,,,,,,,,,
2,249,0.05385567620396614,,,,,,,,,,
2,259,0.06080174446105957,,,,,,,,,,
2,269,0.05147744342684746,,,,,,,,,,
2,279,0.06326179206371307,,,,,,,,,,
2,289,0.05905173718929291,,,,,,,,,,
2,299,0.06030040234327316,,,,,,,,,,
2,309,0.13459999859333038,,,,,,,,,,
2,319,0.06074951961636543,,,,,,,,,,
2,329,0.04123446345329285,,,,,,,,,,
2,339,0.02644738368690014,,,,,,,,,,
2,349,0.057459279894828796,,,,,,,,,,
2,356,,0.7720447778701782,0.12377651780843735,0.7159532904624939,0.9442857503890991,0.7475596070289612,,,,,
3,359,0.03689674660563469,,,,,,,,,,
3,369,0.047449152916669846,,,,,,,,,,
3,379,0.05333419889211655,,,,,,,,,,
3,389,0.03939186781644821,,,,,,,,,,
3,399,0.05348439887166023,,,,,,,,,,
3,409,0.061513811349868774,,,,,,,,,,
3,419,0.05574167147278786,,,,,,,,,,
3,429,0.04825017601251602,,,,,,,,,,
3,439,0.08431512862443924,,,,,,,,,,
3,449,0.20256534218788147,,,,,,,,,,
3,459,0.032994382083415985,,,,,,,,,,
3,469,0.08810240030288696,,,,,,,,,,
3,475,,0.7698291540145874,0.12010561674833298,0.7140077948570251,0.9436072111129761,0.7454993724822998,,,,,
4,479,0.04695132002234459,,,,,,,,,,
4,489,0.042887553572654724,,,,,,,,,,
4,499,0.16961319744586945,,,,,,,,,,
4,509,0.03425655514001846,,,,,,,,,,
4,519,0.0771450623869896,,,,,,,,,,
4,529,0.04460911452770233,,,,,,,,,,
4,539,0.04360461235046387,,,,,,,,,,
4,549,0.04022432118654251,,,,,,,,,,
4,559,0.1340484768152237,,,,,,,,,,
4,569,0.05798117816448212,,,,,,,,,,
4,579,0.036378275603055954,,,,,,,,,,
4,589,0.0555301271378994,,,,,,,,,,
4,594,,0.7561860084533691,0.11653648316860199,0.7120622396469116,0.939954936504364,0.7435706257820129,,,,,
5,595,,,,,,,0.939954936504364,0.7435706257820129,0.7120622396469116,0.7561860084533691,0.11653648316860199
