step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
9,0.9567894339561462,0,,,,,,
19,0.6852151155471802,0,,,,,,
29,0.5903862118721008,0,,,,,,
39,0.31109827756881714,0,,,,,,
49,0.4215207099914551,0,,,,,,
59,0.3491538465023041,0,,,,,,
69,0.27658581733703613,0,,,,,,
79,0.6983516216278076,0,,,,,,
89,0.37782612442970276,0,,,,,,
99,0.34504571557044983,0,,,,,,
109,0.31958600878715515,0,,,,,,
119,0.22345802187919617,0,,,,,,
124,,0,0.3904989957809448,0.08226187527179718,0.39656201004981995,0.29385966062545776,0.8289459943771362,
129,0.3270033299922943,1,,,,,,
139,0.4685972332954407,1,,,,,,
149,0.10741443932056427,1,,,,,,
159,0.12841014564037323,1,,,,,,
169,0.18770408630371094,1,,,,,,
179,0.14738108217716217,1,,,,,,
189,0.12350323051214218,1,,,,,,
199,0.1198088750243187,1,,,,,,
209,0.34322789311408997,1,,,,,,
219,0.1276780217885971,1,,,,,,
229,0.3794894814491272,1,,,,,,
239,0.21572571992874146,1,,,,,,
249,0.01463730726391077,1,,,,,,
249,,1,0.4992450177669525,0.06589873880147934,0.4690361022949219,0.40789473056793213,0.8581752777099609,
259,0.16070431470870972,2,,,,,,
269,0.1951001137495041,2,,,,,,
279,0.07890700548887253,2,,,,,,
289,0.09173043817281723,2,,,,,,
299,0.25600194931030273,2,,,,,,
309,0.15638811886310577,2,,,,,,
319,0.13112878799438477,2,,,,,,
329,0.09123679250478745,2,,,,,,
339,0.1184554398059845,2,,,,,,
349,0.118220753967762,2,,,,,,
359,0.09319906681776047,2,,,,,,
369,0.07029253989458084,2,,,,,,
374,,2,0.5126650929450989,0.06498953700065613,0.4798382520675659,0.4254385828971863,0.8597291111946106,
379,0.07820062339305878,3,,,,,,
389,0.2799708843231201,3,,,,,,
399,0.07485932856798172,3,,,,,,
409,0.03781869262456894,3,,,,,,
419,0.04376006871461868,3,,,,,,
429,0.04970088228583336,3,,,,,,
439,0.035422325134277344,3,,,,,,
449,0.05433076620101929,3,,,,,,
459,0.07386013865470886,3,,,,,,
469,0.05079501494765282,3,,,,,,
479,0.16767342388629913,3,,,,,,
489,0.09548824280500412,3,,,,,,
499,0.0018223983934149146,3,,,,,,
499,,3,0.5401961207389832,0.06862685829401016,0.5058472752571106,0.4649122953414917,0.8652492165565491,
509,0.10107255727052689,4,,,,,,
519,0.04596555978059769,4,,,,,,
529,0.013450915925204754,4,,,,,,
539,0.03230086714029312,4,,,,,,
549,0.07990642637014389,4,,,,,,
559,0.05440099164843559,4,,,,,,
569,0.055259980261325836,4,,,,,,
579,0.03965378925204277,4,,,,,,
589,0.014295672997832298,4,,,,,,
599,0.03399571031332016,4,,,,,,
609,0.010387592017650604,4,,,,,,
619,0.03244413435459137,4,,,,,,
624,,4,0.5525116920471191,0.07939667254686356,0.5219601392745972,0.4868420958518982,0.8671705722808838,
625,,5,,,,,,0.07939667254686356
