train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas
0.7310066223144531,9,0,,,,,,,,,,
0.3427930474281311,19,0,,,,,,,,,,
0.6266365051269531,29,0,,,,,,,,,,
0.4164980947971344,39,0,,,,,,,,,,
0.40620455145835876,49,0,,,,,,,,,,
0.3826148509979248,59,0,,,,,,,,,,
0.6695998311042786,69,0,,,,,,,,,,
0.3452020287513733,79,0,,,,,,,,,,
0.3019377589225769,89,0,,,,,,,,,,
0.1728837490081787,99,0,,,,,,,,,,
0.36270833015441895,109,0,,,,,,,,,,
0.21435831487178802,119,0,,,,,,,,,,
0.19768618047237396,129,0,,,,,,,,,,
0.1819535195827484,139,0,,,,,,,,,,
0.21851380169391632,149,0,,,,,,,,,,
0.3301767110824585,159,0,,,,,,,,,,
0.21910789608955383,169,0,,,,,,,,,,
0.25930890440940857,179,0,,,,,,,,,,
,181,0,0.1923370212316513,0.37049928307533264,0.8389485478401184,0.29863014817237854,0.40906408429145813,,,,,
0.13506005704402924,189,1,,,,,,,,,,
0.22436673939228058,199,1,,,,,,,,,,
0.4078839123249054,209,1,,,,,,,,,,
0.24136009812355042,219,1,,,,,,,,,,
0.34687986969947815,229,1,,,,,,,,,,
0.27802249789237976,239,1,,,,,,,,,,
0.3962438702583313,249,1,,,,,,,,,,
0.3621770143508911,259,1,,,,,,,,,,
0.301340788602829,269,1,,,,,,,,,,
0.3414532542228699,279,1,,,,,,,,,,
0.16162192821502686,289,1,,,,,,,,,,
0.22170919179916382,299,1,,,,,,,,,,
0.25630971789360046,309,1,,,,,,,,,,
0.20439040660858154,319,1,,,,,,,,,,
0.16356909275054932,329,1,,,,,,,,,,
0.21852369606494904,339,1,,,,,,,,,,
0.6532814502716064,349,1,,,,,,,,,,
0.5080297589302063,359,1,,,,,,,,,,
,363,1,0.17225420475006104,0.4263583719730377,0.8516102433204651,0.36301368474960327,0.4615633189678192,,,,,
0.18529103696346283,369,2,,,,,,,,,,
0.15279638767242432,379,2,,,,,,,,,,
0.18776638805866241,389,2,,,,,,,,,,
0.28066709637641907,399,2,,,,,,,,,,
0.27068307995796204,409,2,,,,,,,,,,
0.34359318017959595,419,2,,,,,,,,,,
0.20921792089939117,429,2,,,,,,,,,,
0.17375461757183075,439,2,,,,,,,,,,
0.29489392042160034,449,2,,,,,,,,,,
0.1882658451795578,459,2,,,,,,,,,,
0.1591290980577469,469,2,,,,,,,,,,
0.19205786287784576,479,2,,,,,,,,,,
0.25047650933265686,489,2,,,,,,,,,,
0.21532666683197021,499,2,,,,,,,,,,
0.16212932765483856,509,2,,,,,,,,,,
0.19340737164020538,519,2,,,,,,,,,,
0.22127024829387665,529,2,,,,,,,,,,
0.1828402876853943,539,2,,,,,,,,,,
,545,2,0.16132424771785736,0.4533318877220154,0.8585835099220276,0.38767123222351074,0.48298972845077515,,,,,
0.24218811094760895,549,3,,,,,,,,,,
0.23805029690265656,559,3,,,,,,,,,,
0.20987524092197418,569,3,,,,,,,,,,
0.17509305477142334,579,3,,,,,,,,,,
0.13883823156356812,589,3,,,,,,,,,,
0.4597080945968628,599,3,,,,,,,,,,
0.14485040307044983,609,3,,,,,,,,,,
0.11091794073581696,619,3,,,,,,,,,,
0.15017250180244446,629,3,,,,,,,,,,
0.19096466898918152,639,3,,,,,,,,,,
0.18427208065986633,649,3,,,,,,,,,,
0.1576550155878067,659,3,,,,,,,,,,
0.2084498554468155,669,3,,,,,,,,,,
0.1280238926410675,679,3,,,,,,,,,,
0.34359338879585266,689,3,,,,,,,,,,
0.22772614657878876,699,3,,,,,,,,,,
0.11805044114589691,709,3,,,,,,,,,,
0.12343893945217133,719,3,,,,,,,,,,
,727,3,0.15158581733703613,0.48942553997039795,0.8685611486434937,0.4205479323863983,0.5131921172142029,,,,,
0.16910643875598907,729,4,,,,,,,,,,
0.13030526041984558,739,4,,,,,,,,,,
0.16088275611400604,749,4,,,,,,,,,,
0.10774512588977814,759,4,,,,,,,,,,
0.17790669202804565,769,4,,,,,,,,,,
0.15804575383663177,779,4,,,,,,,,,,
0.1974782943725586,789,4,,,,,,,,,,
0.20569062232971191,799,4,,,,,,,,,,
0.1722303330898285,809,4,,,,,,,,,,
0.15301775932312012,819,4,,,,,,,,,,
0.15288139879703522,829,4,,,,,,,,,,
0.15874020755290985,839,4,,,,,,,,,,
0.15721169114112854,849,4,,,,,,,,,,
0.17511242628097534,859,4,,,,,,,,,,
0.13091826438903809,869,4,,,,,,,,,,
0.11314497888088226,879,4,,,,,,,,,,
0.19528315961360931,889,4,,,,,,,,,,
0.353752464056015,899,4,,,,,,,,,,
0.24159379303455353,909,4,,,,,,,,,,
,909,4,0.15101583302021027,0.48373162746429443,0.8683295249938965,0.42191779613494873,0.5060359239578247,,,,,
,910,5,,,,,,0.42191779613494873,0.15101583302021027,0.8683295249938965,0.48373162746429443,0.5060359239578247
