step,epoch,train_loss,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_bert_score
9,0,0.9162404537200928,,,,,,,,,,
19,0,1.6398712396621704,,,,,,,,,,
29,0,0.9318919777870178,,,,,,,,,,
39,0,0.9204916954040527,,,,,,,,,,
49,0,0.6953450441360474,,,,,,,,,,
59,0,2.517947196960449,,,,,,,,,,
69,0,0.664315402507782,,,,,,,,,,
79,0,1.2309759855270386,,,,,,,,,,
89,0,1.8534523248672485,,,,,,,,,,
99,0,2.488959312438965,,,,,,,,,,
108,0,,1.1281282901763916,0.8318173885345459,0.5254017114639282,0.43810930848121643,0.18731988966464996,,,,,
109,1,1.6715059280395508,,,,,,,,,,
119,1,0.501699686050415,,,,,,,,,,
129,1,0.5589820146560669,,,,,,,,,,
139,1,1.0975462198257446,,,,,,,,,,
149,1,1.43045175075531,,,,,,,,,,
159,1,0.9376468062400818,,,,,,,,,,
169,1,1.1316653490066528,,,,,,,,,,
179,1,0.8222882151603699,,,,,,,,,,
189,1,0.7486792802810669,,,,,,,,,,
199,1,0.645718514919281,,,,,,,,,,
209,1,1.5840582847595215,,,,,,,,,,
217,1,,1.0503743886947632,0.8463807702064514,0.5543157458305359,0.4761275053024292,0.23342940211296082,,,,,
219,2,1.15401029586792,,,,,,,,,,
229,2,1.0284905433654785,,,,,,,,,,
239,2,0.9923509955406189,,,,,,,,,,
249,2,1.1636978387832642,,,,,,,,,,
259,2,0.8350847363471985,,,,,,,,,,
269,2,1.1517913341522217,,,,,,,,,,
279,2,1.3087159395217896,,,,,,,,,,
289,2,1.3532962799072266,,,,,,,,,,
299,2,0.5000190734863281,,,,,,,,,,
309,2,0.7474837899208069,,,,,,,,,,
319,2,1.109143614768982,,,,,,,,,,
326,2,,1.025858998298645,0.8495633602142334,0.5624555945396423,0.4852718412876129,0.25072047114372253,,,,,
329,3,1.1015665531158447,,,,,,,,,,
339,3,1.5547884702682495,,,,,,,,,,
349,3,1.0952354669570923,,,,,,,,,,
359,3,1.0891637802124023,,,,,,,,,,
369,3,0.8451536893844604,,,,,,,,,,
379,3,0.5413172245025635,,,,,,,,,,
389,3,1.071047067642212,,,,,,,,,,
399,3,1.019051194190979,,,,,,,,,,
409,3,0.703193187713623,,,,,,,,,,
419,3,0.4453519880771637,,,,,,,,,,
429,3,0.9806349277496338,,,,,,,,,,
435,3,,1.006799340248108,0.8554956316947937,0.5678932666778564,0.4949912130832672,0.2708933651447296,,,,,
439,4,1.081407070159912,,,,,,,,,,
449,4,0.6156333684921265,,,,,,,,,,
459,4,1.5776731967926025,,,,,,,,,,
469,4,1.9835410118103027,,,,,,,,,,
479,4,0.5529202222824097,,,,,,,,,,
489,4,0.5516448616981506,,,,,,,,,,
499,4,1.0437215566635132,,,,,,,,,,
509,4,1.5473531484603882,,,,,,,,,,
519,4,1.2387616634368896,,,,,,,,,,
529,4,0.45466747879981995,,,,,,,,,,
539,4,0.33551910519599915,,,,,,,,,,
544,4,,1.0082110166549683,0.8536527752876282,0.56103515625,0.4869506061077118,0.26224783062934875,,,,,
545,5,,,,,,,0.26224783062934875,0.4869506061077118,0.56103515625,1.0082110166549683,0.8536527752876282
