step,epoch,train_loss,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0,1.9143314361572266,,,,,,
19,0,0.7550731897354126,,,,,,
29,0,0.3292548656463623,,,,,,
39,0,0.6795135736465454,,,,,,
49,0,0.35091403126716614,,,,,,
59,0,0.3117554783821106,,,,,,
69,0,0.5047171711921692,,,,,,
79,0,0.3001045882701874,,,,,,
89,0,0.567719042301178,,,,,,
99,0,0.5120859146118164,,,,,,
102,0,,0.5569974780082703,0.3333333432674408,0.1689739227294922,0.846430242061615,0.49866893887519836,
109,1,0.8973758220672607,,,,,,
119,1,0.2496180385351181,,,,,,
129,1,0.44968315958976746,,,,,,
139,1,0.7350594997406006,,,,,,
149,1,0.5466760993003845,,,,,,
159,1,0.48104751110076904,,,,,,
169,1,0.9456957578659058,,,,,,
179,1,0.2045748382806778,,,,,,
189,1,0.35768646001815796,,,,,,
199,1,0.294554203748703,,,,,,
205,1,,0.5913788676261902,0.39080458879470825,0.15182209014892578,0.8632645010948181,0.5464873313903809,
209,2,0.44856229424476624,,,,,,
219,2,0.36128389835357666,,,,,,
229,2,0.16546671092510223,,,,,,
239,2,0.5555405616760254,,,,,,
249,2,0.32972264289855957,,,,,,
259,2,0.12208631634712219,,,,,,
269,2,0.4635154604911804,,,,,,
279,2,0.14670857787132263,,,,,,
289,2,0.2693644165992737,,,,,,
299,2,0.5044629573822021,,,,,,
308,2,,0.6302268505096436,0.4482758641242981,0.14400245249271393,0.8777047395706177,0.5922220349311829,
309,3,0.280073344707489,,,,,,
319,3,0.32335469126701355,,,,,,
329,3,0.6689683794975281,,,,,,
339,3,0.1056446060538292,,,,,,
349,3,0.10988900810480118,,,,,,
359,3,0.1934177726507187,,,,,,
369,3,0.1337641328573227,,,,,,
379,3,0.058239664882421494,,,,,,
389,3,0.22369059920310974,,,,,,
399,3,0.23488713800907135,,,,,,
409,3,0.19584611058235168,,,,,,
411,3,,0.6250619292259216,0.45402297377586365,0.14855143427848816,0.8773458003997803,0.5932579636573792,
419,4,0.2831217646598816,,,,,,
429,4,0.0920889675617218,,,,,,
439,4,0.392164021730423,,,,,,
449,4,0.087727852165699,,,,,,
459,4,0.49607259035110474,,,,,,
469,4,0.34588226675987244,,,,,,
479,4,0.1234673410654068,,,,,,
489,4,0.22967781126499176,,,,,,
499,4,0.3739612102508545,,,,,,
509,4,0.15148626267910004,,,,,,
514,4,,0.634492039680481,0.4655172526836395,0.14199180901050568,0.8797026872634888,0.6028816103935242,
515,5,,,,,,,0.14199180901050568
